"0","タカオ","","ただいま～","","",""
"1","","","この日は朝から本社へ会議に行っていた課長が、昼過ぎになっていつものようにため息をつきながら戻ってきた。","","",""
"2","ツカサ","","おかえりなさい、課長","","",""
"3","アイラ","","おかえりなさい","","",""
"4","レン","","どうでした、会議は","","",""
"5","タカオ","","はぁ～……","","",""
"6","タカオ","","はあああ～～……","","",""
"7","タカオ","","アイラちゃ～ん、お茶ちょうだい……","","",""
"8","","","アイラはうなずくと、小走りに給湯室へと向かう。","","",""
"9","ツカサ","","課長、どうしたんですか？　いつも以上に深いため息ですね","","",""
"10","コンスタンス","","なにかあったのですか？　本社に行っていたんですよね","","",""
"11","レン","","また、伍堂部長からの小言ですか？","","",""
"12","タカオ","","そうなんだよ～","","",""
"13","タカオ","","今日は露骨に嫌味を言われちゃって。しかもけっこう長めのお説教付き……","","",""
"14","タカオ","","うう、胃が痛い……","","",""
"15","レン","","今日の部長は、ご機嫌ナナメだったんですかねえ？","","",""
"16","タカオ","","っていうか、カヅキくんだよカヅキくん","","",""
"17","カヅキ","","あん？","","",""
"18","","","それまで会話に入ってこず仕事をしていたカヅキさんが、顔を上げて眉をひそめた。","","",""
"19","カヅキ","","私がなんだよ？","","",""
"20","タカオ","","困るよ～、部長を怒らせるようなことしちゃ……","","",""
"21","コンスタンス","","カヅキが、部長を怒らせたんですか？","","",""
"22","タカオ","","そうだよ～。今日はずっとカヅキくんの話だったんだよ？　左遷させるかっていう話まで出たんだから","","",""
"23","ツカサ","","左遷！？","","",""
"24","カヅキ","","けっ。ネチネチと女々しいな、あの部長様は","","",""
"25","タカオ","","そういうところだよ～、そういうところ～","","",""
"26","ツカサ","","そう言えばカヅキさんって、伍堂部長のこと、露骨に嫌ってますよね","","",""
"27","","","アール・セキュリティ社とのいざこざがあったときにも、それらしいことを言っていたし。","","",""
"28","","","飲みに行ったときも、たまに部長に対する愚痴や悪口を聞かされたことがある。","","",""
"29","カヅキ","","ああ、露骨に嫌いだね。顔を合わせりゃ経費削減しろとしか言わねえ","","",""
"30","カヅキ","","現場を見ちゃいねえのさ。こっちの苦労も知らねえで","","",""
"31","カヅキ","","数字ばっかり追いかけてると、ああいう人間になる。真似すんなよ、ツカサ","","",""
"32","タカオ","","気持ちは分かるけどさあ、一応君も、会社員なんだし……","","",""
"33","カヅキ","","こっちは命削ってやってるんだ。現場を見ない上司に頭下げてる暇なんて%D$vl1;ねえんだよ","","",""
"34","タカオ","","間に入る僕の身にもなってよ～……","","",""
"35","レン","","溝は埋められそうにありませんね……","","",""
"36","アイラ","","課長。お待たせ","","",""
"37","","","アイラがお茶を持ってきた。","","",""
"38","タカオ","","ありがとう、アイラちゃん。はあ……","","",""
"39","","","課長は肩を落としたまま、お茶をすすった。\nかなり参っているみたいだ。","","",""
"40","コンスタンス","","そもそもカヅキは、部長からかなり嫌われていますからね","","",""
"41","レン","","完全にいがみ合ってるよね","","",""
"42","ツカサ","","カヅキさんが嫌われているのは、どうしてなんでしょう？","","",""
"43","コンスタンス","","あるとき、お酒の席でカヅキが部長と偶然遭遇しましてね……","","",""
"44","ツカサ","","え……","","",""
"45","","","それは……イヤな予感しかしないんだけど……。","","",""
"46","コンスタンス","","そこで酔っ払ったカヅキが、部長にかなり失礼なことをしたらしく……","","",""
"47","","","ああ、やっぱり……。","","",""
"48","コンスタンス","","私が迎えに行ったときには、それはもうひどい有様でした……","","",""
"49","ツカサ","","ひ、ひどい有様って……？","","",""
"50","コンスタンス","","詳しく、知りたいですか？　きっと後悔しますよ？","","",""
"51","ツカサ","","や、やめておきます……","","",""
"52","","","コンスタンス、目が笑ってないよ……。","","",""
"53","カヅキ","","それ、本当にあったことなのか？　私は全然覚えてねえぞ","","",""
"54","コンスタンス","","ギフティアには、忘れるという機能はありませんよ、カヅキ","","",""
"55","カヅキ","","な、なんにせよ、その程度のことで部下を嫌いになるとは、小さい男だな、あの部長様はよ","","",""
"56","ツカサ","","そもそもの因縁が、そのお酒の席からなんですか？","","",""
"57","コンスタンス","","それがすべてというわけではありません。むしろそちらは些細なことでしょう","","",""
"58","レン","","部長がカヅキさんをよく思っていないのは、うちの方針によるところが大きいだろうね","","",""
"59","タカオ","","そうだねえ。確かに部長からの小言が増えたのは、３年くらい前からだよ","","",""
"60","タカオ","","カヅキくんに現場のリーダーを任せるようになってからだね","","",""
"61","","","３年前……。","","",""
"62","","","カヅキさんがアイラとのコンビを解消した時期だ。","","",""
"63","アイラ","","…………","","",""
"64","カヅキ","","うちのやり方が気に入らねえんだろ","","",""
"65","レン","","カヅキさんが現場を取り仕切るようになってから、やり方をガラッと変えましたからね","","",""
"66","ツカサ","","え、それって……","","",""
"67","コンスタンス","","回収対象と所有者の気持ちに寄り添うような、今の形に、です","","",""
"68","レン","","それまでは、他のターミナルサービスと同様に、あまりそういう情緒的な部分には考慮してなかったんだ","","",""
"69","レン","","それを、カヅキさんがみんなを説得して、方針を１８０度変えたんだよ","","",""
"70","カヅキ","","…………","","",""
"71","アイラ","","…………","","",""
"72","タカオ","","それはいいんだけど、当然、経費が一気にはね上がっちゃってねえ……","","",""
"73","レン","","それで部長に目を付けられてしまったと","","",""
"74","カヅキ","","うちだけがちょっと経費を多めに使ってるからって、それが会社全体にどれだけ影響するのかって話さ","","",""
"75","カヅキ","","ここまでしつこく言われる筋合いはねえだろ","","",""
"76","タカオ","","業績としてはよくないんだから、そりゃしつこく言われるよ","","",""
