"","","それから数日が過ぎたある日。\n終業後に、カヅキさんがアイラを呼び止めた。","","",""
"カヅキ","","アイラ。話があるから、この後残れ","","",""
"アイラ","","……分かった","","",""
"ツカサ","","あの、俺は――","","",""
"カヅキ","","ツカサはいい。話があるのはアイラだけだ","","",""
"ツカサ","","…………","","",""
"","","話の内容は、察しが付いた。","","",""
"","","アイラの回収を誰が担当するか、だ。","","",""
"ツカサ","","…………","","",""
"","","俺はまっすぐ寮には帰らず、会社近くの居酒屋さんでひとり、気を揉んでいた。","","",""
"","","ここはカヅキさん行きつけの店だけど、ひとりで来たのははじめてだ。もちろん、飲んでいるのはソフトドリンク。","","",""
"","","未成年だからひとりじゃ入れてもらえないかと思ったけど、お店の人は俺がカヅキさんの連れだと覚えていて、笑顔で席に案内してくれた。","","",""
"","","１時間ぐらい待った頃だろうか。","","",""
"カヅキ","","お？","","",""
"","","店のドアが開く音がして、そちらに目をやると、カヅキさんがちょうどひとりで入ってきたところだった。","","",""
"","","向こうも俺の姿に気付いて、驚いたような顔をしている。","","",""
"ツカサ","","待ってました","","",""
"カヅキ","","私をか？","","",""
"ツカサ","","はい。さっきの、アイラへの話って、回収担当のことですよね？","","",""
"カヅキ","","…………","","",""
"カヅキ","","マスター、いつもの！","","",""
"","","カヅキさんは俺と同じテーブルにつくと、俺をまっすぐに見つめてきた。","","",""
"カヅキ","","アイラの回収は、私とコンスタンスが担当する","","",""
"ツカサ","","……はい","","",""
"","","きっと、そうなると思っていた。\nだから特に驚きはない。","","",""
"ツカサ","","アイラを、よろしくお願いします","","",""
"","","俺はその場に立ち上がると、カヅキさんに対して深々と頭を下げた。","","",""
"ツカサ","","俺なんかが、言える立場じゃ、ありませんけど……","","",""
"カヅキ","","分かってるよ","","",""
"カヅキ","","アイラは、私にとっても大切な、元パートナーだ。言われなくても、最善を尽くすさ","","",""
"","","そこへ、店員さんがお酒を持ってきた。\nカヅキさんがいつも飲んでいる、お馴染みのワインだ。","","",""
"カヅキ","","っていうか、ツカサ、お前、ここで私を待ってたってことは――","","",""
"カヅキ","","今晩は、とことん私に付き合うつもりって考えていいんだよなぁ？　あん？","","",""
"ツカサ","","……っ","","",""
"","","しまった……！　そこまで考えてなかった！","","",""
"ツカサ","","お、俺はただ、カヅキさんなら今日はきっと、飲みに行くだろうなと思って、それで――","","",""
"","","カヅキさんは俺の言い訳も聞かず、グラスのワインを一息に飲み干した。","","",""
"カヅキ","","マスター、おかわり！","","",""
"","","あ、すでに目が据わってる……。","","",""
"カヅキ","","そもそもお前、なんでこの店に来て酒飲んでねえんだ！？　飲めよ！　私が奢ってやるから！","","",""
"ツカサ","","だから、俺は未成年ですって……","","",""
"","","結局、その後はカヅキさんが酔いつぶれてコンスタンスが迎えに来るまで付き合わされた。","","",""
"","","寮に帰ったときには疲れ切っていて、アイラともあんまりちゃんと話ができなかった……。","","",""
