"","","今日は、アイラは朝からメンテ中だった。\nだから、お茶は出ない。","","",""
"","","事務仕事で少し肩が凝ったこともあって、一息つこうとオフィスの裏にある自販機にジュースを買いに向かった。","","",""
"","","自販機で缶コーヒーを買ったとき、ふとハーブの花壇の方を見ると。","","",""
"ツカサ","","あれ？","","",""
"","","全然気付かなかったけど、カヅキさんがひとりでたたずんで、アイラが育てているハーブをぼんやりと眺めていた。","","",""
"ツカサ","","カヅキさん","","",""
"カヅキ","","ああ、ツカサか","","",""
"ツカサ","","アイラのハーブを見てたんですか？","","",""
"カヅキ","","……よくこれだけ育ててるよな。よっぽど暇だったらしい","","",""
"","","アイラの回収まで、もうそんなに時間は残っていない。","","",""
"","","カヅキさんは、アイラとは６年もコンビを組んできたんだ。\n俺なんかよりもよっぽど、繋がりは深いはず。","","",""
"","","もしかしたらここでひとり、昔のことを思い出していたかもしれない。","","",""
"","","邪魔して悪かったかな、と思ったけど。","","",""
"カヅキ","","私も喉が渇いたな","","",""
"","","カヅキさんはそう言って自販機へと向かった。","","",""
"","","……この前の伍堂部長に関する騒動で気になっていたことを、思い切って聞いてみようかな。","","",""
"ツカサ","","あの、カヅキさん","","",""
"ツカサ","","この前、言ってましたよね。今の第１ターミナルサービスの仕事のやり方は……“アイラのやり方”だって","","",""
"ツカサ","","それって、どういうことか教えてもらえませんか？","","",""
"カヅキ","","そんなこと、言ってたかぁ？　なにかの聞き間違いだろ","","",""
"","","カヅキさんは買った缶コーヒーを開けながら、とぼけている。","","",""
"ツカサ","","いえ。俺、確かに聞きました","","",""
"カヅキ","","…………","","",""
"カヅキ","","まずったな。口に出しちまってたか","","",""
"","","カヅキさんは困ったような顔をした。","","",""
"カヅキ","","……ま、そりゃ気になるよな。悪かったよ、なにも話さなくて","","",""
"カヅキ","","考えてみりゃ、これまでお前にろくに話してなかったのは、不自然だったかもしれない","","",""
"カヅキ","","別に、隠すつもりはなかったんだが……","","",""
"カヅキ","","私だって、自分の選択が正しかったなんて思ってねえんだ。それを人にベラベラ喋るのも、なんか違うだろ","","",""
"","","正しかったなんて思ってない……か。","","",""
"","","たまに、カヅキさんはそうやって、後悔や苦悩を口にする。\n酔っているときは、特に。","","",""
"","","ただ、詳しい話を聞いたことは、これまでなかった。","","",""
"ツカサ","","カヅキさんが今のやり方をうちに導入したのは、３年前だって聞きました","","",""
"ツカサ","","３年前って、いろいろあった時期ですよね","","",""
"","","カヅキさんが担当した、ミチルのお父さんのワンダラー化。\nアール・セキュリティ社との因縁。\nそして、アイラとカヅキさんのコンビ解消。","","",""
"ツカサ","","それと関係してるんですか？","","",""
"カヅキ","","ああ、そうだよ","","",""
"","","カヅキさんはベンチに腰を下ろすと、缶コーヒーを一口、あおった。","","",""
"カヅキ","","どこから話すかな……","","",""
"","","しばらく考え込んでから、カヅキさんは昔を懐かしむようにふと、遠い目をした。","","",""
"カヅキ","","アイラは、回収の仕事に対していつだって全力だった。回収対象や所有者に入れ込みすぎて、自分自身も消耗していく。そんな働き方をしてたんだ","","",""
"カヅキ","","オーバーワークなんだよ。真面目すぎたんだ","","",""
"カヅキ","","私も最初は、それに付き合ってたんだけどな……","","",""
"カヅキ","","会社の方針とは違うこともあって、アイラに、ほどほどにしとけって言ったんだよ","","",""
"カヅキ","","でないと、自分が潰れちまうからってな","","",""
"カヅキ","","でも、あいつはやめなかった","","",""
"カヅキ","","そのうち、入れ込みすぎて、だんだん自分の心にまで負荷がかかるようになってきてな。仕事でのミスも増えた","","",""
"カヅキ","","決定的な出来事が、コンビを組んで４年目ぐらいの頃にあった","","",""
"ツカサ","","決定的な出来事？","","",""
"カヅキ","","アイラに、プライベートで親友ができたんだ","","",""
"ツカサ","","親友？　プライベートで、ですか？　それって、むしろいいことなんじゃ……","","",""
"カヅキ","","ああ、最初はいい気分転換にもなってただろうし、楽しそうだったよ","","",""
"ツカサ","","だったら……","","",""
"カヅキ","","その親友ってのは、社員寮の近所に住むギフティアだったんだが……","","",""
"カヅキ","","よりによって、回収時期が来ちまったのさ","","",""
"ツカサ","","え……","","",""
"カヅキ","","で、アイラが、自分の手で回収した。私は止めたんだがな","","",""
"ツカサ","","…………！","","",""
"","","そんな……ことが……。","","",""
"カヅキ","","以来、あいつは、現場に出てもうまく喋れなかったり、動けなくなることが増えた。限界が近かったんだろう……","","",""
"","","それは、俺と組み始めたときにも見せていた言動だ。","","",""
"","","最初は俺も、３年のブランクのせいだって思ってた。\n本人は、現場に出ると緊張する、とも言ってた。","","",""
"カヅキ","","で、ミチルの父親の事件だ……","","",""
"","","それについては、なにがあったのかは俺も聞いていた。","","",""
"カヅキ","","心に強い負荷を受けたってのに、アイラはそれまでのやり方を変えなかった","","",""
"カヅキ","","それどころか、ますます自分を追い込んでたんだ","","",""
"カヅキ","","ミチルが父親と一緒に姿を消したって報告を受けたとき、アイラはもう、歩くこともままならない状態でな","","",""
"ツカサ","","…………","","",""
"カヅキ","","そんなわけで、私はアイラを置いてひとりでミチルたちを探しに出た","","",""
"カヅキ","","その後になにがあったのかは、聞いてるな？","","",""
"ツカサ","","はい……","","",""
"カヅキ","","それに、あの件で私も足をやっちまったし","","",""
"ツカサ","","足……","","",""
"","","そう言えば、ミチルが前に言ってた。\nカヅキさんは、ミチルのお父さんを止めようとして足に大怪我を負ったって。","","",""
"カヅキ","","左足は、義足なんだよ","","",""
"ツカサ","","えっ？","","",""
"","","全然そうは見えない。","","",""
"","","でも、義足を付けているっていうことは……足を切断するほどの大怪我だった、っていうことだ……。","","",""
"","","ワンダラーになったギフティアが人を襲うことは稀だって聞いているけど、状況次第じゃ、そんなことに……。","","",""
"","","マーシャのとき、俺がカヅキさんみたいに大怪我を負う可能性も、じゅうぶんあったのか。","","",""
"カヅキ","","そういういろんなことが重なって、アイラはますます自分を責めた","","",""
"カヅキ","","自分が動けていれば、違う結果になったかもしれない――ってな","","",""
"カヅキ","","そんなわきゃねえんだが、なにしろあいつは、何事にも入れ込みすぎるから","","",""
"カヅキ","","それでますます無理を重ねようとしやがる。私は、見てられなくてな","","",""
"カヅキ","","アイラはもう無理だ。しばらく休ませてやらなきゃまずい――。オヤジさんと相談して、そう決めたのさ","","",""
"ツカサ","","…………","","",""
"ツカサ","","それが、コンビを解消した理由なんですか？","","",""
"カヅキ","","ああ。私から切り出したよ。あの日は、やけに寒い日だったな","","",""
"カヅキ","","お前も知ってると思うが、アイラは遊園地に行くのが好きなんだ","","",""
"ツカサ","","はい","","",""
"アイラ","","ごめんなさい……","","",""
"カヅキ","","お前と一緒に仕事した想い出は、忘れないよ","","",""
"カヅキ","","でも、お前とはもう組まない","","",""
"アイラ","","…………","","",""
"カヅキ","","お互いに、その方がいいだろ","","",""
"アイラ","","私は……","","",""
"アイラ","","…………","","",""
"アイラ","","……分かった","","",""
"カヅキ","","でもな、それが正しかったのかどうか、いまだに分かんねえ","","",""
"カヅキ","","今でも、脳裏に焼き付いてるんだよ。コンビ解消を切り出したときの、あいつの顔が","","",""
"カヅキ","","今にも泣きそうな、すがるような目で私を見てきた","","",""
"カヅキ","","それでもアイラのためだって、心を鬼にしたけど。それ以来、ろくにアイラとは話せなくなっちまった","","",""
"カヅキ","","私もあいつも、気を遣いすぎたんだろうな……","","",""
"カヅキ","","それでズルズルと、３年さ","","",""
"","","その間、アイラはパートナー不在のまま、お茶汲みを頑張っていた。ハーブを育てて、必死に、みんなの役に立とうとしていた。","","",""
"カヅキ","","いつも、新人のお前に偉そうなことばっか言ってるけど、私はそんなに大した人間じゃねえんだよ","","",""
"カヅキ","","むしろ、お前の方がよっぽどパートナーらしいかもな","","",""
"カヅキ","","お前とアイラを組ませたことは、本当によかったと思ってるよ","","",""
"ツカサ","","…………","","",""
"ツカサ","","俺、アイラのこと、好きだったんです……","","",""
"ツカサ","","だから、俺の選んだことが、正しかったのか、正しくないのか、俺も、分からなくて……","","",""
"","","俺は、降りたんだ。\nアイラと正面から向き合わずに。","","",""
"カヅキ","","お前に関しちゃ、正しくないことなんてひとつもねえよ","","",""
"","","カヅキさんは、俺の肩を励ますように強く叩いてきた。","","",""
"カヅキ","","もっと胸を張れ","","",""
"ツカサ","","……はい","","",""
"ツカサ","","……あの、どうしてカヅキさんは、アイラのやり方を引き継いだんですか？","","",""
"","","最初の質問を、もう一度した。","","",""
"ツカサ","","話を聞く限りじゃ、アイラのやり方だと、回収する側の負担が大きい、っていう印象ですけど","","",""
"","","事実、アイラはオーバーワークで動けなくなってしまったわけで。","","",""
"","","それに、伍堂部長からもうちは“経費がかかりすぎている”って言われてるらしい。それってつまり、回収する側の負担が大きくなっている、っていうことで。","","",""
"","","もちろん俺も、今のやり方を否定するつもりはないけど。","","",""
"カヅキ","","…………","","",""
"カヅキ","","よし、飲みに行くぞ","","",""
"ツカサ","","へ？","","",""
"カヅキ","","この話は長くなりそうだ。だから、飲みに行くぞ","","",""
"ツカサ","","え、ええと、ここじゃダメなんでしょうか？","","",""
"","","できれば飲みに行きたくないなぁ……。","","",""
"カヅキ","","あん？　私の誘いを断るってのか？　人に辛いこと思い出させたくせによ","","",""
"ツカサ","","う……","","",""
"","","それを言われると、なんの反論もできない。\nそれに、カヅキさんの答えも知りたい。","","",""
"ツカサ","","お供します……","","",""
"カヅキ","","よし！","","",""
