"","","雲ひとつない空の下、ほとんど対向車とすれ違うことのない田舎道を、俺とアイラが乗った車は進んでいた。","","",""
"","","自動運転に任せて、走ることそろそろ３時間。","","",""
"","","なんでこんな遠くまで出かけてきたのかって言えば、発端は昨日の深夜に遡る。","","",""
"ツカサ","","俺、アイラと……結婚式を挙げたい","","",""
"","","寝る直前に、俺はどうしても我慢できずに、アイラ本人を前にしてそう宣言しちゃったんだ。","","",""
"アイラ","","…………","","",""
"アイラ","","……っ","","",""
"アイラ","","あ、わわ……","","",""
"","","アイラの反応は、カーニバルで告白したときとほぼ同じだった。","","",""
"アイラ","","ツ、ツカしゃは、私と、結婚、したいの……？","","",""
"ツカサ","","ゴメンゴメン。急な話で、ビックリさせちゃったよね","","",""
"ツカサ","","でも、俺、したいよ、アイラと。結婚","","",""
"ツカサ","","永遠に、一緒にいたいから","","",""
"アイラ","","……そ、そう","","",""
"ツカサ","","…………","","",""
"アイラ","","…………","","",""
"アイラ","","いつ？","","",""
"ツカサ","","今日……はさすがに無理だけど、明日にでも！","","",""
"アイラ","","え、明日……！？","","",""
"","","そこから、夜通しかけていろんなことを調べた。","","",""
"","","人間とギフティアとの結婚は、法律上認められていない。","","",""
"","","ただ、ギフティアとの恋愛に関しては、世間的にはまだそこまでタブー視はされていないこともあって、恋人、あるいは夫婦としての役割を求めてギフティアを購入する人は多かった。","","",""
"","","そうした人たちが、あくまで私的に結婚式だけを挙げることは、よくあるらしい。しかも、そういう人たちのために式を取り仕切ってくれる式場もあるみたいだ。","","",""
"","","そうと決まれば、善は急げ。","","",""
"","","俺たちは今朝早くに寮を出発して、こうして式場へと向かってるんだ。","","",""
"アイラ","","私が、ツカサの、奥さん……","","",""
"アイラ","","奥さん！","","",""
"","","車中で、アイラははしゃいだ様子だった。","","",""
"アイラ","","これからはツカサのこと、“あなた”って呼ばなくちゃね","","",""
"ツカサ","","え？　そんな、いいよ、今のまま名前で呼んでくれて","","",""
"アイラ","","ダメ。時には、形から入るのも大事","","",""
"アイラ","","ねえ、あなた♪","","",""
"ツカサ","","……っ","","",""
"","","普段そういう風には呼ばれないから、すごく新鮮っていうか、妙にドキドキするぞ……。","","",""
"アイラ","","ええと……新婚の奥さんって、どんなこと、話すんだろう？","","",""
"ツカサ","","え、うーん、なんだろう。新婚の経験ないから……","","",""
"アイラ","","……あ","","",""
"","","アイラはなにか思いついたらしい。","","",""
"アイラ","","あなた、ごはんにする？　お風呂にする？　それとも……","","",""
"アイラ","","わ、私？","","",""
"ツカサ","","！？","","",""
"ツカサ","","そ、そんなの、どこで覚えたの！？","","",""
"アイラ","","ツカサがだいぶ前に買ってきて読んでた本。『新婚生活マニュアル』っていうやつ……","","",""
"ツカサ","","%166;うわああぁぁぁ！","","",""
"","","恥ずかしさのあまり、俺は頭を抱えた。","","",""
"","","それは、アイラと寮で一緒に暮らすことが決まったときに買ったマニュアル本だ。","","",""
"","","まさかアイラ本人に読まれていたなんて……！","","",""
"ツカサ","","あれは、忘れて","","",""
"アイラ","","ギフティアには、忘れるっていう特性はなくて――","","",""
"ツカサ","","なかったことにしてください！","","",""
"アイラ","","分かった。旦那さんがそこまで言うなら、ね","","",""
"","","そんな、かりそめの夫婦としての会話を楽しんでいたら、３時間なんて、あっという間だった。","","",""
"","","その教会は、かなり年季が入っていた。","","",""
"","","１００年以上前に建てられたっていう由緒正しいチャペルを、結婚式用に改装して使っているのだという。","","",""
"","","俺たちと、わずか３人ほどのスタッフ以外には人影はなく、その静謐さのためかチャペルは厳かな雰囲気に包まれている。","","",""
"","","事前に予約の連絡を入れておいたおかげもあって、到着してからの手続きはスムーズに進んだ。","","",""
"","","スタッフから、式の進め方などについて細かく説明を受ける。","","",""
"","","服装についての話も出た。","","",""
"ツカサ","","へえ、ウエディングドレスのレンタルもやってるんだ","","",""
"ツカサ","","俺、アイラに着てほしいな","","",""
"アイラ","","ウエディングドレス……私が？","","",""
"ツカサ","","そうだよ。どう？","","",""
"アイラ","","私が……","","",""
"アイラ","","似合う、かな？","","",""
"ツカサ","","もちろん！","","",""
"アイラ","","じゃあ、着てみたい","","",""
"ツカサ","","決まりだね","","",""
"アイラ","","ただ……あのね、ツカサ","","",""
"アイラ","","指輪の交換は、今回は……やりたくないな","","",""
"ツカサ","","指輪……","","",""
"","","あ、そうか。","","",""
"","","結婚式におけるクライマックスは、指輪の交換だけど。\nギフティアにとっては、指輪が意味するものはまったく違う。","","",""
"アイラ","","今日で終わっちゃうかもって、つい、考えちゃって。そんなことにはならないって、分かってはいるんだけど","","",""
"ツカサ","","分かった。指輪の交換は無しにしよう","","",""
"アイラ","","ごめんね、ツカサ","","",""
"ツカサ","","いいって。その代わり――","","",""
"ツカサ","","ち、誓いのキスは、させてもらうから","","",""
"アイラ","","……！","","",""
"アイラ","","キッ、キキキッ……キ～……","","",""
"アイラ","","ぅぅ～","","",""
"","","アイラが顔を真っ赤にして目をグルグル回しているのが、どうしようもないくらいかわいくて。","","",""
"","","俺まで照れてしまった。","","",""
"","","その後は、俺とアイラはそれぞれ別の部屋で、式の準備をした。","","",""
"","","アイラのウエディングドレス同様、俺の方もタキシードをレンタルした。","","",""
"","","そんなちゃんとしたものを着るのなんてはじめてで、妙にソワソワした。","","",""
"","","準備が終わったら、チャペルの入り口でアイラを待った。","","",""
"","","目を閉じて、背筋を伸ばして。","","",""
"","","この後の手順を頭の中で何度もイメージする。","","",""
"","","正式な結婚式っていうわけじゃないから、手順だって特に正式なものにこだわるつもりはなかった。","","",""
"","","ヴァージンロードを進むのは、父に手を取られた花嫁というのが普通だけど、そもそもアイラには父親はいないわけだし。","","",""
"","","他に招待客がいるわけでもない。","","",""
"","","だから、最初から俺とアイラ、ふたりで手を取り合って進むことにした。","","",""
"アイラ","","ツカサ。お待たせ","","",""
"","","アイラが横に立つ気配がした。","","",""
"","","俺の腕に、手をからめてくる。","","",""
"","","すぐ前にある、チャペルへの扉が開く。","","",""
"","","俺は、アイラと一緒に一歩を踏み出した。","","",""
"アイラ","","…………","","",""
"アイラ","","ねえ、ツカサ。どうかな？","","",""
"ツカサ","","…………","","",""
"アイラ","","ツカサ？","","",""
"ツカサ","","あ、ごめん","","",""
"ツカサ","","アイラが素敵すぎて、見とれちゃってた","","",""
"ツカサ","","って、なんだか今の言い方、すごくキザだよね。でも別に、ヤスタカさんを意識したとか、そういうんじゃなくて……","","",""
"ツカサ","","本気で、キレイだなって、思ったんだ","","",""
"アイラ","","うん。ありがとう","","",""
"アイラ","","ツカサも、タキシード姿、素敵だよ","","",""
"ツカサ","","個人的には、あんまり似合ってないかなって思うんだけど","","",""
"アイラ","","そうかも","","",""
"ツカサ","","ええ～","","",""
"アイラ","","ふふっ。冗談","","",""
"","","誰もいないチャペル。","","",""
"","","拍手はなく、パイプオルガンによる荘厳なＢＧＭと、スタッフによる賛美歌だけが響き渡っている。","","",""
"","","そのヴァージンロードを、俺とアイラは腕を組んで歩いていく。","","",""
"","","ただ、アイラの足取りは、少しおぼつかなかった。","","",""
"ツカサ","","アイラ、大丈夫？　ドレスの裾、長いんじゃない？","","",""
"アイラ","","へ、平気……","","",""
"ツカサ","","本当？","","",""
"","","転んじゃったりしないかな……。","","",""
"アイラ","","私だって、しょっちゅう転んでるわけじゃ――","","",""
"アイラ","","ひゃっ","","",""
"","","言ってる側から、よろけている。","","",""
"","","慌ててアイラを支えたから、事なきを得たけど。\nやっぱり心配だなあ。","","",""
"ツカサ","","なんなら、抱っこしていこうか？","","",""
"アイラ","","抱っこ……？","","",""
"ツカサ","","ん～、いわゆる、お姫さま抱っこっていうやつ","","",""
"アイラ","","…………","","",""
"アイラ","","だ、ダメっ","","",""
"ツカサ","","あ、今、ちょっといいかも、って思ったでしょ？","","",""
"アイラ","","思ったけど……","","",""
"アイラ","","なんだか、お子様扱いされてるみたいだし","","",""
"アイラ","","それに、そんなことしたら、ドレスにシワができちゃうよ","","",""
"ツカサ","","あ、そっか……","","",""
"","","レンタルだから、それはさすがにまずいか。","","",""
"アイラ","","心配してくれて、ありがとう。なるべく、気を付ける","","",""
"ツカサ","","アイラになにがあっても、俺が支えてみせるよ","","",""
"アイラ","","ツカサ……","","",""
"アイラ","","うん。","","",""
"アイラ","","やっぱり、ヴァージンロードは、自分の足で歩きたい","","",""
"アイラ","","ツカサの横で、歩きたい","","",""
"","","そんなこと言われたら、男として、なにがあってもアイラのことを支えようって思っちゃうよね。","","",""
"アイラ","","もし転びそうになったら、さっきみたいに、支えてね","","",""
"ツカサ","","任せて。俺にしがみついちゃってもいいからさ","","",""
"アイラ","","うんっ","","",""
"","","アイラが、これまでよりギュッと、俺の腕に回した手に力を込めた。","","",""
"アイラ","","ツカサの横だから、安心","","",""
"","","なんとも気恥ずかしい感じになっちゃったけど。","","",""
"","","ただ、すごく幸せだった。","","",""
"","","アイラも、同じ気持ちでいてくれたと思う。","","",""
"","","アイラのことを、もっともっと好きになった。\nウエディングドレス姿を、いつまでも見ていたかった。","","",""
"","","もしも……このままふたりで、さらに遠くへ行ってしまえたら。\nこの幸せも、いつまでも続くんじゃないだろうかって、考えてしまう。","","",""
