"","","朝、目覚めて、窓から外を眺める。","","",""
"","","今日もいい天気だった。","","",""
"ツカサ","","アイラ、今日は外に出かけない？","","",""
"アイラ","","いいよ。でも、どこに？","","",""
"ツカサ","","ん～、特にどこっていうのはないんだけど","","",""
"ツカサ","","午前中はまだそんなに暑くならないだろうし、散歩でも行こうよ","","",""
"ツカサ","","あ、そう言えば歩いて行ける距離に、大きな公園がなかったっけ？","","",""
"アイラ","","うん。池があるところだよね","","",""
"","","芝生の広場もあるし、週末には家族連れが大勢やって来てのんびりと過ごすことができるスポットだ。","","",""
"ツカサ","","とりあえず、あそこまでふらっと行ってみるっていうのは？","","",""
"アイラ","","……いいよ","","",""
"アイラ","","お散歩デートだね","","",""
"ツカサ","","そういうこと","","",""
"アイラ","","それじゃあ、ちゃんと誘ってほしいな","","",""
"","","アイラがいたずらげに笑う。","","",""
"","","なるほど、デートっていうからには、そういう段階を踏むのも大事だよね。","","",""
"","","というわけで俺は、わざとらしくアイラの前にひざまずいた。","","",""
"ツカサ","","アイラ。君のことを、お散歩デートに誘いたい。ＯＫしてくれる？","","",""
"アイラ","","……イヤ。って言ったら？","","",""
"ツカサ","","え、えーっ！？","","",""
"ツカサ","","……イヤ、なの？","","",""
"アイラ","","ううん、そんなわけないよ。もちろんＯＫ","","",""
"ツカサ","","はぁ～、ビックリさせないでよ。ショックで心臓が止まるかと","","",""
"アイラ","","ふふっ。ごめんね。でも、ツカサの可愛い表情が見れて満足","","",""
"","","とっておきのイタズラが成功したとばかりに、アイラはニコニコ笑っていた。","","",""
"","","アイラと手を繋いで、初夏の日差しの中をのんびりと歩く。","","",""
"","","正午を過ぎると、汗ばむぐらいの陽気になりそうだけど。","","",""
"","","今はまだ、風が気持ちいい。","","",""
"","","その爽やかな風のおかげで、特に目的もなく散歩をするだけでも、穏やかで満たされるような気分になれた。","","",""
"","","２０分ほど歩いて、目的地である緑地公園にたどり着いた。","","",""
"","","犬を散歩させているおじいさん、遊具で遊ぶ子供たち、仲睦まじげに歩くカップルを横目に、俺たちもブラブラする。","","",""
"ツカサ","","気持ちいいな～","","",""
