"アイラ","","ツカサ、行くよ？","","",""
"ツカサ","","ああ、うん……","","",""
"","","今日はオフィスで仕事の予定だけど、朝起きたときから少し体調が変だった。","","",""
"","","なんとなく、身体がだるい。","","",""
"アイラ","","どうかしたの？","","",""
"","","玄関で靴を履いて待っていたアイラは、俺が来ないのを気にして、わざわざリビングまで戻ってきてくれた。","","",""
"ツカサ","","ごめん、アイラ。少し体調が変でさ","","",""
"ツカサ","","もちろん、少しだけだから全然――","","",""
"アイラ","","大変！　休まないと！","","",""
"","","アイラは前のめりに俺のことを心配してくれた。","","",""
"ツカサ","","いや、そこまでじゃ――","","",""
"アイラ","","会社に連絡するね、今日は休むって","","",""
"ツカサ","","ま、待って！　会社を休むほど体調が悪いわけじゃないんだ！","","",""
"","","俺は声をあげて、アイラを止めた。","","",""
"","","だけど。","","",""
"アイラ","","むぅ……","","",""
"ツカサ","","ア、アイラ？","","",""
"アイラ","","前に遊園地で倒れたこと、忘れたの？","","",""
"ツカサ","","それって……","","",""
"","","俺とアイラがはじめてデートしたときのこと。","","",""
"","","新人なのに浮かれてばかりじゃダメだって、デート前に仕事を頑張り過ぎた結果、デート中の観覧車で俺は倒れてしまった。","","",""
"","","アイラはそのときの印象が強かったのか、ものすごく心配してくれているみたいだ。","","",""
"ツカサ","","今は大丈夫だよ、あのときほど悪くないしさ","","",""
"アイラ","","ダメ、許可できない","","",""
"アイラ","","今日は絶対に休むべき","","",""
"","","アイラは頑として譲る気がないみたいだ。","","",""
"","","俺としては仕事に行きたいんだけど、どうしよう……。","","",""
"ツカサ","","アイラ、ほら見てよ","","",""
"","","俺はその場で軽くジャンプした。","","",""
"ツカサ","","この通り、身体は全然楽なんだ。ね？","","",""
"アイラ","","…………","","",""
"","","あれ？　反応が悪いぞ。","","",""
"ツカサ","","じゃあ、これは！？","","",""
"","","俺はマッスルポーズを繰り出した。","","",""
"アイラ","","言いたいことは、それだけ？","","",""
"ツカサ","","え？　……うん","","",""
"アイラ","","具合が悪くても、そのくらい誰でもできる。だから、今日は休んで","","",""
"ツカサ","","分かりました……","","",""
"","","真剣なアイラの態度に、俺は屈した。","","",""
"ツカサ","","分かった、今日は部屋で休むよ","","",""
"アイラ","","分かれば、よろしい","","",""
"ツカサ","","アイラ、嬉しそうだね","","",""
"アイラ","","ツカサの危機を回避できたので","","",""
"ツカサ","","なるほど、そっか","","",""
"","","本気で心配してくれたから、そのぶん嬉しいのだろう。","","",""
"","","アイラの気持ちに、俺の心はほっこりした。","","",""
"アイラ","","じゃあ、ツカサをベッドに連行します","","",""
"ツカサ","","連行って……","","",""
"","","アイラは俺の手を強く握って階段を上る。","","",""
"","","そして、ロフトスペースにある俺のベッドの前まで行くと。","","",""
"アイラ","","服、脱いで","","",""
"ツカサ","","へ！？","","",""
"アイラ","","そのままじゃ休めないよ","","",""
"ツカサ","","そ、それは分かるんだけど","","",""
"","","アイラの前で脱ぐのはちょっと抵抗がある。","","",""
"ツカサ","","あ、そうだ！　アイラは会社に連絡してきてよ。その間にパジャマに着替えておくから","","",""
"アイラ","","そうだった。連絡してくる","","",""
"","","アイラはハッとして、階段を下りていく。","","",""
"ツカサ","","ふぅ","","",""
"","","少し時間を稼ぐことができた。","","",""
"","","今のうちに洋服を脱いで、いつものパジャマに着替えてしまう。","","",""
"","","と、下から端末で会社に連絡しているアイラの声が聞こえた。","","",""
"アイラ","","もしもし、課長？","","",""
"アイラ","","今日ツカサが体調不良なので、私とツカサは休むってみんなに伝えておいて","","",""
"アイラ","","それじゃあ","","",""
"","","そこで通話が終わって、アイラが階段を上ってくる音がした。","","",""
"","","……って、あれ？","","",""
"アイラ","","連絡してきた","","",""
"ツカサ","","あ、うん。俺にも聞こえたけど……アイラも休むの？","","",""
"アイラ","","休むよ","","",""
"ツカサ","","どうして？","","",""
"アイラ","","私はツカサのパートナー。パートナーの看病をするのは当然のこと","","",""
"","","そこまでしなくても……とは思ったけど、俺のためにやってくれていることに文句を言うのは無粋な気がした。","","",""
"ツカサ","","いつも通りじゃなくなるけど、いいの？","","",""
"アイラ","","ツカサが体調悪い時点で、とっくにいつも通りじゃないよ","","",""
"","","ごもっともです……。","","",""
"アイラ","","ところで、ツカサ。あれは、どこにあるの？","","",""
"ツカサ","","あれって、どれ？","","",""
"アイラ","","エルのナース服","","",""
"ツカサ","","ああ、それなら俺のクローゼットの中に……","","",""
"","","そこまで言って、違和感を覚える。","","",""
"","","このタイミングでナース服のことを聞くって、まさか。","","",""
"ツカサ","","アイラ。まさかとは思うけど、着るつもり？","","",""
"アイラ","","看病は、ナースのお仕事なので","","",""
"ツカサ","","ええっ！","","",""
"","","アイラは早速クローゼットからナース服を引っ張り出していた。","","",""
"アイラ","","ツカサはあっち向いてて","","",""
"ツカサ","","え、あ、分かった！","","",""
"","","俺はくるりとアイラに背を向けた。","","",""
"","","背後でアイラが服を脱ぎ、ナース服に着替える物音が鮮明に聞こえた。","","",""
"","","なんだか、ドキドキする。","","",""
"アイラ","","お待たせ、もうこっち見ていいよ","","",""
"ツカサ","","う、うん","","",""
"","","恐る恐る、振り返った。","","",""
"ツカサ","","……！","","",""
"","","前にエルさんが言っていた通り、ナース服はアイラにぴったりフィットしていた。","","",""
"","","なんというか、その……。","","",""
"ツカサ","","すごく、よく似合ってる","","",""
"アイラ","","これでツカサの看病はバッチリだね","","",""
"ツカサ","","かな？","","",""
"","","そもそも、俺の体調そこまで悪くないんだけど。","","",""
"","","でも、ここまでやる気を見せられたら、アイラに身を委ねるしかない。","","",""
"アイラ","","まずはベッドに座ってください","","",""
"","","アイラはナースになりきって、ノリノリでこっちにやってきた。","","",""
"","","言われた通り、ベッドに腰掛けると。","","",""
"アイラ","","失礼しますね","","",""
"","","アイラは俺のパジャマのボタンに手をかけて、上から１つずつ外し始めた。","","",""
"ツカサ","","ちょ、ちょっと、アイラ！？","","",""
"アイラ","","患者さんはおとなしくしててください","","",""
"ツカサ","","そう言われても！","","",""
"","","ボタンが１つ、また１つと外されていき――。","","",""
"","","途中で止まった。","","",""
"ツカサ","","あれ？","","",""
"","","いつのまに用意したのか、アイラは懐から体温計を取り出して、開けた上着から俺の脇へと滑り込ませた。","","",""
"アイラ","","音が鳴るまで、脇で挟んでてください","","",""
"ツカサ","","はい……","","",""
"","","焦っていた自分が恥ずかしくなった。","","",""
"","","と、俺が肩身を狭くしている間に体温計がピピッと音を鳴らしてアイラに引っ張り出された。","","",""
"","","アイラが体温を確認する隙に、俺はそそくさとボタンを付け直した。","","",""
"アイラ","","熱が、少し高いですね","","",""
"ツカサ","","え、本当？","","",""
"","","自覚がなかったので体温計を覗いてみる。","","",""
"ツカサ","","……ないと思うよ","","",""
"","","３６．５度だった。","","",""
"アイラ","","ううん、少し高いと思う！　思います！","","",""
"","","ナースアイラは看病する理由がほしいみたいだ。","","",""
"ツカサ","","じゃあ、高いってことで","","",""
"アイラ","","汗かいてないですか？　汗拭きますよ","","",""
"ツカサ","","汗は平気だよ、今着替えたばっかりだし","","",""
"アイラ","","そしたら……","","",""
"","","ナースは懸命に看病方法を考えている。","","",""
"アイラ","","座薬入れますか？","","",""
"ツカサ","","ざ、座薬！？","","",""
"アイラ","","熱があるときは座薬がいいって聞いたことあります","","",""
"ツカサ","","確かにそうだけど！　今は必要ないから！","","",""
"アイラ","","でも、体温高いんだよね？","","",""
"ツカサ","","座薬はやめて！　お願いだから！　アイラに座薬なんて入れられたら、俺は大事ななにかを失っちゃうよ！","","",""
"アイラ","","…………","","",""
"","","俺のあまりに必死な訴えに、アイラはぽかんとしてしまった。","","",""
"ツカサ","","ご、ごめん","","",""
"ツカサ","","あ、そうだ！　おかゆが食べたい。体調が悪いから消化にいいおかゆが食べたいな","","",""
"アイラ","","分かった、作ってくる","","",""
"","","使命を受けたナースは嬉しそうに階段を下りていった。","","",""
"ツカサ","","今日、大丈夫かな……","","",""
"","","アイラが俺のために看病してくれるのはありがたいけど、先行きが不安だった。","","",""
"","","しばらくして、アイラが戻ってきた。","","",""
"","","アイラはお盆を持っていて、その上には出来立てのおかゆを入れた茶碗があった。","","",""
"アイラ","","作ってきた","","",""
"","","アイラがひとりでおかゆを作れたことに、俺は軽く感動した。","","",""
"ツカサ","","ありがとう。早速もらうよ","","",""
"","","茶碗に手を伸ばすと、アイラがそれを阻止した。","","",""
"アイラ","","私が食べさせる。……食べさせて、あげます","","",""
"","","ナース設定を唐突に思い出したのか、わざわざ敬語に言い直すと、アイラはベッドの端に腰掛けた。","","",""
"アイラ","","お口を開けてください。あーんって","","",""
"ツカサ","","あーん","","",""
"","","レンゲですくったおかゆを、俺の口に運んでくれた。","","",""
"","","手作りしてくれたおかゆはちょうどいい柔らかさと塩加減で――。","","",""
"","","ガリッと奇妙な歯ごたえがあった。","","",""
"アイラ","","ツカサさん、どうしました？","","",""
"ツカサ","","な、なんでもない……と思います","","",""
"","","アイラの目を盗んでこっそり奇妙な歯ごたえの原因を口から出してみると、それは焦げた白米だった。","","",""
"","","ってことは、おかゆを焦がしたってこと？　しかも一部だけ。","","",""
"","","それってある意味、器用なのかな。","","",""
"アイラ","","ねえ、ツカサ。おかゆ、おいしい？","","",""
"","","俺が焦げた白米について考えている間に、アイラはまたナース設定を忘れていた。","","",""
"ツカサ","","うん、おいしいよ","","",""
"ツカサ","","アイラっておかゆを作るのはじめてだよね？　そうとは思えないほど、上手にできてる","","",""
"アイラ","","ツカサのために、頑張った","","",""
"","","アイラは照れくさそうにしている。","","",""
"","","俺のため……か。","","",""
"","","そんな健気なことを言われたら、このままアイラにもっと甘えたくなっちゃうじゃないか。","","",""
"ツカサ","","あのさ……、もっと食べさせてほしいな","","",""
"アイラ","","うん！　任せて","","",""
"","","それから俺はアイラの手を借りて、おかゆを完食した。","","",""
"","","気が付くと、眠っていたみたいだ。","","",""
"","","もう日が落ちていて、部屋は暗くなっている。時間を確かめてみると、夜８時を回っていた。","","",""
"","","おかゆを食べさせてもらった後、ベッドで横になっているうちに眠っちゃったみたいだ。","","",""
"","","と、右手にあたたかい感触があった。","","",""
"","","視線を向けると、アイラの手だった。","","",""
"","","アイラは、ベッドのすぐそばで、床に座り込んでぼんやりと窓の外を眺めている。","","",""
"","","なにを考えてるんだろう。","","",""
"ツカサ","","アイラ","","",""
"アイラ","","……あ、ツカサ、起きた？","","",""
"ツカサ","","ずっと、そばにいてくれたんだね","","",""
"アイラ","","うん","","",""
"","","以前にもこういうこと、あったな。\n遊園地のデートで俺がぶっ倒れちゃったときだ。","","",""
"","","あのときもアイラは夜通し看病してくれた。","","",""
"","","今回だって、ナース服を着るほどやる気満々で面倒見てくれて……。\n俺って、ぶっ倒れてばっかりだなあ。","","",""
"","","でも、好きな人が、自分のために頑張ってくれる。そのことが、俺はたまらなく嬉しかった。","","",""
"ツカサ","","今日はありがとう。いつもごめんね","","",""
"","","アイラのことが愛おしくなって、その柔らかな頬をそっと撫でる。アイラは気持ちよさそうにうっとりした表情で、その俺の手に自分の手を重ねてきた。","","",""
"アイラ","","よく眠ってたよ","","",""
"ツカサ","","アイラのおかゆをお腹いっぱい食べたからかな","","",""
