"アイラ","","ツカサ。今日は付き合わせちゃってごめんね","","",""
"ツカサ","","ううん。アイラに頼りにされてるんだって思うと、カレシとしては嬉しいよ","","",""
"アイラ","","…………","","",""
"","","アイラは俺の軽い冗談にも、かすかに笑うだけですぐうつむいてしまった。","","",""
"","","アイラがメンテナンスを前にして、明らかに様子がおかしい。\nどこか落ち着かない様子で、椅子に座りながらため息をついている。","","",""
"ツカサ","","もしかして緊張してる？　どうしたの？","","",""
"","","今日って、なにか特別なメンテナンスをする予定だっけ。\nあくまでいつも通りの定期メンテのはずだけど。","","",""
"アイラ","","メンテナンスは苦手","","",""
"ツカサ","","あぁ、そうなの？　でも、注射打ったりするわけじゃないんだよね？","","",""
"アイラ","","注射とかの方がまだいい。そういうのじゃなくて――","","",""
"エル","","アイラっち～！　お待たせしました！","","",""
"","","と、エルさんが元気よく――というか鼻息荒く――メンテナンスルームに入ってきた。","","",""
"","","アイラの専属エンジニアは、このエルさんだ。\nまだ２年目って言ってたから、去年から担当を引き継いだんだと思う。","","",""
"アイラ","","エル……","","",""
"","","もしかして、アイラが苦手にしているのって……。","","",""
"エル","","あれ、今日はツカサっちも立ち合うんですか？","","",""
"ツカサ","","はい","","",""
"エル","","ええ～、ホントに？","","",""
"エル","","ギフティアにとってのメンテって、身体検査みたいなものですよ？　全部さらけ出しちゃう場所ですよ？","","",""
"エル","","いくらカレシでも、そこに立ち合おうなんてちょっと変態チックな匂いが――","","",""
"アイラ","","私が、立ち合いをお願いしたので","","",""
"エル","","ほお、そうでしたか。ツカサっち、役得ですね！","","",""
"ツカサ","","ははは……","","",""
"","","メンテナンスに立ち合うと言っただけで変態呼ばわりされるなんて、思いもしなかったよ……。","","",""
"","","エルさんの言うことだから、きっとかなり誇張されてるに違いない。","","",""
"エル","","それじゃ、アイラっち。はじめましょうか。ベッドに横になってください","","",""
"","","アイラはエルさんの言葉に従い、ベッドに横になる。","","",""
"エル","","なんなら、全裸になってくれてもいいですよ。ツカサっちへのサービスっていうことで","","",""
"アイラ","","なっ……ぬ、脱がない……","","",""
"ツカサ","","エルさん、俺のことは気にしなくていいですから……","","",""
"エル","","え～、そうですか？　てっきりツカサっちもそういうのを期待しているかと","","",""
"ツカサ","","エルさんとは違います","","",""
"エル","","バレましたか！","","",""
"アイラ","","エル……早く始めて","","",""
"エル","","はいはい～","","",""
"エル","","まずは全身のスキャンです。じっとしててください","","",""
"","","ベッドに寝かされたアイラの上で、スキャン用の装置が駆動音をあげる。","","",""
"ツカサ","","それって、人間で言うところのＣＴみたいなものですか？","","",""
"エル","","そうです。ギフティアの内部をスキャンして、異常なところがあれば自動的に指摘してくれるんですよ","","",""
"","","エルさんはモニタに表示されたスキャン画像を見て、ふむふむとうなずいている。","","",""
"ツカサ","","なにか問題でも？","","",""
"エル","","ん～、まあ……","","",""
"エル","","前回のメンテのときと、特になにも変わりません","","",""
"エル","","あ、ひとつ違いがあるとすれば","","",""
"","","そこでエルさんは、ニヤリと笑った。","","",""
"エル","","食事をけっこうしてますね。ふふふ","","",""
"ツカサ","","そんなことまで分かるんだ……！","","",""
"","","確かに恋人になってからは、アイラは俺と一緒に食事をするようになった。","","",""
"エル","","そりゃあ分かりますよ。ギフティアは人と違って、消化器官はありませんが、それに代わる器官はあります","","",""
"エル","","アイラっちはこれまで、そこをほとんど使ってなかったんですよ","","",""
"エル","","それで、昨日はなにを食べたんです？","","",""
"ツカサ","","内緒です","","",""
"エル","","ええ～","","",""
