"","","会社には定期的に出社するようにしていたけど、外回りの仕事がほぼなくなったせいか時間的な余裕が結構あって、手持無沙汰になることが多かった。","","",""
"","","……会社に来るよりもアイラとの時間を作った方がいい。","","",""
"","","そう言われることもあるけど、それでも会社に来ているのはアイラとふたりで決めたからだ。いつも通りでいようって。","","",""
"","","だから、俺は。","","",""
"ツカサ","","手伝えること、ないかな","","",""
"","","会社の役に立てることがないか、オフィスを見回した。","","",""
"","","今日は外出の人が多くて、オフィスにいるのは俺とアイラの他に、課長とカヅキさん。","","",""
"","","コンスタンスも社内にいるけど、今は倉庫で荷物の整理中だ。","","",""
"タカオ","","アイラちゃん、お茶くれる～？","","",""
"アイラ","","分かった","","",""
"","","課長の言葉を受けて、席を立つアイラ。","","",""
"","","……って、そうだ！","","",""
"ツカサ","","待って","","",""
"","","俺は席を立って、給湯室へ向かうアイラに声をかけた。","","",""
"アイラ","","どうしたの？","","",""
"ツカサ","","俺に、お茶の淹れ方を教えてくれないかな","","",""
"","","空いている時間を会社のみんなのために使うこと。お茶汲みならそれができると思った。","","",""
"","","すると、アイラはハッとした。","","",""
"アイラ","","あ、そうだった","","",""
"アイラ","","私もそうしようと思ってたの","","",""
"ツカサ","","……へ？","","",""
"","","――アイラは以前から、お茶汲みを引き継ぎたいと考えていたらしい。","","",""
"アイラ","","ツカサに、２代目のお茶汲み担当になってほしくて","","",""
"ツカサ","","２代目って言い方だと、ちょっと偉い感じがするね","","",""
"アイラ","","でもテレビでは、お茶汲みは新人の仕事って言ってた","","",""
"ツカサ","","そ、そっか","","",""
"","","確かに世間的にはそうなのかもしれないけど……。","","",""
"アイラ","","でも、私は大切な仕事だと思ってる。だからツカサに任せたい","","",""
"ツカサ","","うん！","","",""
"","","お茶汲みは、大切な仕事。それはテレビの言葉じゃなくて、アイラの本心。","","",""
"","","俄然やる気が出てきた。","","",""
"アイラ","","じゃあ、課長のお茶を淹れながら、やり方説明するね","","",""
"ツカサ","","お願い","","",""
"","","俺はメモの準備をして、うなずいた。","","",""
"アイラ","","お茶汲みでは、最初にお湯を沸かすの","","",""
"","","アイラはコンロの上にあったやかんを手にとって、水道水を注いだ。そして、やかんをコンロに戻して火にかける。","","",""
"アイラ","","お湯の量は人数によるけど、２、３人なら半分くらい入れれば大丈夫","","",""
"アイラ","","ティーポットとカップは下の戸棚に入ってる。カップを運ぶお盆もそこ。お茶の葉は、一番左の引き出し","","",""
"ツカサ","","うん、分かった","","",""
"アイラ","","お茶のところ、開けてくれる？","","",""
"","","お茶の葉があるという引き出しに手をかけて開けてみる。","","",""
"ツカサ","","って、こんなにあるの！？","","",""
"","","引き出しには、缶に入ったお茶が１０種類以上もあった。","","",""
"アイラ","","一応、用意はしてる。でも使うのは、ほとんどローズマリー","","",""
"ツカサ","","どうしてローズマリーなの？","","",""
"アイラ","","飲むと、集中力とか記憶力を高める効果があるの。だから、仕事をするときに飲むといいかなって","","",""
"ツカサ","","へえ、そうなんだ","","",""
"アイラ","","あとは、みんなの体調とか様子を見て、なにを淹れるか決める","","",""
"アイラ","","風邪気味だったら殺菌作用があるタイムにするとか、外回りから帰ってきたときだったらストレス解消効果があるカモミールにするとか","","",""
"ツカサ","","なるほど……","","",""
"","","アイラのお茶汲みは、お茶の淹れ方だけじゃなくて、なにを出すかというところまでこだわってたんだ。","","",""
"","","今まで何度もアイラにお茶を淹れてもらっていたけど、そんなふうにしているなんて知らなかった。","","",""
