"","","アイラは今も、ユニットテスティングルームでのテストを定期的に行っている。","","",""
"","","たとえそれが、オヤジさん曰く“気休め”でしかないとしても、アイラが続けたいって考えているなら、俺はできるだけ見守るつもりでいた。","","",""
"エル","","ツカサっち、健気ですね～。こうして見に来るなんて","","",""
"ツカサ","","俺はアイラのパートナーですから","","",""
"ミキジロウ","","前も言ったが、テストはもう必要ない。アイラにはそう言っているんだがな","","",""
"ツカサ","","でも、アイラ本人がいつも通りにしたいって言ってまして……。だから、やらせてあげてください","","",""
"ミキジロウ","","……分かった","","",""
"エル","","でもでも、ツカサっち～。ちゃんとふたりの時間は取れてるんですか？","","",""
"ツカサ","","それは大丈夫です。同じ部屋で暮らしてますしね","","",""
"エル","","同じ部屋ですか～。よく考えたら、カップルの階段を数段飛ばしにしてますよね～","","",""
"ツカサ","","カップルの階段！？　数段飛ばし！？","","",""
"エル","","だって、恋人として同じ屋根の下で暮らすなんて、ねぇ～？","","",""
"ミキジロウ","","エル、口でなく手を動かせ。何度言ったら分かる","","",""
"エル","","は、はい、師匠！　すみません！","","",""
"","","俺は苦笑しつつ、モニター越しに映るアイラの姿を見つめた。","","",""
"","","テストに懸命に臨むその姿に、胸の奥が締め付けられるような思いがして、グッと奥歯を噛みしめる。","","",""
"","","きっとアイラ自身も気づいている。自分の身体データが下がっていることは。","","",""
"","","……でも、本人はそんなことを感じさせないし、それを差し置いて俺が態度に出すわけにはいかないんだ。","","",""
"ミキジロウ","","そんな顔をするな","","",""
"ツカサ","","……すみません","","",""
"","","言ってるそばから、顔に出ちゃってたみたいだ。","","",""
"","","やっぱり、こうして実際に数値としてアイラの状態を見せられるのは、かなり辛い。","","",""
"エル","","私だったら、部屋に引きこもって、恋人と一緒に甘々の生活を――","","",""
"ミキジロウ","","エル","","",""
"エル","","すみません！","","",""
"","","アイラはそれからさらに３０分以上、テストに励んだ。","","",""
"","","テストを終えたアイラが、戻ってきた。","","",""
"アイラ","","ツカサ、見に来てたんだ","","",""
"ツカサ","","もちろん。アイラの頑張ってる姿を、この目に焼き付けておきたくてね","","",""
"アイラ","","ありがとう","","",""
"ツカサ","","お茶、飲む？　今日は試しに、俺が淹れてきたんだ","","",""
"アイラ","","うん、飲む","","",""
"","","俺はあらかじめ水筒に入れてきたハーブティーをカップに注ぎ、アイラに手渡した。","","",""
"ツカサ","","どう？","","",""
"アイラ","","うん、おいしい","","",""
"ツカサ","","本当？　よかった","","",""
"アイラ","","ただ、お湯の温度が少し低いかも。もう少し熱いお湯で淹れたほうが風味がよくなる","","",""
"ツカサ","","そうかぁ。見よう見まねだと、なかなかうまくいかないね","","",""
"アイラ","","年季が違うので","","",""
"","","アイラは冗談っぽく、胸を張った。","","",""
"アイラ","","何事も続けることが大事。そうすれば、ツカサもすぐにおいしいお茶を淹れられるようになるよ","","",""
"ツカサ","","そうだね","","",""
"ツカサ","","アイラは最初の頃はどうだった？","","",""
"アイラ","","私も、最初は勝手が分からなくて、おいしくないお茶ばっかり淹れてた。課長がね、渋い顔するの。それで、失敗したなって分かるの","","",""
"ツカサ","","じゃあ、飲んでもらえなかった？","","",""
"アイラ","","ううん。逆。なにも言わずに飲んでくれたよ","","",""
"","","それは課長らしいな。","","",""
"","","と、アイラの髪から水滴が垂れるのが見えた。","","",""
"","","そっか、プールから上がったばかりだもんね。","","",""
"ツカサ","","アイラ、髪を拭いてあげるよ","","",""
"アイラ","","え？　うん","","",""
"","","俺はタオルを手に取り、アイラの髪をわしゃわしゃと拭いた。","","",""
"アイラ","","いたたた","","",""
"ツカサ","","あ、ごめん！","","",""
"","","慌てて、拭くのを止めた。","","",""
"ツカサ","","痛かったよね。自分が拭くのと同じ要領でやっちゃった……","","",""
"アイラ","","ううん、大丈夫","","",""
"アイラ","","髪が長いから、強く拭くと、絡まったりして大変なことになるよ","","",""
"ツカサ","","そっか。なるほど","","",""
"アイラ","","ありがとう、後は自分で拭くので","","",""
"ツカサ","","任せるよ。ごめんね、余計なこと言い出して","","",""
"アイラ","","私は、面白かったよ","","",""
"ツカサ","","面白かった？　っていうと？","","",""
"アイラ","","男の人は、こういう風に髪をぐわーって拭くんだなあって、分かったので","","",""
"ツカサ","","あはは。そうだね。かなり適当だよ","","",""
"アイラ","","あんなにガシガシ拭いて、痛くないの？","","",""
"ツカサ","","うん、全然","","",""
"アイラ","","そうなんだ……","","",""
"","","アイラは心底驚いている。","","",""
"","","驚きながらも、長い髪をタオルで包み込むようにして、優しく水気を拭き取っている。","","",""
"ツカサ","","あ、今のアイラ、すごく色っぽい","","",""
"アイラ","","あんまり……ジロジロ見ないで","","",""
"ツカサ","","ごめんごめん","","",""
"","","ジロジロではなく、チラチラ見ることにする。","","",""
"","","そんな俺の冗談めかした態度に、アイラは困ったように苦笑していたけど、それ以上は嫌がったりはしなかった。","","",""
"","","アイラが髪を乾かすのを、しばらくそうして見守った。","","",""
"ツカサ","","いいや、もう少し頑張りたい。やるって言った以上、最後までやらせて","","",""
"アイラ","","え、そう？","","",""
"ツカサ","","あ、迷惑？","","",""
"アイラ","","ううん、いいよ","","",""
"ツカサ","","ただ、拭き方を教えてくれると、助かるんだけど","","",""
"アイラ","","えーと、タオルで髪を包み込むようにして、優しく撫でる……みたいな感じかな","","",""
"ツカサ","","こう？","","",""
"","","言われた通りにやってみた。","","",""
"アイラ","","うん、そう","","",""
"アイラ","","そうやって、水気を拭き取っていく感じ","","",""
"ツカサ","","なるほど、こうするんだね","","",""
"ツカサ","","乾かすまで、けっこう時間かかりそうだ","","",""
"","","俺はしばらく黙々と、アイラの髪をタオルで撫で続けた。","","",""
"アイラ","","…………っ","","",""
"","","アイラが、少し顔を赤くしているように見えるけど。","","",""
"ツカサ","","どうかした？　また痛くしちゃった？","","",""
"アイラ","","あ、ううん、そうじゃなくて","","",""
"アイラ","","好きな人に髪を拭いてもらうのって、なんだか、ソワソワするので","","",""
"","","アイラは、恥ずかしそうに微笑んだ。","","",""
"ツカサ","","アイラの髪、キレイだよね。すごくサラサラしてて、ずっと触っていたいよ","","",""
"アイラ","","……ツカサがそうしたいなら、いつでも触っていいよ","","",""
"ツカサ","","え、本当？","","",""
"アイラ","","うん","","",""
"ツカサ","","……お、覚えとくよ","","",""
"","","なんだか、俺まで照れくさくなっちゃった。","","",""
"ツカサ","","よ、よし、これで大丈夫かな！　ちゃんと髪の水分も取れたと思う！","","",""
"アイラ","","うん。ありがとう","","",""
"","","タオルを脇に置いて、俺たちはしばらく、残りのハーブティーを黙って飲んだ。","","",""
"","","そんな沈黙を破るように、俺は口を開いた。","","",""
"ツカサ","","テストの方は、どうだった？","","",""
"アイラ","","いつも通りだよ。今までとあんまり変わらない","","",""
"","","数値で見ると、少しずつ身体能力は落ちてきているけど。","","",""
"","","アイラがそう言うなら、俺はそれを信じたかった。","","",""
"ツカサ","","そっか。今後もテストは続ける予定？","","",""
"アイラ","","できれば、続けたい","","",""
"アイラ","","ツカサは、わざわざ付き合わなくてもいいよ","","",""
"ツカサ","","そういうことは言わない","","",""
"アイラ","","え？","","",""
"ツカサ","","俺にも付き合わせてよ。って言っても、俺にできることなんて、見てることだけなんだけどさ","","",""
"ツカサ","","それでも、少しでもアイラの見てること、感じてることを、共有したいんだ","","",""
"アイラ","","ツカサ……","","",""
"アイラ","","うん、分かった。またテストするときは、付き合って。それで……私のこと、見ててほしい","","",""
"ツカサ","","うん。何時間でも見てるよ","","",""
"アイラ","","あ、でも、あんまりじーっと見つめられ続けると、テスト中、緊張しちゃうので……","","",""
"アイラ","","それに、変な失敗してるところ見られるのも、恥ずかしい……","","",""
"ツカサ","","じゃあ、そういうときは目でもつむってようかな","","",""
"アイラ","","うん、そうして……","","",""
"ツカサ","","失敗してるアイラも、俺としてはけっこうかわいいって思うんだけどな","","",""
"アイラ","","……！？","","",""
"アイラ","","で、でも、やっぱりダメ！　見ないで！","","",""
"ツカサ","","あはは。うん、了解","","",""
"アイラ","","私、着替えてくる","","",""
"ツカサ","","じゃあ、待ってるよ","","",""
"エル","","ええ～？　もう帰るんですか～？","","",""
"ツカサ","ツカサ・アイラ","！？","","",""
"ツカサ","","ううぇっ！？　え、エルさん！？","","",""
"","","近くの物陰に隠れて、エルさんがこっちをのぞき見していた。","","",""
"","","てっきり、誰もいないと思ったのに。\nもしかして、全部聞かれてた！？","","",""
