"","","今日の俺とアイラの予定は、いつも通りオフィスに出勤。","","",""
"","","仕事らしい仕事はないんだけど、こうして会社に出て来るのはアイラの望みでもあった。","","",""
"コンスタンス","","でも、本当によかったです。ツカサとアイラがうまくいっているようで","","",""
"","","昼休みには、みんなで雑談をする。これも、いつもと同じ光景だ。","","",""
"","","ヤスタカさんが出勤してきていないのも、いつも通りだしね。","","",""
"ザック","","見せつけられちゃって困るよね～。隣に住んでるとさ","","",""
"ミチル","","なにを今さら。ツカサなんて、付き合う前からアイラに“好き好きオーラ”を出しまくってたじゃない","","",""
"ツカサ","","え！？　出してた！？","","",""
"","","もしかして、周囲にはバレバレだったのかな。いつから……？","","",""
"ミチル","","っていうか、やっぱりふたりが付き合うことになったきっかけって、同じ部屋で暮らしてたからなのかしら","","",""
"ミチル","","ねえ、カヅキさん。パートナー同士で一緒に暮らすっていう規則があるくらいだし、ターミナルサービスって社内恋愛推奨なんですか？","","",""
"カヅキ","","はあ？","","",""
"","","いきなり質問されて、カヅキさんは困惑顔だ。","","",""
"ザック","","へぇ。じゃあ、ミチルは僕との恋愛を推奨されたいんだ～？","","",""
"ミチル","","そんなわけないでしょ。私の話は今はどうでもいいの！","","",""
"ミチル","","考えてみたら、うちって４組とも男女のペアじゃないですか。にもかかわらず同居させるのって、他の部署じゃなさそうな状況だと思います","","",""
"タカオ","","たまたまだよ。同性のペアだっていたことあるし。カヅキくんとアイラちゃんとかね","","",""
"カヅキ","","ま、恋愛云々はともかくとして。パートナーとの信頼関係を築くためには、一緒に暮らすのは手っ取り早い方法だろ","","",""
"シェリー","","こじれたときには、逆に色々と面倒ですが","","",""
"","","え……。","","",""
"カヅキ","","おいシェリー。今そういうこと言うなよ……","","",""
"シェリー","","失礼しました。他意はありません","","",""
"","","ヤスタカさんと一緒に暮らすのは、大変なのかな。うん、大変なんだろうな……。","","",""
"カヅキ","","アイラとツカサは今、うまくいってるんだから、会社として推奨してるかしてないかは関係ねえ。ふたりが幸せならそれでいいじゃねえか","","",""
"ミチル","","いえ、推奨だとしたら、この前カヅキさんが言ってた、社内恋愛禁止ってなんだったんだろうなって……","","",""
"カヅキ","","ああ、ありゃ嘘だ","","",""
"ミチル","","嘘！？","","",""
"","","あ、そっか。あれが単なる方便だっていうのは、俺は説明されたけど、ミチルたちには伝わってないんだっけ。","","",""
"ミチル","","なんだ、嘘だったんだ。それならそうと言ってくださいよ……","","",""
"カヅキ","","ん？　ミチル、お前そんなに社内恋愛したいのか？","","",""
"ミチル","","そ、そういうわけじゃ","","",""
"レン","","ははは。恋愛はいいよお、ミチルくん！　毎日がハッピーになるからね！","","",""
"レン","","アイラくんもツカサくんも、今、ハッピーだろう？","","",""
"アイラ","","うん……","","",""
"ツカサ","","そうですね。毎日が楽しいです","","",""
"タカオ","","初々しいねぇ","","",""
"タカオ","","僕も奥さんと付き合いたての頃は、そんな感じだったんだけどねぇ。今じゃさっぱりだよ","","",""
"カヅキ","","へぇ、今の姿からはあんまり想像できねえな……","","",""
"タカオ","","あっ、ひどいなぁ～。こう見えても、僕は奥さんからプロポーズされた方だからね？","","",""
"タカオ","","結婚してから１年くらいまでは、アツアツでねえ。でも、そういう時期ってのは必ず過ぎていっちゃうものなんだよ……","","",""
"","","課長の話に、和やかだった場の雰囲気が、少しずつ重たくなっていく。","","",""
"タカオ","","最近なんて、娘が変なカレシを家に連れてきて、もう大変だったんだから","","",""
"レン","","大変と言うと？","","",""
"タカオ","","僕への挨拶なんてそこそこに、嫁さんと３人で出かけちゃうんだから","","",""
"タカオ","","まあ、僕もどんな話をしていいか分からなかったから、助かったと言えば助かったんだけど","","",""
"タカオ","","だって、話が通じると思わなくてさあ。頭なんか、こんなにツンツンに立たせちゃってて、鼻にピアスまであけてたんだよ？　参っちゃうよ～","","",""
"タカオ","","あんなのと付き合うような娘に育てた覚えは、ないんだけどなあ。嫁さんも嫁さんで、なんであんなに平然と話せるんだろう","","",""
"コンスタンス","","課長、その話は、あまり笑えません……","","",""
"ザック","","ヘビーすぎだよね","","",""
"","","誰もが、話題を変えてくれと内心思ってるに違いない。","","",""
"自分から話題を変える","ミチルにアイコンタクトする","","","dummy","dummy"
"ツカサ","","そ、それはそうと！","","",""
"","","かなり強引に、話題を戻してみることにした。","","",""
"ツカサ","","第１ターミナルサービスでは、過去に社内恋愛って、あったんですか？","","",""
"カヅキ","","…………","","",""
"シェリー","","…………","","",""
"","","なぜか、カヅキさんとシェリーがあからさまに顔をしかめた。","","",""
"ツカサ","","あ、あれ？","","",""
"シェリー","","ツカサ、その話題はやめておいた方が身のためです","","",""
"ツカサ","","えっ？　ええっ？","","",""
"ミチル","","それって、ヤスタカさんがなにか関係してるの？","","",""
"シェリー","","していると言えば、しています","","",""
"カヅキ","","シェリー、それ以上はよせ","","",""
"シェリー","","し、失礼しました","","",""
"","","あのシェリーが、今、一瞬だけど、カヅキさんに怯んだぞ。","","",""
"","","いったいなにがあったんだ……。\nすごく聞きたいけど、踏み込んじゃいけない空気がプンプンとする。","","",""
"ザック","","っていうかさ、ヤスタカの場合、社内恋愛どころか、社内だろうが社外だろうがお構いなく、って感じでしょ","","",""
"タカオ","","そうだねえ。ヤスタカくんは昔からあんな感じだよ","","",""
"シェリー","","……仕事に影響が出ない程度にとどめてもらいたいものですが、おそらく無理でしょうね","","",""
"カヅキ","","無理だろうなあ。あいつは本当にどうしようもない","","",""
"レン","","なまじ、仕事はできますからね","","",""
"カヅキ","","そうなんだよなあ。なあシェリー、いっそヤスタカと付き合って、尻に敷いちまえよ。それで徹底的に調教してやれ","","",""
"シェリー","","お断りします","","",""
"カヅキ","","お前だってその方が楽になるだろ","","",""
"シェリー","","いいえ。お断りします","","",""
"カヅキ","","会社のためを思ってさ","","",""
"シェリー","","それ以上言うと、カヅキの恋愛遍歴をここでバラします","","",""
"カヅキ","","悪かった。本当にすまん","","",""
"","","カヅキさんがものすごい勢いで頭を下げた。","","",""
"","","だから、いったいカヅキさんの過去になにがあったの！？","","",""
"","","俺はミチルにアイコンタクトを送って、救いを求めた。","","",""
"ミチル","","そ、そう言えば！","","",""
"","","それを受けて、ミチルが動いた。","","",""
"ミチル","","私、この間、噂で聞いたんですよ。エルの恋愛話について","","",""
"ミチル","","実はエルって、年上が好きらしいですよ","","",""
"ツカサ","","へ、へえ！　年上ってどれくらいの？","","",""
"ミチル","","たとえば……オヤジさんくらいだって言ってた","","",""
"ツカサ","","え！？","","",""
"レン","","ずいぶん上だねえ","","",""
"ザック","","エルって、ギフティアにしか興味がないと思ってた","","",""
"ツカサ","","そもそも、オヤジさんって結婚してるんですかね？","","",""
"タカオ","","オヤジさんについては、プライベートは謎なんだよ～","","",""
"アイラ","","私も、知らない","","",""
"コンスタンス","","言葉には出さず、背中で語る、という感じですね。職人気質なんでしょう","","",""
"コンスタンス","","そういう意味では、男らしい人ですよ","","",""
"","","それにしても、エルさんの守備範囲の広さは凄まじい……。","","",""
"カヅキ","","で、話は戻るが、ミチルはカレシ作らないのか？","","",""
"ミチル","","なっ！？　またその話ですか？","","",""
"コンスタンス","","ミチルからは、浮いた話はまるで聞きませんね","","",""
"ザック","","男の影も形もなくて、逆に心配になるよ","","",""
"ミチル","","ザック！　なに言ってんのよ！","","",""
"カヅキ","","うーん、なんでカレシができないんだろうな","","",""
"シェリー","","ミチルはとても素晴らしい女性だと思います。家庭的ですし、気が利きますし、面倒見もいいですから","","",""
"カヅキ","","これ以上の好物件はなかなかねえよなあ","","",""
"ミチル","","人を物件扱いしないでくださいよ……","","",""
"ザック","","そもそも理想が高すぎるんじゃない？","","",""
"ミチル","","ぐ……","","",""
"アイラ","","白馬の王子様が迎えにくるのを待ってるって、前に言ってた","","",""
"ミチル","","キャアアア！　アイラ、言っちゃダメ！","","",""
"コンスタンス","","なるほど","","",""
"カヅキ","","なるほどなあ","","",""
"レン","","ははは、なるほど","","",""
"ミチル","","納得しないでください！","","",""
"ミチル","","そもそも、私には仕事がありますから！","","",""
"タカオ","","ミチルちゃん、もしかしてワーカーホリックなの？　少し休んで、素敵なボーイフレンドを見つけたら？","","",""
"ミチル","","大丈夫ですってば","","",""
"ザック","","そのわりには女性誌のデート特集とか読んでるよね～","","",""
"ミチル","","！？","","",""
"","","ミチルって、けっこう致命的に隙が大きいよね。\nとにもかくにもザックをちゃんと口止めしておくのが、今後ミチルが平穏に暮らしていく上で一番大事なような気がする。","","",""
"ミチル","","そ、それはそれよ！　いざっていうときに、ツカサみたいにアタフタしたくないの！","","",""
"ツカサ","","待った、ミチル。俺、これでもいろんなマニュアル本を読んでたから","","",""
"ツカサ","","女性誌を読んで勉強しても、あんまり意味ないと思うよ","","",""
"ミチル","","え、そうなの！？","","",""
"ツカサ","","うん、結局、いざっていうときは頭で考える余裕なんてないから。気を付けた方がいいよ","","",""
"ミチル","","分かった……覚えとくわ","","",""
"アイラ","","ふふっ","","",""
"","","と、アイラがおかしそうに噴き出す。","","",""
"アイラ","","確かにツカサ、すごく変な時期があった","","",""
"アイラ","","デートに誘ってくれたときや、最初に寮で一緒に暮らすことになったときも","","",""
"アイラ","","すごく必死な感じだったよね","","",""
"","","アイラを振り向かせるのは大変だったんだ……。","","",""
"アイラ","","でも、それだけ、私のことを思ってくれてたってことなので。……今振り返ってみると、嬉しい","","",""
"ツカサ","","アイラ……","","",""
"カヅキ","","…………","","",""
"","","って、なんかカヅキさんににらまれてるんだけど！？","","",""
"コンスタンス","","ははは。カヅキ、ツカサへの嫉妬は大人げないですよ","","",""
"カヅキ","","う、うるせえ","","",""
"","","と、カヅキさんは時計を確認する。","","",""
"カヅキ","","っと、そろそろ昼休み終わりだぞ。お前ら仕事しろー","","",""
"","","カヅキさんの一言で、皆が仕事に戻る。","","",""
"アイラ","","…………","","",""
"","","俺も自分の机に戻って、書類とにらめっこを始めようとしたんだけど、そこでふと視線を感じて顔を上げた。","","",""
"","","正面に座るアイラが、俺を見てニコニコしていた。","","",""
"","","なんだか嬉しそうだ。","","",""
"","","いつも通りであるっていうこと。","","",""
"","","アイラが望んでいた、穏やかで幸せな日々には、こうして会社のみんなと、何気ないことを語り合うのも含まれているのかもしれない。","","",""
