"ツカサ","","ねえ、アイラ","","",""
"ツカサ","","この前会った、萌葱博士のことだけど","","",""
"アイラ","","気になる？","","",""
"ツカサ","","うん。アイラの生みの親、なんだよね？　興味あるなあ","","",""
"","","ターミナルサービスで働き出す前のアイラを知ってる、数少ない人なんだ。アイラのことならなんでも知りたい。","","",""
"アイラ","","でも、私も萌葱博士のことは、そんなに詳しくないので","","",""
"ツカサ","","この前会ったのは、かなり久しぶりって言ってたよね","","",""
"アイラ","","私が博士とちゃんと会って話したの、せいぜい４、５回くらいだよ","","",""
"ツカサ","","え、そんなもの？　生みの親なのに？","","",""
"アイラ","","うん","","",""
"","","一体のギフティアは、ひとりのエンジニアが外面から内面まですべて作るわけだけど。","","",""
"","","ギフティアにとっての“はじめての目覚め”は、出荷前の工場での起動テストだ。そこで最初に対面する人間が、自分を作ったエンジニア――つまりは生みの親――ということになる。","","",""
"","","だから、すべてのギフティアは自分を作ったエンジニアが誰なのかを知っているんだ。","","",""
"","","そういう話を、俺は入社後にカヅキさんやオヤジさん、コンスタンスやシェリーなどから聞いていた。","","",""
"アイラ","","でも、どのギフティアでも同じだと思う。最初に何度か話をするだけで、所有者のところに行ってからは、会うことなんてないよ","","",""
"ツカサ","","じゃあ、親っていうか、お母さんとして意識してるわけじゃないんだ？","","",""
"アイラ","","うん、全然","","",""
"","","ギフティアとしては、自分を作ったエンジニアよりも、所有者のために生まれたっていう本能が刷り込まれているのかもしれない。","","",""
"ツカサ","","ちなみに博士は、アイラがはじめて目覚めたときには、なんて声をかけてくれたの？","","",""
"アイラ","","あのとき、博士は泣いてた","","",""
"ツカサ","","泣いてた？","","",""
"アイラ","","“生まれてきてくれてありがとう”って","","",""
"ツカサ","","あの人からは、想像しにくいね……","","",""
"アイラ","","私もそう思う。普段はあんな人なのに、どうして最初のときだけはあんなに感情的だったんだろうって","","",""
"アイラ","","今でも謎なので","","",""
"","","これまで、博士本人に直接聞いたりはしなかったらしい。","","",""
"ツカサ","","ねえ、アイラ。これから萌葱博士の家に行ってみない？","","",""
"アイラ","","いいよ。私もツカサに付き合う","","",""
"","","俺たちは、以前もらった名刺に書いてある住所を頼りに、萌葱博士の家を訪ねることにした。","","",""
"","","そこはとんでもなく遠かった。","","",""
"","","車で４時間もかかった。そのうち最後の１時間は、細く曲がりくねった山道をひたすら進み続けた。","","",""
"","","そんな山奥に、ポツンと一軒だけ建てられた古めかしい洋館が、萌葱ユウ博士の家だった。","","",""
"","","こんなところにたったひとりで住んでいるなんて。\n不便じゃないんだろうか。","","",""
"","","そもそも人の気配がない。","","",""
"","","事前に連絡は入れておいたから、俺たちが訪ねてくることを博士は知っているはずだけど。","","",""
"","","とりあえず呼び鈴を押してみると、しばらくして博士が顔を出した。","","",""
"萌葱博士","ユウ","もう来たのか","","",""
"ツカサ","","もう、って……連絡入れてから４時間経ってます……","","",""
"萌葱博士","ユウ","そうか。気付かなかった","","",""
"萌葱博士","ユウ","適当に座ってくれ","","",""
"","","雑にリビングに案内される。","","",""
"萌葱博士","ユウ","それで、なんの用件だったかな？","","",""
"ツカサ","","いえ、特に用というほどのものじゃ。ただ、博士から、アイラの話を聞きたくて","","",""
"萌葱博士","ユウ","アイラの話か。ふむ","","",""
"萌葱博士","ユウ","では写真を撮らせてくれないか？","","",""
"ツカサ","","へ？　写真？","","",""
"","","今の会話、まったく繋がってなかったんだけど……。","","",""
"アイラ","","なんのための写真？","","",""
"萌葱博士","ユウ","いや、アイラの表情を見たくてね","","",""
"アイラ","","表情……？","","",""
"萌葱博士","ユウ","ああ、表情だ。とりあえず窓際にでも立ってくれ","","",""
"萌葱博士","ユウ","言っておくが、なるべく自然な感じで頼む","","",""
"","","この人、いまいちなにを考えているのか分からないな……。","","",""
"萌葱博士","ユウ","なんなら、そっちの君、ツクシくんだったか。君も一緒に入ってもらっていい","","",""
"ツカサ","","ツカサです……","","",""
"萌葱博士","ユウ","そうだったか。それは済まなかった。勉強不足だったよ","","",""
"","","困惑した俺は、アイラに耳打ちした。","","",""
"ツカサ","","こういう人なの？","","",""
"アイラ","","こういう人だった。なにも変わってなかった","","",""
"","","はじめて会ったときにも少し感じたことだけど。","","",""
"","","博士は恐ろしいほどマイペースな人だ。あと、あまり人の話も聞かない。","","",""
"","","言ってしまえば“変人”なんだろう。","","",""
"","","とりえあず窓際でアイラと一緒に並んで立つと、博士がやけにレトロで大きなカメラを持ってきて、無言のまま写真を撮り始めた。","","",""
"萌葱博士","ユウ","…………","","",""
"アイラ","","…………","","",""
"ツカサ","","…………","","",""
"","","な、なにか言ってほしいなあ……。","","",""
"","","この妙な緊張感のせいで、アイラはガチガチになっちゃってるし。","","",""
"ツカサ","","アイラ、大丈夫だよ","","",""
"ツカサ","","博士は、変なことに画像を使うつもりはないみたいだし","","",""
"アイラ","","うん……","","",""
"ツカサ","","緊張してる？","","",""
"アイラ","","ツカサ……手、繋いでも、いい？","","",""
"ツカサ","","いいよ","","",""
"","","アイラの手を、優しく握ってあげた。","","",""
"","","そのおかげなのか、アイラの身体から少しだけ強ばりが解けた。","","",""
"アイラ","","ありがとう","","",""
"萌葱博士","ユウ","ふむ……","","",""
"","","博士が、写真を撮るのを中断し、しげしげと俺たちを見つめてくる。","","",""
"","","もしかして、勝手に手を繋いだらまずかったのかな。","","",""
"萌葱博士","ユウ","ツカサくん。君のことは好きだ","","",""
"アイラ","アイラ・ツカサ"," %166;！？","","",""
"","","え、いきなり真顔でなにを言い出すんだ、この人は！？","","",""
"アイラ","","わ、私の方が、ツカサを好きなのでっ","","",""
"ツカサ","","お、俺は、アイラの恋人ですからっ","","",""
"アイラ","","ツカサ……","","",""
"","","アイラが、繋いでいた俺の手をギュッと強く握りしめてきた。\n俺もそれをしっかりと握り返す。","","",""
"ツカサ","","俺は、アイラ一筋ですっ","","",""
"","","っていうか、どうして告白大会になってるんだろう。","","",""
"萌葱博士","ユウ","幸せそうでなによりだ","","",""
"萌葱博士","ユウ","そのままの流れで、ちょっとキスをしてみてくれ","","",""
"ツカサ","ツカサ・アイラ","！？","","",""
"萌葱博士","ユウ","なんなら、それ以上のことをしてくれても構わんよ","","",""
"ツカサ","ツカサ・アイラ","お断りしますっ","","",""
"萌葱博士","ユウ","そうか","","",""
"萌葱博士","ユウ","だが、いい写真が撮れた。本当にありがとう","","",""
"","","ずいぶん満足げな顔をしている。","","",""
"","","結局、よく分からないまま撮影大会は終わった。","","",""
"萌葱博士","ユウ","なにかおもてなしをさせてくれ。といっても、こんな山奥では大したものは用意できないが","","",""
"萌葱博士","ユウ","にんじんでも食べるかね？","","",""
"ツカサ","","に、にんじんだけっていうのはちょっと……","","",""
"萌葱博士","ユウ","では、付け合わせにブロッコリーも付けよう。各自、２個までＯＫだ","","",""
"ツカサ","","遠慮します……","","",""
"萌葱博士","ユウ","ギフティアと違って、人間というのは応対が面倒だな","","",""
"ツカサ","","すみません……","","",""
"ツカサ","","でも、博士も人間ですよね？","","",""
"萌葱博士","ユウ","それもそうだ","","",""
"","","表情ひとつ変えないぞ……。\nやっぱり変な人だ。","","",""
"","","一応、お土産として当たり障りのないお菓子詰め合わせとハーブティーを買ってきたので、それを俺とアイラで用意した。","","",""
"","","もてなされるのではなく、俺たちがもてなしちゃってるけど。","","",""
"","","博士ってなんだかこういうの、苦手そうに思えたから。","","",""
"萌葱博士","ユウ","アイラがハーブティーを淹れるのがうまいとは。知らなかったよ","","",""
"","","博士は、アイラが慣れた手つきでお茶を淹れるのを、感心したように眺めている。","","",""
"アイラ","","３年くらい前から始めた趣味なので","","",""
"アイラ","","どうぞ","","",""
"萌葱博士","ユウ","いただこう","","",""
"","","博士はハーブティーを一口飲むと――。","","",""
"萌葱博士","ユウ","むっ","","",""
"","","わずかに目を見開いた。","","",""
"萌葱博士","ユウ","うん、これは感慨深いな","","",""
"萌葱博士","ユウ","ところでハーブというものは、山にも自生しているものだろうか","","",""
"アイラ","","ものにもよるけど。この辺には、生えてないんじゃないかな……","","",""
"萌葱博士","ユウ","ではガーデニングの設備を作る必要があるな。興味深いので、勉強してみよう","","",""
"ツカサ","","もしかして、ご自分でもハーブの栽培をやってみようと……？","","",""
"萌葱博士","ユウ","ああ。どうせ暇しているからね","","",""
"ツカサ","","あの、博士は普段、ここでなにを？","","",""
"萌葱博士","ユウ","見ての通り、気ままな隠居生活だよ","","",""
"萌葱博士","ユウ","研究は好きだが、誤解されやすい性格だからね","","",""
"","","うん、分かる。","","",""
"アイラ","","分かる","","",""
"","","アイラ、考えが声に出てる……。","","",""
"萌葱博士","ユウ","人間関係が煩わしかったから、ＳＡＩ社をやめて、こんな山奥に引きこもっているんだ","","",""
"ツカサ","","でもこの前、ＳＡＩ社に来てましたよね？","","",""
"萌葱博士","ユウ","今でも研究費という名目で、ちょっとした金額を受け取っているのさ。その手続きでね","","",""
"萌葱博士","ユウ","ギフティアの心――アルマについての特許を私が取らなかったこともあって、その代わりというのもあるんだろう","","",""
"萌葱博士","ユウ","伍堂くんがわざわざ会社を説得してくれてね。おかげで助かっているよ","","",""
"","","伍堂……って、部長！？","","",""
"ツカサ","","伍堂部長とは、お知り合いなんですか？","","",""
"萌葱博士","ユウ","新入社員だった彼が、私の元を訪ねてきてね。あれはもう１０年以上も前だ","","",""
"萌葱博士","ユウ","当時、ギフティアはすでに世に出始めていたわけだが。彼なりのギフティアへの熱い想いを小一時間も話し続けてくれたよ。それが最初の出会いだ","","",""
"萌葱博士","ユウ","以来、腐れ縁さ","","",""
"","","今の部長からは全然想像できないなあ。","","",""
"","","でも、部長だって俺と同じく新入社員だった時代があるんだよな。当たり前のことだけど。","","",""
"ツカサ","","博士は、今でもなにか研究を？","","",""
"萌葱博士","ユウ","ああ。しているよ。細々とね","","",""
"","","具体的にどんな研究をしているんだろう。\n聞いてもいいのかな。","","",""
"","","そもそも、聞いたところで俺なんかじゃ理解できるか分からないけど。","","",""
"萌葱博士","ユウ","私自身の“原罪”と向き合う研究……と、いったところかな","","",""
"ツカサ","","……？","","",""
"","","原罪？","","",""
"","","ずいぶん大げさな言葉だけど。","","",""
"","","はぐらかされた、って考えた方がいいのかも。","","",""
"","","だから、それ以上踏み込むのはやめておいた。","","",""
"萌葱博士","ユウ","そうそう、これを見てくれ","","",""
"","","博士は思い出したように立ち上がると、別室からなにかを持ってきた。","","",""
"","","それは購入希望者のために配られる、ギフティアのプロモーション用のカタログだ。","","",""
"","","そこに、５人のギフティアの写真が載っていた。","","",""
"","","５人のうちの１人が、アイラだった。","","",""
"","","アイラは無邪気な笑みを浮かべて、街を歩いている。\n天真爛漫で元気そうな女の子。そんな印象だ。","","",""
"","","俺が出会った頃の、できるだけ表情を出すまいとしているアイラじゃない。","","",""
"","","今のアイラに近い……ように見える。","","",""
"アイラ","","これ、生まれて９日目に、ＳＡＩ社の営業部の人たちに頼まれて撮った写真","","",""
"","","さすが、ギフティアだけに記憶力は抜群だ。","","",""
"アイラ","","こんな使われ方をしていたなんて","","",""
