"ツカサ","","…………","","",""
"","","ベッドに入って、すでに２時間ほど。\nいつもならとっくに眠りについている時間なのに、今日は寝付けずにいた。","","",""
"","","いろいろ考えちゃって……っていう理由もあるけど。","","",""
"","","それ以上に、お腹がすいていたんだ。","","",""
"","","今日は、昼食を中途半端な時間に食べたこともあって、夕食はパン１個で済ませちゃったのがまずかった。","","",""
"","","かといって、この空腹を満たそうにも、部屋に食材を買い置きしているわけじゃない。","","",""
"","","すでに充電装置に座って休んでいるアイラにも迷惑だし。","","",""
"","","……しょうがない。外で買ってこよう。","","",""
"","","２４時間営業のファストフード店が、ちょっと歩いたところにあったはず。","","",""
"","","俺は着替えると、音を立てずに部屋を出た。","","",""
"","","エレベーターで１階に降り、玄関から出て行こうとしたら。","","",""
"ツカサ","","……？","","",""
"","","廊下もロビーも玄関もすでに消灯されているのに、食堂にだけ煌々と明かりが点いていた。いつもなら、夜の８時前には閉まっちゃうはずなのに。","","",""
"","","俺はそーっと、食堂の中をのぞき込んでみた。","","",""
"ツカサ","","失礼しまーす。誰かいます？","","",""
"エル","","――結論を言うと、生身の人間は必要ないということです！","","",""
"ツカサ","","！？","","",""
"エル","","おや？","","",""
"ミチル","","うん？","","",""
"","","広い食堂にいたのは、エルさんとミチルだった。\nふたり以外には誰の姿も見えない。","","",""
"ミチル","","なんだ、ツカサじゃない。どうかしたの？","","",""
"エル","","ども、ツカサっち。のぞきですか？","","",""
"ツカサ","","違いますよ。明かりが点いていたから、誰かいるのかと思ったんです","","",""
"ツカサ","","ふたりとも、こんな時間にここでなにを？","","",""
"エル","","見て分かりませんか？","","",""
"ツカサ","","見て……ですか？","","",""
"","","エルさんもミチルも、ラフな格好だ。テーブルには……お菓子が大量に広げられている。","","",""
"","","飲み物は、１階自販機コーナーに売っている缶コーヒーと缶紅茶。","","",""
"ツカサ","","仕事の話じゃ、なさそうですね……","","",""
"エル","","乙女トークです！　恋バナです！","","",""
"ミチル","","単なる雑談よ","","",""
"エル","","いやあ、話に夢中になりすぎて、時間を忘れてしまいました","","",""
"ツカサ","","なるほど……","","",""
"ミチル","","そういうツカサはなにしてるの？","","",""
"ツカサ","","ちょっと小腹がすいちゃって。外に買いに行こうと思ってたんだ","","",""
"","","と、タイミングよく俺のお腹がぐぅっと鳴った。","","",""
"エル","","よかったら、食べます？　まだたくさんありますし","","",""
"","","エルさんがテーブルの上のお菓子を指し示す。","","",""
"エル","","っていうか、せっかくだしツカサっちも参加していってくださいよ","","",""
"ミチル","","はあ！？　エル！　あんたなに言ってんのよ！？","","",""
"エル","","まあまあ、ミチルっち。ツカサっちには、いろいろ聞きたいこともあるじゃないですか","","",""
"ミチル","","わ、私は別に、聞きたいことなんて……","","",""
"エル","","というわけで、ほら、ツカサっち、座って座って","","",""
"","","確かに外まで買いに行くのも面倒だし、ここでお菓子にありつけるなら、ちょうどいいかもしれない。同僚――というか先輩――との交流を深めるのも大事だし。","","",""
"ツカサ","","ええと、いいのかな……","","",""
"","","ミチルの顔色をうかがってみると。","","",""
"ミチル","","勝手にすれば？","","",""
"ツカサ","","それじゃ、遠慮なく","","",""
"","","でも、腰を下ろすなり、エルさんがいきなり核心を突いてきた。\nまだ開けていなかった缶コーヒーをひとつ、俺の前に置きながら――","","",""
"エル","","いやあ、私、ツカサっちはてっきり、アイラっちが好きだと思っていたんですよ","","",""
"ツカサ","","えっ！？","","",""
"","","なかなかストレートに突っ込んでくるなあ……。","","",""
"エル","","カーニバルでも、途中まではあんまりムードよくなかったけど、花火が始まってから盛り返したでしょう？","","",""
"エル","","てっきりあそこで告白するのかと思って、アンディと一緒に見ながら、ドキドキしてたんですよ～","","",""
"ツカサ","","み、見てたんですか……","","",""
"エル","","ええ。ばっちりと","","",""
"","","あそこで告白してたら、あっという間に職場に広められていたに違いない。油断も隙もないなあ。","","",""
"エル","","で、今後、告白する予定はないんですか？","","",""
"ツカサ","","な、ないです……","","",""
"","","顔に動揺が出そうになったのを、缶コーヒーを飲んでごまかそうとしたら。","","",""
"エル","","だって、好きなんですよね？","","",""
"ツカサ","","げほげほっ","","",""
"","","またもストレートに突っ込まれて、たまらずむせてしまった。","","",""
"ツカサ","","……なんでそう思うんですか？","","",""
"エル","","バレバレですよ～。“好き好きオーラ”が出まくりだったじゃないですか","","",""
"","","で、出まくりだった……のか……。","","",""
"エル","","アイラっちのこと、何度もデートに誘ったりしてたし","","",""
"エル","","いつも必死になってアイラっちのこと考えてたし","","",""
"エル","","でも、そんなツカサっちがいたからこそ、アイラっちも一時期に比べてすごく明るくなったわけで","","",""
"エル","","私はお似合いだと思うんですよね","","",""
"エル","","ちなみに、アイラっちのどのへんを好きになったんです？　見た目？　性格？","","",""
"ツカサ","","ええと……","","",""
"","","真面目に答えるのは、かなり恥ずかしいんだけど……。","","",""
"","","この状況だと、もうごまかすのは無理みたいだ。","","",""
"ツカサ","","雰囲気、ですかね。一目惚れだったんで……","","",""
"エル","エル・ミチル","きゃー！","","",""
"","","いきなり女子ふたりのテンションがあがった。\nさすが、この時間まで恋バナをしていただけある……。","","",""
"エル","","一目惚れ！　素敵じゃないですか！","","",""
"ミチル","","いいわよね～！　私も一目惚れ、してみたい！","","",""
"エル","","ミチルっちはないんですか？","","",""
"ミチル","","そうなのよ……。だから、どういう感覚なのか想像つかなくて……","","",""
"エル","","すとんと、心に落っこちてくる感じ、ですかね","","",""
"エル","","なんの違和感もなく、あ、私、好きだ――って思っちゃうというか","","",""
"ツカサ","","分かります！","","",""
"","","って、つい、俺まで力強くうなずいてしまった……。","","",""
"ミチル","","なによ、エルも一目惚れの経験あるの？","","",""
"エル","","そりゃもう。毎日一目惚れしまくりです","","",""
"","","か、軽いなあ……。\nどうせ、相手はギフティアに限定されてるんだろうなあ。","","",""
"エル","","ねえツカサっち。その気持ち、アイラっちに伝えなくてもいいんですか？","","",""
"エル","","もう、時間は残されてないんですよ？","","",""
"ツカサ","","…………","","",""
"ツカサ","","アイラは、俺にとって……大切な、パートナーです","","",""
"ツカサ","","俺が言えるのは、それだけです","","",""
"エル","","でも……","","",""
"ミチル","","エル、ストップ","","",""
"","","ミチルが止めてくれた。","","",""
"ミチル","","ツカサはうちに入ってまだ３ヶ月経ってないのよ？","","",""
"ミチル","","受け止めるだけで、精一杯よ","","",""
"","","ミチルは、俺が感じている苦しみを分かってくれているんだろう。\nかつて、育ての親だったギフティアとの別れを経験しているから。","","",""
"ミチル","","もし辛くなったら、話し相手にぐらいはなるから。あんまり抱え込まないこと。それと、できるだけ誰かを頼ること","","",""
"ミチル","","くれぐれも、ひとりでなんとかしようなんて考えないこと。いいわね","","",""
"ツカサ","","うん……。ありがとう","","",""
"","","そうやって気遣ってもらえるのは、ありがたかった。","","",""
"エル","","むむ……","","",""
"エル","","これは、恋が生まれるきっかけですかねぇ","","",""
"ミチル","","はあ！？","","",""
"エル","","そういう可能性も、なきにしもあらずじゃないですか？","","",""
"ツカサ","","いやいやいや","","",""
"","","アイラのこともまだ整理できてないのに、他の人と恋に落ちるなんて、まったくそんな余裕は俺にはないよ……。","","",""
"ミチル","","変なこと言わないで。ツカサみたいなヘタレでヘラヘラしてるやつなんて、絶対好きにならないし！","","",""
"","","そ、そこまで全力で否定されると、俺も悲しいけど……。","","",""
"ミチル","","私の理想の彼は、ツカサとは似ても似つかない、素敵な人なんだから","","",""
"エル","","ほほぅ","","",""
"ツカサ","","へえ。ミチルって好きな人いたんだ","","",""
