"ツカサ","","ふう","","",""
"","","トイレからオフィスへと戻ると、俺はレンさんの姿を探した。\nところが、さっきまで自分の席にいたはずなのに、今はどこにも見当たらない。","","",""
"ツカサ","","あれ、レンさんは？","","",""
"アイラ","","食事に出かけたよ","","",""
"ツカサ","","そっか","","",""
"","","俺は自分の席に腰を下ろした。","","",""
"ツカサ","","男子トイレの電灯が切れかけてて。そろそろ寿命かな？　買い換えてもらわなくちゃ――","","",""
"ツカサ","","っ！","","",""
"","","慌てて口を手で覆った。","","",""
"","","迂闊な発言をしたことに、途中で気付いちゃったからだ。","","",""
"アイラ","","……？","","",""
"","","アイラは、そんな俺を見て首を傾げている。","","",""
"ツカサ","","あ、いや、なんでもないよ","","",""
"","","幸い、アイラは特に気にしている素振りもない。\nそのことに俺はホッと胸をなで下ろした。","","",""
"","","この日は、特に仕事が詰まっているわけじゃないんだけど、残業することにした。","","",""
"","","勉強することはたくさんあった。","","",""
"","","アイラが回収されてからも、俺の生活は続いていく。\n少しでも早く一人前になって、アイラがいなくてもちゃんとやっていけるようにならないと。","","",""
"","","アイラを寮の部屋にひとりにしちゃうのは、ちょっと気が引けるけど。","","",""
"ミチル","","お疲れ様","","",""
"ツカサ","","え？","","",""
"","","顔を上げると、ミチルがいた。","","",""
"ツカサ","","あれ、帰ったんじゃなかったの？","","",""
"","","今日は俺以外には残業している人はいなかったのに。","","",""
"ミチル","","これ、持ってきてあげたのよ。ほら","","",""
"","","ミチルが差し出してきたのは――。","","",""
"ツカサ","","お弁当？","","",""
"ツカサ","","し、しかも……手作り！？","","",""
"ミチル","","別にそんな大したものじゃないわよ。自分のお弁当を作る要領で、パパッと詰めただけだから","","",""
"ミチル","","おかずの半分は、冷凍食品だし","","",""
"","","確かにミチルは、お昼は自分で作ったお弁当を食べている。","","",""
"ミチル","","あんたが残業してるって、アイラからたまたま聞いたのよ","","",""
"ツカサ","","それで、わざわざ？","","",""
"","","一度寮に戻って、夜食として作って持ってきてくれたなんて……。","","",""
"ミチル","","それと……この前のこと、お礼言えてなかったし","","",""
"","","この前……？","","",""
"","","ザックの件のときに、俺が少しの間、付き添ってあげたことかな？","","",""
"ツカサ","","気にしなくていいのに","","",""
"ミチル","","借りを作ったままにしたくないの","","",""
"ツカサ","","律儀だね","","",""
"","","ミチル本人は、世話好きなのに。","","",""
"ツカサ","","ありがとう、ちょうどお腹がすいてきたところなんだ","","",""
"","","弁当箱を開けてみると、見栄えはすごくよかった。\n冷凍食品の揚げ物ばかりでなく、卵焼きやプチトマトなども入っている。","","",""
"ツカサ","","食べていい？","","",""
"ミチル","","どうぞ","","",""
"ツカサ","","いただきます","","",""
"","","さっそく、一口。","","",""
"ツカサ","","うん、おいしい","","",""
"ミチル","","そう","","",""
"ツカサ","","ミチルって、けっこう家庭的だよね","","",""
"ミチル","","ツカサなんかに誉められても、別に、嬉しくないわよ","","",""
"ミチル","","言っとくけど、今日夜食を作ってきたのは、本当にたまたま、気が向いただけだから！","","",""
"ミチル","","これからも作ってもらえると思ったら、大間違いだからね！","","",""
"ツカサ","","わ、分かりました","","",""
"","","誉めたら逆に怒られるって、ちょっと理不尽に感じるなあ。","","",""
"ミチル","","っていうかあんた、今日の昼のこと、どういうつもり？","","",""
"ツカサ","","昼のことって？","","",""
"ミチル","","トイレの電灯が寿命だとかって話","","",""
"ツカサ","","ああ、うん……","","",""
"ミチル","","アイラに気を遣ってるのがバレバレ","","",""
"ツカサ","","やっぱり、バレちゃってるかな？","","",""
"ミチル","","むしろ、気付かれてないって思ってるのがおめでたいわ。これだから素人は","","",""
"ツカサ","","ごめん……","","",""
"ミチル","","……ま、はじめての経験だから、いろいろ大変だとは思うけど","","",""
"ミチル","","私だって、知り合いのギフティアが寿命を迎えるのはまだ二度目だし。そもそも一度目は……心の余裕もなかったから","","",""
"ミチル","","そういう意味じゃ、気持ちとしてはツカサと似たようなものよ","","",""
"ツカサ","","うん","","",""
"ツカサ","","なにか、気を付けた方がいいことってある？","","",""
"ミチル","","とにかく、アイラには気を遣いすぎないこと。同棲してるんだから、あんたは特にね","","",""
"ツカサ","","分かった","","",""
"","","こうして直接注意してもらえるのはありがたい。\n分からないことだらけだから。","","",""
"ミチル","","…………","","",""
"ミチル","","っていうか、カヅキさんたちも悪いわよね","","",""
"ツカサ","","え？","","",""
