"","","いよいよ、その日はやって来た。","","",""
"ツカサ","","…………","","",""
"","","結局、俺は一睡もできずに朝を迎えていた。","","",""
"","","昨夜、ベッドに入ってから色々なことを考えちゃって、まったく寝付けなかったんだ。","","",""
"","","キッチンから物音がする。アイラはもう起きてるみたいだ。","","",""
"","","ベッドから出て、ロフトから階段を降りて階下へ向かう。","","",""
"アイラ","","おはよう、ツカサ","","",""
"ツカサ","","うん、おはよう","","",""
"アイラ","","今、お茶淹れてるんだけど、ツカサも飲む？","","",""
"ツカサ","","もらうよ","","",""
"","","もしかしたら、これがアイラと一緒に飲める、最後のお茶になるかもしれない。そんな予感がして、俺はうなずいた。","","",""
"ツカサ","","はあ……","","",""
"","","寮のすぐ横にある公園。そのベンチに座って、俺はため息をついた。","","",""
"","","いつもの出社時間はとっくに過ぎてるけど、これは予定通りだ。","","",""
"","","アイラは今日はお昼頃にオフィスへ行って、みんなと挨拶した後、回収される。俺もそれに付き添うことになってる。","","",""
"","","まだお昼までは時間があった。","","",""
"","","ぼんやりと空を見上げてみた。\n初夏の太陽が、ジリジリと照りつけている。","","",""
"ザック","","ツカサ、そこでなにしてるの？","","",""
"ツカサ","","！？","","",""
"","","いつの間にか、ベンチのすぐ後ろにザックが立っていて、俺の顔をのぞき込んでいた。","","",""
"ツカサ","","ザック……見つかっちゃったか","","",""
"ツカサ","","今日はよろしくね","","",""
"ザック","","大丈夫。僕に任せてよ","","",""
"ザック","","で、ここでなにしてるの？　アイラのそばについてなくてもいいの？","","",""
"ツカサ","","…………","","",""
"ツカサ","","部屋から、逃げてきちゃったんだ……","","",""
"ツカサ","","アイラが、部屋で私物の片付けを始めてさ……","","",""
"ツカサ","","なんだか、すごく……胸が苦しくなっちゃって","","",""
"ツカサ","","でも、暗い顔をアイラに見せるわけにもいかないでしょ","","",""
"ザック","","それで、ここで時間を潰してるわけか","","",""
"ザック","","ツカサってヘタレだもんね","","",""
"ツカサ","","自分が情けなくなるよ……","","",""
"ザック","","でも、それは責められることじゃないよ","","",""
"ツカサ","","……そう、かな","","",""
"ザック","","ツカサって、アイラのこと好きでしょ？","","",""
"ツカサ","","え……ええと……","","",""
"ザック","","見れば分かるよ。ミチルは気付いてないみたいだけど","","",""
"","","勘の鋭いザックには、バレバレだったみたいだ……。","","",""
"ザック","","でも、その気持ちは、伝えなかったんだよね？","","",""
"ツカサ","","……うん","","",""
"ザック","","ま、気まずくなったらアイラが気を揉むばっかりだっただろうから、そういう意味じゃ悪くない選択だったと思うよ","","",""
"ザック","","そのときの選択としては、ね","","",""
"ザック","","でも、１ヶ月前と今日とじゃ、状況は違うよね","","",""
"ツカサ","","え……？","","",""
"ザック","","好意を伝えられるのって、やっぱり嬉しいものだからさ","","",""
"ザック","","この１ヶ月、頑張って我慢したツカサなら、うまい伝え方、できるでしょ","","",""
"ツカサ","","…………","","",""
"ツカサ","","ザックが、俺を気遣ってくれるなんて……","","",""
"ツカサ","","ミチルに、なにか言われた？","","",""
"ザック","","抜けてるなあ、ツカサは","","",""
"ザック","","僕は、アイラの回収担当なんだよ？","","",""
"ザック","","回収対象と、その所有者の気持ちに寄り添うこと。それが、第１ターミナルサービスのやり方じゃん","","",""
"ツカサ","","…………","","",""
"","","そっか。","","",""
"","","ザックが、俺の気持ちに寄り添ってくれたのか……。","","",""
"ツカサ","","さすがだなあ、ザックは","","",""
"ザック","","誉めても、これ以上は協力しないよ","","",""
"ツカサ","","……ねえ、ザック","","",""
"ツカサ","","俺、今から告白してくるよ","","",""
"ザック","","好きにすれば？","","",""
"ザック","","ひとつアドバイス。あんまりがっつきすぎないこと","","",""
"ザック","","ただ伝えるだけでいいんだ","","",""
"ツカサ","","分かった！","","",""
"","","俺は急いで寮の部屋へと向かった。","","",""
"ツカサ","","アイラ！","","",""
"","","部屋に駆け込むと、アイラはちょうど制服に着替えている最中だった。","","",""
"ツカサ","","わあ、ごめん！","","",""
"","","慌てて後ろを向く。","","",""
"アイラ","","ううん。大丈夫","","",""
"アイラ","","ちょっと待ってね","","",""
"","","衣擦れの音が聞こえる。","","",""
"","","しばらくして、その音が途切れた。","","",""
"アイラ","","もういいよ","","",""
"ツカサ","","…………","","",""
"","","制服姿に着替えたアイラは、穏やかな笑みを浮かべていた。","","",""
"アイラ","","そんなに急いで、どうかした？　まだ、時間はあるけど","","",""
"ツカサ","","……えっと","","",""
"","","今さら少し、怖じ気づいちゃって。\n緊張で震えそうになる。","","",""
"","","なんとか、笑顔を心がけて。\nがっつきすぎないように。\n伝えるだけで、いいんだ。","","",""
"ツカサ","","俺、アイラのこと、好きだったよ","","",""
"ツカサ","","きっと、君と過ごした日々のこと、忘れないから","","",""
"ツカサ","","今日まで、ありがとう","","",""
"","","この伝え方で、正しかったのかどうか、分からない。","","",""
"","","でも――。","","",""
"アイラ","","…………","","",""
"アイラ","","私も、ありがとう","","",""
"アイラ","","ありがとう、ツカサ","","",""
"ツカサ","","うん","","",""
"","","アイラが、笑ってくれたから。","","",""
"","","きっと、これでよかったんだ。","","",""
"","","時間になった。","","",""
"","","部屋の外では、ミチルとザックが待っていた。","","",""
"","","アイラは部屋を出ると、ふと立ち止まり、ミチルに向き直った。","","",""
"アイラ","","出発する前に、ふたりだけで、話があるの","","",""
"ミチル","","私に？","","",""
"","","ふたりは俺とザックから離れ、廊下の端へと移動した。","","",""
"","","向き合い、アイラからなにか話している。","","",""
"","","途中、ミチルの表情が少し固くなったように見えた。","","",""
"ツカサ","","なんの話だと思う？","","",""
"ザック","","ふたりだけの話なんだから、あんまり勘ぐらない方がいいよ","","",""
"ザック","","ツカサってそういうところ、デリカシーないよね","","",""
"ツカサ","","う……ごめん","","",""
"","","ザックの話はまったく正論だよ。\nつくづく、自分が情けなくなる。","","",""
"","","しばらくして、ミチルがアイラを優しく抱きしめた。","","",""
"","","それで、話は終わったみたいだった。","","",""
"","","俺とアイラは、ミチル、ザックに伴われて寮を出た。","","",""
"","","会社までの道のりを、のんびりと歩く。","","",""
"","","季節は初夏。","","",""
"","","歩くと少し汗ばむぐらいの陽気だ。","","",""
"ミチル","","アイラとは、１年の付き合いだったわよね","","",""
"ミチル","","実際には、もっと前から繋がりはあったわけだけど","","",""
"","","ミチルは歩きながら、しみじみと話し出した。","","",""
"ミチル","","寮でお隣さんになって、アイラがひとりで暮らしてるって知って、私、けっこう何度もアプローチしたのよ","","",""
"ミチル","","一緒に会社に行こうって誘ったり","","",""
"ミチル","","作ったお菓子をお裾分けしようとしたり","","",""
"ミチル","","休みの日に、一緒にどこか出かけようって誘ったり","","",""
"ザック","","ことごとく断られてたけどね","","",""
"アイラ","","う、ごめんなさい……","","",""
"ミチル","","別に責めてるわけじゃなくて","","",""
"ミチル","","その頃のことを考えたたら、やっぱり、ツカサと組んでからのアイラは、変わったなぁって思って","","",""
"ミチル","","最初は私、すごく心配してたんだから","","",""
"ミチル","","ツカサみたいな新米ぺーぺーの、若い男の子とアイラを組ませたら、アイラがひどい目に遭っちゃったりするかもしれないって","","",""
"ツカサ","","最初は、特に厳しかったよね……。俺が寮で暮らすのも、反対されたし","","",""
