"","","この日のアイラは、朝から一日がかりでメンテナンスらしい。通常のメンテじゃなく、数ヶ月に一度やる精密検査だとか。","","",""
"","","回収の日まで１ヶ月を切っているけど、念のために検査しようとオヤジさんに言われたんだそうだ。","","",""
"","","というわけでアイラは寮から直接、本社ビルのメンテルームへ直行し、俺はひとりでオフィスへ向かった。","","",""
"ツカサ","","おはようございます","","",""
"","","オフィスに入ると、シェリーが難しい顔で端末を操作していた。\nどこかに連絡を取っているらしい。","","",""
"","","でもすぐに小さく首を左右に振って、端末をしまい込んだ。","","",""
"ツカサ","","おはようシェリー。どうかした？","","",""
"シェリー","","おはようございます、ツカサ","","",""
"シェリー","","今日は新しい回収対象のところへ訪ねるのですが、ヤスタカが例によって連絡が取れないのです","","",""
"","","新しい回収対象っていうと――前に話していた、ローレンスのことだろう。","","",""
"シェリー","","おそらく、現場で合流できるとは思いますが","","",""
"ツカサ","","合流できないこともあるの？","","",""
"シェリー","","ええ。基本的にヤスタカは、神出鬼没です","","",""
"","","やっぱりあの人、ニンジャかもしれない。","","",""
"シェリー","","気まぐれで仕事をされては困るのですが","","",""
"シェリー","","と、愚痴を言っていても仕方ありませんね。行ってきます","","",""
"ツカサ","","気を付けてね","","",""
"シェリー","","はい","","",""
"","","シェリーはひとりで出かけていった。","","",""
"","","それから数時間後。","","",""
"","","オフィスの端末が一斉に音を発した。","","",""
"","","社員用の連絡回線だ。\n外回りに出ている誰かからの業務連絡だろう。","","",""
"ツカサ","","はい、ＳＡＩ社、第１ターミナルサービスです","","",""
"シェリー","","ツカサ。カヅキはいますか？","","",""
"","","端末の画面に映ったのは、シェリーの顔だった。","","",""
"ツカサ","","ああ、シェリー――","","",""
"ツカサ","","って、どうしたの！？　顔、ボロボロじゃないか！","","",""
"シェリー","","トラブルがありまして。代わってもらえますか？","","",""
"ツカサ","","わ、分かった！","","",""
"","","俺はすぐにカヅキさんの端末に転送した。","","",""
"ツカサ","","カヅキさん！","","",""
"","","俺の呼びかけに、途中から話を聞いていたカヅキさんはうなずいた。","","",""
"カヅキ","","シェリー、どうした？","","",""
"","","俺もカヅキさんの席に行って、一緒に状況を聞く。","","",""
"シェリー","","回収対象のローレンスを訪ねたら、トラブルが発生しました。現在は収束済みですので、ご心配なく","","",""
"カヅキ","","どんなトラブルだ？","","",""
"シェリー","","戦闘になりました","","",""
"カヅキ","","はあ！？","","",""
"ツカサ","","！？","","",""
"","","思わず耳を疑っちゃったよ……。","","",""
"","","え、“戦闘”って言った？","","",""
"カヅキ","","もっと詳しく説明しろ","","",""
"シェリー","","警備ロボットに銃撃されたので反撃しました","","",""
"シェリー","","どうやら向こうの勘違いで、侵入者だと判断されたようです","","",""
"カヅキ","","勘違いって……","","",""
"カヅキ","","ヤスタカは？","","",""
"シェリー","","います。事後処理はすべて任せてあります","","",""
"カヅキ","","で、お前は大丈夫だったのか？","","",""
"シェリー","","いえ。あまり。銃撃を受けた影響で身体にダメージがあります","","",""
"カヅキ","","先に言え！　オヤジさんとエルを待機させるから、すぐ戻って来い！","","",""
"シェリー","","分かりました","","",""
"","","そこで通信は切れた。","","",""
"カヅキ","","とりあえず私は現場行くか。ヤスタカと合流して詳しい状況を確認してくる。コンスタンスも来い","","",""
"カヅキ","","ツカサはメンテルームでシェリーが戻ってくるのを待て","","",""
"ツカサ","","はい！","","",""
"","","俺はすぐに準備して、本社ビルにあるメンテナンスルームへ向かった。","","",""
"","","シェリーは３０分もしないうちに到着した。\n服は銃撃を受けてボロボロに破けていたし、出血も――ギフティアだから、正確には血じゃないんだけど――していた。","","",""
"","","しかも、片足を引きずっている。\nダメージはかなりのもののはず。","","",""
"","","でもシェリーは冷静な態度のまま自力で歩いてきて、すぐにメンテに入った。","","",""
"","","俺はメンテルームの外で、精密検査を終えたアイラと一緒にそのメンテが終わるのを待った。","","",""
"","","数時間ほどかかって、シェリーのメンテは終わった。","","",""
"","","オヤジさんたちに許可をもらって中に入ると、シェリーはすでに着替えも終えて、いつものパリッとした身なりに戻っていた。","","",""
"シェリー","","ツカサ、アイラ、ご迷惑をおかけしました","","",""
"ツカサ","","ううん。大丈夫？","","",""
"シェリー","","はい。まだ明日以降も何度か、継続してメンテを行う必要はありますが","","",""
"アイラ","","痛かったよね……","","",""
"","","そうだよな……。ギフティアだって、人と同じように痛みを感じるようにできてる。あんなにボロボロになってたら、ましてや銃で撃たれたら、痛いに決まってるんだ。","","",""
"","","それなのに、顔色ひとつ変えなかった……。","","",""
"シェリー","","アイラが心配するほどではありませんから","","",""
"","","シェリーはすごいな。","","",""
"アイラ","","なにがあったの？　どうして、こんなことに？","","",""
"ツカサ","","そうそう。戦闘になるなんて、普通じゃないよ","","",""
"","","シェリーは一度小さく息をつくと、説明してくれた。","","",""
"シェリー","","今日、新しい回収対象であるローレンスの元へ訪ねたのですが","","",""
"シェリー","","かなり大きな屋敷で、警備が厳重だったのです","","",""
"シェリー","","所有者の竜胆タカトラは、濡羽重工のＶＩＰですから","","",""
"ツカサ","","濡羽重工……警備ロボットを扱う企業だよね","","",""
"シェリー","","国家機関との繋がりも深い大企業です","","",""
"アイラ","","ＳＡＩ社なんかよりも、ずっと大きいところ","","",""
"ツカサ","","それで家に警備ロボットがいたのか","","",""
"シェリー","","ええ。人型と犬型がそれぞれ、１０体ずつぐらいでしょうか","","",""
"ツカサ","","そんなに！？","","",""
"","","思っていたより、ずっと多いじゃないか。","","",""
"","","しかもそういう警備ロボットは、ギフティアと違って戦闘能力に特化したタイプが多い。","","",""
"","","イレギュラーな侵入者に対しては、数度の警告の後、容赦なく攻撃を仕掛けてくる。","","",""
"アイラ","","そんなたくさんの警備ロボットと……戦ったの？","","",""
"","","アイラが、顔を青くして、ブルっと身を震わせた。","","",""
"","","怯えるのも分かる。いくらギフティアが人の数倍の身体能力を持ってるからって、戦闘能力特化型の警備ロボット相手じゃ、勝てるわけがない。","","",""
"","","それなのに。","","",""
"シェリー","","はい。５体ほどは破壊してしまいました","","",""
"ツカサ","","え、そうなの……？","","",""
"シェリー","","こちらは身分も明かし、書類にサインをもらおうと訪問しただけです。にもかかわらず警告無しで発砲されたのです","","",""
"シェリー","","反撃しなければ、やられていました","","",""
"","","無茶しすぎだよ。","","",""
"ツカサ","","でもシェリー、素手だよね……？　銃とか、持ってないよね？","","",""
"シェリー","","はい。戦闘は想定していませんでしたから","","",""
"","","素手で、銃を持った警備ロボットを、５体も倒しちゃったのか……。","","",""
"シェリー","","ただ、さすがに数において圧倒的に劣勢でしたので、それ以上は歯が立たず、囲まれてしまいまして","","",""
