"0","いよいよ、アイラが回収される日を迎えた。",""
"1","朝、いつものように起き出して、アイラと顔を合わせる。",""
"2","いつも通りの挨拶。でも、こうして“おはよう”って言い合えるのは、今日で最後なんだ。",""
"3","基本的には、俺の心は平穏だった。\nアイラの回収日を知ってからこれまでの長い時間で、ゆっくりと覚悟を自分の胸に刻んできたから。",""
"4","それでもたまに猛烈に感情が揺さぶられて、心がキツくなることもあるけど。",""
"5","今朝はなんとか、いつも通りに笑って話すことができた。",""
"6","アイラのタイムリミットはだいたい夕方ぐらいだ。",""
"7","シェリーは昼過ぎには迎えに来るって言ってたから、時間の余裕はじゅうぶんにある。",""
"8","ただ、俺とアイラ、２人きりで過ごす時間は、この午前中しか残されてないとも言えるわけで。",""
"9","アイラはうなずくと、キッチンへと向かった。",""
"10","お昼を過ぎた頃――。",""
"11","部屋のインターフォンが鳴った。",""
"12","どうやらシェリーが迎えに来たみたいだ。",""
"13","俺が玄関まで出迎えると。",""
"14","シェリーだけじゃなくて、ヤスタカさんも一緒だった。",""
"15","もしかしたらヤスタカさんのことだから、遅刻してきたりするんじゃないかと心配してたんだ。",""
"16","アイラも出てきた。",""
"17","シェリーが、アイラの顔をじっと見つめて。",""
"18","固い表情のまま、そう告げた。",""
"19","アイラの予想外の提案に、シェリーは戸惑っている。",""
"20","ノリのいいヤスタカさんは、すぐにアイラの提案に乗って来た。",""
"21","うやうやしくアイラの前に跪くと。",""
"22","シェリーも最終的には、うなずいてくれた。",""
"23","アイラが誘ったのは、寮から歩いていける距離にある緑地公園だった。",""
"24","子供連れのお母さんたちの憩いの場になっている。",""
"25","芝生の広場を歩いているうちに、俺とヤスタカさんはアイラとシェリーからは離れて、ふたりを見守る形になった。",""
"26","アイラとシェリーは、ああして肩を並べて歩いているとまるで仲のいい姉妹みたいに見える。",""
"27","容姿だけで判断すればアイラが妹でシェリーが姉なんだけど。\nシェリーにとってはアイラの方が姉、っていうことになるんだよね。",""
"28","ふたりは、のんびり歩きながら話をしている。",""
"29","アイラは、シェリーの悩み――自分の出自についてのこと――について、気に病むことはないってアドバイスするつもりだって言ってた。",""
"30","シェリーは、真剣な様子でアイラの言葉に聞き入っている。",""
"31","隣に立つヤスタカさんに、気になっていたことを聞いてみた。",""
"32","だから、命じられたままに戦う、なんていうことはしないのがギフティアだ。",""
"33","どこまで本気なのか、相変わらずこの人の真意は読めない。",""
"34","ただ――。",""
"35","この前の濡羽重工との一件を考えると、もしかしてこの人は裏にすごい人脈を持っていて、なにかいろいろ企んで暗躍していて、それで敵が多い……とも受け取れる。",""
"36","端末の呼び出し音が鳴ったため、ヤスタカさんは俺からそそくさと離れて、女性との通話を始めた。その顔はやたらとキザったらしい。",""
"37","ついつい、ヤスタカさんが社会の悪と戦うスーパーエージェントだった……みたいな想像しちゃうけど。\nフィクションじゃないんだから。",""
"38","そうこうしているうちに、シェリーとアイラが戻って来た。",""
"39","それは、アイラがシェリーの気持ちに寄り添ったことによる成果だろう。",""
"40","アイラが、少しおどけた様子でそう言って笑うと。",""
"41","シェリーも、優しく微笑んだ。",""
"42","と、シェリーは急に顔をくしゃくしゃにしたかと思うと――。",""
"43","号泣した。",""
"44","しかも、まるで子供みたいに声を上げて。",""
"45","突然のことに、俺はどうしたらいいか分からなくてあわあわしちゃったんだけど。",""
"46","アイラとヤスタカさんは、シェリーの豪快な泣きっぷりを見ても、特に驚いている様子はない。",""
"47","それどころか、アイラはシェリーを抱き寄せて、その頭をあやすように撫でている。",""
"48","前に、シェリーはどんな性格かって聞いたときに、アイラはそう答えたっけ。",""
"49","まさか、シェリーにこんな一面があったなんて。",""
"50","シェリーは、アイラに抱きついたまま、しばらく泣き続けた。",""
"51","夕方まで俺たちはその公園でのんびりと過ごした。",""
"52","シェリーもその頃には落ち着いて、いつものキリッとしたシェリーに戻っていた。",""
"53","時間になると、俺たちはターミナルサービスのオフィスへ向かった。",""
"54","アイラは、待っていてくれた課長やカヅキさんたちひとりひとりに、別れの挨拶をしていった。",""
"55","エンジニアのオヤジさんやエルさんも駆けつけてくれた。",""
"56","回収のとき。",""
"57","アイラに指輪をはめ、手を合わせたシェリーは、涙を流していたけれど。",""
"58","今度は号泣することなく、回収を最後まできちんとやり遂げた。",""
"59","アイラは、かわいい妹を見守るような眼差しをシェリーに向けて、笑顔で回収された。",""
"60","俺も、不思議と涙は出なかった。\nシェリーが代わりにたくさん泣いてくれたからかもしれない。",""
"61","おかげで、最後の瞬間まで、しっかりとアイラの姿を見届けることができた。",""
"62","さよなら、アイラ――。",""
