"","","担当が決まったのはいいんだけど……。","","",""
"","","ヤスタカさんは、最近ほとんど会社に来てないんだよなあ。\n経緯についての詳しい報告はシェリーがしているんだろうけど、ちゃんと把握してるのかな？","","",""
"","","なんて、ちょっと不安に思っていたら。","","",""
"ヤスタカ","","チャオ～","","",""
"","","あ、来た。","","",""
"ヤスタカ","","よお、ツカサ。暇そうだな。なんなら、今夜、一緒に行くか？","","",""
"ツカサ","","ど、どこへですか……？","","",""
"ヤスタカ","","かわいい女の子がいっぱいいるところさ","","",""
"ツカサ","","ななな……なに言ってるんです！　仕事中ですよ！？","","",""
"ヤスタカ","","ハハ、いいねえ、その反応","","",""
"シェリー","","ヤスタカ","","",""
"ヤスタカ","","ん？","","",""
"","","シェリーが、いつの間にかヤスタカさんの背後に忍び寄っていた。","","",""
"シェリー","","お久しぶりです","","",""
"ヤスタカ","","おお、我が愛しのパートナー。元気してた？","","",""
"シェリー","","おかげさまで。あなたの顔を見なくてよかったので、とても心は穏やかでした。プライベートにおいては、ですが","","",""
"ヤスタカ","","仕事だって、俺がいなくてもひとりでうまくやれちゃうくせに～","","",""
"シェリー","","スポッターの言葉とは思えませんね","","",""
"ツカサ","","ええと、シェ、シェリー、落ち着いて……","","",""
"アイラ","","シェリー、声が、本気で怖いので……","","",""
"","","俺とアイラとで、ビクビクしつつシェリーを落ち着かせる。","","",""
"","","でもシェリーは最初から冷静だった。","","",""
"シェリー","","ヤスタカ、お話があります","","",""
"ヤスタカ","","また小言かい？　でもさ、ほら、俺って、分刻みでスケジュールに追われる男だゼ？　シェリーの長い小言は、予定に組み込んでないんだ","","",""
"シェリー","","そうですか。では失礼して","","",""
"ヤスタカ","","ん？　おお？","","",""
"","","シェリーはヤスタカの襟首をつかむと、強引に会議室へと引きずっていってしまった。","","",""
"アイラ","","ツ、ツカサ、どうしよう……！","","",""
"ツカサ","","え、いやあ……俺に言われても……","","",""
"カヅキ","","そろそろシェリーの堪忍袋の緒も切れるかもな","","",""
"コンスタンス","","そうなると、大惨事になるかもしれませんね","","",""
"ミチル","","ヤスタカさんの自業自得だと思います","","",""
