"0","前にアイラと部屋で過ごした休日が心地よかったので、今日も同じようにハーブティーを飲みながら部屋で過ごそうということになった。",""
"1","外は変わらずの初夏の景色。熱い日差しが空から降り注いでいた。",""
"2","アイラが、鼻歌を口ずさんでいた。",""
"3","見ると、キッチンでハーブティーを楽しげに淹れている。",""
"4","普段からアイラはお茶を淹れることを楽しんでいるけど、ここまで機嫌がいいのは珍しい。",""
"5","アイラがいつものようにハーブティーを淹れているキッチン。そこにはいくつものお茶の缶が置いてあった。",""
"6","缶はどれも開いていて、乾燥した茶葉が見える。アイラはそれらを少しずつ取り出してティーポットに入れたらしい。",""
"7","ティーポットにはすでにお湯が入っていて、抽出が終わるのを待っているみたいだ。",""
"8","ティーポットを持ち上げて、お茶をカップに注ぐ。",""
"9","途端、湧きあがったのは、甘い香りだった。",""
"10","俺はアイラに勧められるまま、淹れたてのハーブティーを口に運ぶ。",""
"11","モモやパイナップルといったフルーツの甘味が、ふわりと口内に広がった。",""
"12","砂糖とは違う、果物の柔らかな甘さ。それがハーブとうまく調和をとっている。",""
"13","アイラは自信満々に胸を張った。",""
