"0","先日買ったトレーニングウェアを着て、俺がロフトから階下へ降りていくと、アイラがすぐにそれに気付いた。",""
"1","それじゃあお言葉に甘えて、アイラにトレーナーをしてもらおう。",""
"2","運動の前に適度に筋肉をほぐしておけば、運動中の怪我の危険性がかなり減るって、以前俺もレンさんから教えてもらったことがある。",""
"3","アイラはクローゼットからヨガマットを引っ張り出してきて、床に敷いた。",""
"4","アイラは俺の前に、向かい合う形で立った。",""
"5","アイラはぐるんぐるんと頭をゆっくりと回した。\n俺もそれを真似する。",""
"6","腕のストレッチを何パターンかやったあと、アイラはその場に座り込んだ。俺もそれに倣って腰を降ろす。",""
"7","そこから、背中や足のストレッチに入る。",""
"8","単なる柔軟体操だけど、時間をかけてじっくりやっていると、額に少し汗がにじむぐらいの運動にはなった。",""
"9","と、アイラは立ち上がって、クローゼットから今度は大きなボールを引っ張り出してきた。",""
"10","俺は恐る恐るバランスボールへと腰を下ろした。\n足を床から離し、お尻だけでバランスを取る。",""
"11","俺は少しずつ上体を倒していった。そこから、バランスボールの上で腹筋をするように再び身体を起こしていく。",""
"12","転げ落ちないようにバランスを取りながらだと、かなりキツイぞ。",""
"13","アイラの言葉に驚きつつも、なんとか俺は起き上がることができた。",""
"14","っていうか、これってまだストレッチの段階なんだよね。\nこれから１時間のジョギングに出かけなくちゃいけないと思うと、すでに心が折れそう。",""
"15","アイラが渡してきたのはスポーツタオルだった。",""
"16","気がつくと、俺の額はすっかり汗びっしょりだ。",""
"17","そこまでしてくれるなんて、本当にありがたい。",""
"18","俺だけのマネージャーか。アイラが応援してくれるなら、やる気が出そうだ。",""
"19","鬼コーチっていうのは、聞かなかったことにする。",""
"20","とりあえず、バランスボールでもう少し運動をしておこう。\n俺は腹筋運動を再開した。",""
"21","数度の腹筋運動をしただけで、ヘロヘロになってしまう。",""
"22","基本姿勢になって、少し休憩。\nと、アイラが近寄ってきた。",""
"23","言うなり、おもむろに俺の肩あたりを軽く押してきた。",""
"24","とっさのことに、俺はバランスボールの上で姿勢を崩す。\n必死に踏ん張ってみたけど――。",""
"25","結局、奮闘虚しく床へと倒れこんでしまった。",""
"26","アイラはそう言って、いたずらげな笑みを浮かべる。",""
"27","あ、予想外のことを言われて明らかに動揺してる。",""
"28","てっきり断ってくるかと思ったけど、意地になっているのか、アイラは俺の頼みを受けて、バランスボールと対峙した。",""
"29","そーっとそーっと、恐る恐るっていう様子でバランスボールの上に腰を下ろして、ゆっくりと床から足を離すと――。",""
"30","すぐにひっくり返ってしまった。",""
"31","アイラは少し涙目になりながら、無言で立ち上がる。",""
"32","き、気まずい……。",""
