"0","この日は、朝から雨が降っていた。",""
"1","せっかく休みを取ったのに、これじゃ外に出かけるのは億劫だなあ。",""
"2","というわけで、部屋でアイラと一緒にゴロゴロしているわけだけど。",""
"3","さすがに、手持ちぶさただ。",""
"4","ふたりして知恵を絞り合う。",""
"5","ザックならともかく、アイラがそういうゲームをしているのは見たことがないけど。",""
"6","意外にもアイラは乗って来てくれた。",""
"7","端末を起動させて、ＡＲの投影スクリーンを表示させる。\nゲームアプリを選択すると、色々なゲームのアイコンがズラッと並んでいる画面に飛んだ。",""
"8","俺もそこまでゲームに詳しいわけじゃないから、条件に合うゲームがどれなのか、いまいちピンと来ない。",""
"9","アイラが指差したのは、対戦格闘ゲームだった。",""
"10","ウォーレスは、１ヶ月ぐらい前に俺たちが担当した回収対象だ。\n所有者である男性と、毎日のように対戦を楽しんでいたっけ。",""
"11","操作を完璧に覚えていたとしても、勝てるとは限らない気もするけど。そこまで言うなら、やってみよう。",""
"12","ということで、操作方法を一通り教えてから、いきなり対戦をしてみたんだけど……。",""
"13","アイラはスクリーンを見ながら、しょんぼりしている。",""
"14","１５戦やって、俺の全勝だった。",""
"15","途中から意識して手を抜いたつもりだったんだけど、アイラの弱さは、そんな俺でも楽勝レベルだ。",""
"16","やっぱりアイラが言っていた法則――操作方法を覚えたらアイラの方が圧倒的に有利――は当てはまらなかったみたい。",""
"17","でも、これじゃアイラにこのゲームの楽しさが伝わらないままだ。\nなんとか一度でも気持ちよくなってもらわないと！",""
"18","アイラ、なんとか勝って！",""
"19","俺は心の中で祈りつつ、対戦を再開した。",""
"20","俺は意識的に、攻撃を抑えめにした。",""
"21","ただ、手を抜いていると気づかれると、アイラが拗ねてしまうかもしれない。",""
"22","正直、下手な俺にはそのさじ加減がすごく難しい。",""
"23","アイラは端末を操作しながら、キャラに合わせて自分も同じ動作をする。",""
"24","立ち上がって、その場で足を前へ繰り出す。",""
"25","どうやら無意識のうちにやっちゃっているみたいだ。",""
"26","少し恥ずかしそうにしながら、アイラはその場に座り直した。",""
"27","アイラのキャラは必死に攻撃を繰り広げるが、まったく当たらない。キャラ同士の距離が離れているからだ。",""
"28","それならと、俺のほうからキャラを接近させる。アイラに気付かれないよう、ゆっくり、ゆっくり……。",""
"29","俺のキャラはアイラのキャラの間合いへと入っていく。",""
"30","ここなら届くはず……！",""
"31","アイラのキャラのパンチが、俺のキャラに当たる。",""
"32","アイラはそこから必死でボタンを連打した。\n偶然にも技が繋がり、連続攻撃を食らって俺のキャラが吹っ飛ぶ。",""
"33","キラキラと輝く瞳を俺に向けるアイラ。その嬉しそうな表情に、俺まで嬉しくなった。",""
"34","このまま負けてもわざとらしいから、もう少し盛り上げてから負けることにしよう。",""
"35","俺はそう考えて、アイラのキャラと距離を取ってから、相手に当てないように必殺技を繰り出した。",""
"36","だが、次の瞬間……！",""
"37","アイラのキャラが技の間合いに自ら突っ込んできて、攻撃を食らってしまった！",""
"38","画面上に、俺のキャラの勝利が宣言される。",""
"39","な、なんて運が悪いんだ……。",""
"40","俺は恐る恐るアイラへと目を向ける。",""
"41","まずいぞ、完全に無表情になっちゃってる。",""
"42","さすがに１６回も連続で負けたら、やる気もなくなっちゃうよね。",""
"43","ど、どうしよう。どうしたら機嫌を直してくれるかな。",""
"44","そ、そうなのかな？",""
"45","でも、それでアイラが機嫌を直してくれるなら……。",""
"46","ということで俺が選んだのは、レースゲームだった。",""
"47","それがハンデっていうことになる。",""
"48","おおっ、ついさっきまであれだけしょんぼりしていたアイラが、燃えに燃えている！",""
"49","これなら期待できそうだ。\nなんとかして、俺のことを負かしてくれないとね。",""
"50","というわけで俺たちはレースゲームで対戦することにした。",""
"51","……わけなんだけど。",""
"52","ふたりして、大混乱に陥った。",""
"53","アイラはさっきから、コースを間違えまくっていて、しかもあんまりスピードを出さない安全運転だから、ダントツのビリ。",""
"54","俺は俺で、壁やガードレールにぶつかり放題、クラッシュし放題で、結果的にアイラといい勝負だった。",""
"55","アイラはゲーム内でも法律を守っているらしい。",""
"56","レースゲームって苦手なんだよね……。\nだからこそ、今こうしてこのゲームをプレイしてるわけだけど。",""
"57","と、またしても俺のマシンが、ハンドル操作を誤って壁に激突しかたと思うと、跳ね返って、ちょうど走ってきたアイラのマシンに横から突っ込んだ。",""
"58","２台ともクラッシュしてしまう。",""
"59","今度は俺がしょんぼりする番だった。",""
"60","一緒にスタートした、ＮＰＣのマシンたちは、とっくにコースを走りきってゴール地点に辿り着いている。",""
"61","もたもた走っているのは、俺とアイラのマシンだけだ。",""
"62","俺は、クラッシュ後のリスタートをせずに、アイラが運転しているのをしばらく眺めることにした。",""
"63","アイラは画面にじっと集中して、慎重に車を走らせている。",""
"64","時速３００キロ以上出るマシンにもかかわらず、１００キロぐらいでのんびりと走っていた。",""
"65","目の前に、十字路が現れる。",""
"66","アイラは直進しようとしているけど、正しいコースはそこで左折しなくちゃいけなかった。",""
"67","俺の指示を受けて、アイラは左へ曲がる。",""
"68","アイラは俺の指示通りにコースを進んでいく。",""
"69","そうこうしているうちに、アイラのマシンがゴールした。\n他のタイムに比べると、何倍も時間がかかった。",""
"70","でも――。",""
"71","本来のゲームとは違う楽しみ方。でも、ふたりで協力して楽しむのが、俺たちには向いてるような気がする。",""
"72","結局、まともにレースをしないまま、俺たちはそのゲームを楽しんだ。気が付けば、窓の外は暗くなっていた。",""
