"0","普段通りに帰宅するつもりが、案外手間取って、結局一番最後までオフィスに残っていた。",""
"1","アイラは一緒に待ってるって言ってくれたけど、申し訳なくて、先に帰ってもらった。",""
"2","だから今日はひとりぼっちの帰り道。",""
"3","アイラと恋人になってから、こういう時間は珍しい。",""
"4","ぶんぶんと手を振ってやってきたのは、エルさんだった。",""
"5","エルさんは神妙な面持ちでうなずいた。",""
"6","アイラに関する、大事なこと……。",""
"7","エルさんからの相談ということは、アイラの身体に関係することかもしれない。",""
"8","身体能力の低下とか、考えられる可能性はいくつかあった。",""
"9","あ、あれ？　おかしいな、思ってた話と全然違うぞ。",""
"10","なんて不純なんだろう。",""
"11","アイラにコスプレさせる計画って……。",""
"12","なんというか、エルさんらしいけど。",""
"13","アイラを説得できる気がしない。",""
"14","エルさんに頼まれたって言った時点で、もうアウトな気がする。",""
"15","エルさんの妄想は置いといて。",""
"16","確かに、アイラのいろんな姿を見たいという気持ちはあった。",""
"17","きっとかわいいんだろうな。",""
"18","……けど、そんな話をしたら、アイラにはなんて言われるか。",""
"19","ちょっと話してみるくらいなら、いいような気もするんだけど。",""
