"","","それは突然の出来事だった。","","",""
"","","部屋のドアを叩く、少し荒っぽいノック音。それに混じって。","","",""
"エル","","ツカサっち！　アイラっち～！","","",""
"","","興奮した声が聞こえてきた。","","",""
"アイラ","","エルが来たみたい。でも様子が変","","",""
"ツカサ","","どうしたんだろう？","","",""
"","","インターホンを鳴らすのも忘れてるし、よほどのことがあったのかな。","","",""
"ツカサ","","今、出ますから","","",""
"","","外のエルさんに声をかけ、ドアを開けた。","","",""
"ツカサ","","……あの、エルさん？","","",""
"","","エルさんはドアから少し離れたところで、ぜぇぜぇと息を吐いていた。","","",""
"ツカサ","","エルさん、大丈夫で――","","",""
"エル","","実は！","","",""
"","","俺の言葉を遮って、エルさんが叫んだ。","","",""
"エル","","アイラっちに着せる、とっておきの衣装があるんです！","","",""
"ツカサ","","ああ、いろんな服を着せる計画の話ですね","","",""
"ツカサ","","今回はどんな衣装なんですか？","","",""
"エル","","禁断の衣装","","",""
"ツカサ","","き、禁断？","","",""
"","","興奮していたのは、きっとその禁断のせいだと確信した。","","",""
"","","でも、エルさんをそうさせるほどの衣装って、いったいなんなんだろう。","","",""
"アイラ","","ツカサ、どうしたの？","","",""
"","","部屋に戻らないことを心配して、アイラが廊下に出てきてくれた。","","",""
"ツカサ","","エルさんが、アイラに着てほしい衣装があるらしいんだけど……","","",""
"エル","","この禁断の衣装を着てしまったら、元の平穏な生活には戻れませんよ！　うふ、うふふふふ","","",""
"アイラ","","こ、怖い……","","",""
"","","エルさんの普通じゃない様子に、アイラはプルプル震えた。","","",""
"","","俺もなんだか不安になってきた。","","",""
"","","今回ばかりはエルさんから逃げた方がいい。","","",""
"","","俺はそう思って、アイラの手を掴んだ。","","",""
"ツカサ","","アイラ、部屋に戻ろう。今のエルさんには関わらない方がいい","","",""
"アイラ","","私もそう思うので……！","","",""
"アイラ","","エルはいつも変だけど、今日は特に変","","",""
"","","アイラと意見が一致して、踵を返して走り出す。","","",""
"","","ところが、後ろからガッと肩を掴まれた。","","",""
"アイラ","","ひっ！","","",""
"エル","","逃がしませんよ、ふたりとも","","",""
"エル","","さあ、一緒に見ましょう！　そして禁断の扉を開けましょう！","","",""
"","","エルさんの手は振りほどけないくらい力強くて、俺たちは逃げ切ることができなかった。","","",""
"","","不安はあるけど、禁断の衣装っていうのが気になった。","","",""
"","","ここまで来たら見ないわけにはいかない。","","",""
"","","俺は覚悟を決めた。","","",""
"ツカサ","","見せてください、禁断の衣装を","","",""
"エル","","ツカサっちも禁断の魅力に引き寄せられましたか","","",""
"エル","","その期待に応えて、お見せしましょう！","","",""
"エル","","私が手に入れた衣装は――","","",""
"エル","","これですっ！","","",""
"ツカサ","","そ、それは……","","",""
"","","エルさんが掲げた、薄いピンク色の衣装。","","",""
"","","それは天使とも形容される職業のもので。","","",""
"アイラ","","ナース服？","","",""
"エル","","ただのナース服ではありません！","","",""
"エル","","アイラっちの身体にぴったりフィットする、特別製のナース服なのです！","","",""
"ツカサ","","ええ！？","","",""
"アイラ","","な、なんで……","","",""
"エル","","アイラっちのスリーサイズを把握していれば、お手のものですよ～","","",""
"","","俺とアイラは同時にエルさんから一歩離れた。","","",""
"ツカサ","","アイラにかわいい服を着せたい気持ちは分かりますけど、いくらなんでもやり過ぎですよ","","",""
"エル","","なに言ってるんですか、ツカサっち！","","",""
"エル","","衣装のサイズまでこだわってはじめて、本物のかわいさに出会えるんですよッ！","","",""
"エル","","さあ、遠慮はいりません！　受け取ってください！！","","",""
"","","エルさんは特別製だというナース服をアイラに押し付けた。","","",""
"アイラ","","うぅ……","","",""
"","","アイラは困り果てて涙目になってしまっている。","","",""
"","","そのとき、ドアが開く音がした。","","",""
"ミチル","","ちょっと、廊下でなに騒いでるの。部屋にまで声が聞こえてきて迷惑な――","","",""
"","","自分の部屋から出てきたミチルは、ふと言葉を止めて、ナース服を二度見した。","","",""
"ミチル","","って、なにこの状況……。どうしてナース服なんて持ってるのよ？","","",""
"ツカサ","","これには訳があって――","","",""
"エル","","よくぞ聞いてくれました！","","",""
"エル","","それはアイラっちのために用意したものなんです！","","",""
"ミチル","","アイラのため？","","",""
"エル","","そのナース服は特別製でして、アイラっちの身体にぴったりフィットするんですよ！","","",""
"ミチル","","……は？","","",""
"エル","","だぼだぼのナース服なんて雰囲気台無しですからね！　ゆる過ぎず、締め付け過ぎず、丁度いいバランスが大事なんです！","","",""
"ミチル","","あんたね……。本当、自分の欲望のことしか考えてないのね","","",""
"エル","","そんなことないですよ。アイラっちも喜んでます！　ね、アイラっち？","","",""
"アイラ","","今日のエル、気持ち悪いので……","","",""
"エル","","ほらぁ！","","",""
"ミチル","","ほらって、アイラは迷惑してるでしょーが！","","",""
