"0","この日も休みの予定だったんだけど、朝、アイラと顔を合わせたら、おはようの挨拶と同時にこう言われた。",""
"1","今日のアイラは、どうも様子がおかしい。",""
"2","ん？　待てよ。",""
"3","そうだ、今日って、よく考えたら……。",""
"4","俺の誕生日じゃないか！",""
"5","ま、まさか……！",""
"6","アイラは、俺にサプライズを仕掛けようとしている！？",""
"7","ま、まずい、サプライズに、事前に気付いちゃった……。\nこういう場合、俺はどう動くべきだろう。",""
"8","一番よくないのは“俺が気付いたとアイラに悟られること”だ。",""
"9","……とりあえず、アイラの言葉に従うのが一番いい手かもしれない。",""
"10","というわけで、アイラを置いて俺はひとりで出社した。",""
"11","アイラと一緒じゃないのは、久々な気がする。\n恋人になってからは、そういうことってほとんどなかったから。",""
"12","いつの間にか俺の背後にいたヤスタカさんが、いきなり会話に割って入ってきた。",""
"13","ミチルは関わりたくないと言いたげに、さっさと俺たちのところから離れていった。",""
"14","俺も、今日ばかりはヤスタカさんから変なことを吹き込まれないようにしよう。",""
"15","仕事を終え、俺はまっすぐ寮に戻ってきた。",""
"16","アイラはいったいどんなサプライズを仕掛けてくるだろうって、気が気じゃなかった。夕方ぐらいになったら、ほとんど仕事が手に付かなかったぐらいだ。",""
"17","部屋に入るなり、アイラがクラッカーを持って出迎えてくれた。",""
"18","部屋の中も、あちこちに飾り付けがされている。\nなんだかすごく賑やかだ。",""
"19","正直、ここまで凝ったサプライズをしてくれるなんて、思ってもみなかったから、驚いた。",""
"20","と同時に、胸の奥に温かい感情が湧き上がってくる。",""
"21","そうだ……。",""
"22","浮かれていたけど、来年の誕生日には、アイラはもういないんだ……。",""
"23","アイラの寿命が延びることはない。\n来年の俺の誕生日は、決してふたりじゃ迎えられない。",""
"24","こんな皮肉って、あんまりだよね。\nアイラの寿命が近づいている中で、俺の誕生日が来るなんて。",""
"25","当のアイラは、そんなことを気にせず祝ってくれる。\nその健気さに、俺の瞳には自然と涙が溜まってきていた。",""
"26","俺は気付いたらアイラを抱きしめていた。",""
"27","この涙を見られないように。誕生日っていう記念すべき日を、俺とアイラ、ふたりで笑って過ごせるように。",""
"28","抱きしめたアイラの身体から伝わってくるぬくもりが、涙の量をさらに増やした。",""
"29","ちょっと声がうわずったところを見ると、大変だったみたいだ。",""
"30","俺は気付かれないように涙を拭って、アイラから離れた。",""
"31","そうして、気持ちを切り替えた。",""
"32","せっかくアイラが準備してくれた誕生日のお祝いなんだ。それを台無しにするわけにはいかないよね。",""
"33","するとアイラは首を左右に振った。",""
"34","そ、そうなんだ。きっとカヅキさんにもいろいろあるんだろう……。",""
"35","そう言えば、ソウタくんのときもそうだったっけ。",""
"36","部屋の飾り付けは、手作り感が溢れていて、不器用なアイラがコツコツと準備してきたのが分かる。",""
"37","ずっと眺めていると、また涙が出てきそうだったから、慌てて視線をアイラへと戻した。",""
"38","アイラはいそいそとキッチンへ引っ込み、冷蔵庫からケーキの入った箱を出してきた。",""
"39","箱の蓋を開けると、そこにはホールケーキでショートケーキが入っていた。真っ白な生クリームと、その上に乗るイチゴの赤が鮮やかだ。",""
"40","そこには、チョコレートのプレートの上に“ツカサ、誕生日おめでとう”とホワイトチョコレートの文字で書かれてあった。",""
"41","かなり不格好な文字で、アイラが悪戦苦闘しながら書いた姿が目に浮かぶ。",""
"42","アイラはそこに１９本のローソクを立て、１本１本に火を点けていく。",""
"43","アイラは頑なに譲ろうとしない。\nそう言われると見ていることしかできないんだけど、なにしろアイラが危なっかしくて。",""
"44","それでもなんとかローソクのすべてに火を点けると、アイラは部屋の電気を消した。",""
"45","俺は大きく息を吸うと、思い切りローソクに息を吹きかけた。",""
"46","一発で、１９本すべてのローソクの火は消えてくれた。",""
"47","その後、アイラがケーキを切り分けてくれた。",""
"48","飲み物はもちろん、アイラが淹れてくれたハーブティーだ。",""
"49","そう言って、拍手してくれる。",""
"50","さっそく、ケーキを口に運んでみる。\n口の中に程よい甘さが広がった。",""
"51","アイラもケーキを食べて、顔を綻ばせる。",""
"52","俺の不安や悲しみは、甘いケーキとともに溶けて消えていった。",""
"53","今日ばかりは、アイラが用意してくれたこの場を楽しもう。そうしたら、アイラも喜んでくれるはず。",""
"54","なんと、アイラがフォークに載せたケーキを俺の口へ向けて差し出してきた。",""
"55","そりゃ、やる側はいいけど。やられる側はかなり照れるよ、これ。",""
