"0","早朝、部屋のインターホンが鳴り響いて、朝食を食べていた俺とアイラは顔を見合わせた。",""
"1","考えてみたけど、心当たりはない。",""
"2","ということは、隣に住むミチルやザック、それともエルさんがなにか用事があって訪ねてきたのかもしれない。",""
"3","“出るよ”と言う前に、アイラが椅子から立ち上がって、玄関へ駆けていった。",""
"4","……話をする声が、ぼんやり聞こえた。",""
"5","そしてドアが閉まる音がして、戸惑った顔のアイラが戻ってきた。ダンボール箱を抱えて。",""
"6","アイラはよたよたと歩いて、ダンボールを窓際の低いテーブルの上に置いた。",""
"7","通販とかしないし、懸賞にも応募していない。",""
"8","アイラは箱を見回した。",""
"9","俺は立ち上がって、ダンボールに貼られた送り状を見た。",""
"10","そこには確かに博士の名前が書かれている。そして宛名のところにはアイラの名前があった。",""
"11","中身についてはプレゼントとしか書かれておらず、胸がざわついた。",""
"12","アイラを作った博士が、アイラへの贈り物。それはきっと特殊で特別なものだろう。",""
"13","アイラも俺と同じことを考えたようで、ソワソワしていた。",""
