"0","今日は寮の部屋で、アイラとハーブティーを飲んで過ごしている。",""
"1","アイラが淹れてくれたばかりのお茶は見慣れない色合いで、ワインみたいな赤色をしていた。",""
"2","南国で赤い花を咲かせるハイビスカス。言われてみれば、このハーブティーはそのままの色だ。",""
"3","そういうハーブもあるなんて、俺は全然知らなかった。",""
"4","……でも。",""
"5","はじめて社会人になって、ターミナルサービスの一員として回収作業をして……。",""
"6","最初は毎日大変だったけど、そのときに比べたら今は余裕が出てきたと思う。",""
"7","回収では、ギフティアとその所有者の気持ちを第一に考えないといけない。",""
"8","そのために常に気を張っているから、外回りが終わった後はどっと疲れが出るんだ。",""
"9","回収対象のタイムリミット当日。回収対象のＯＳを完全停止させる役目は、マークスマンにしかできない。",""
"10","スポッターである俺は基本的に監督役だから、見守っているだけ。",""
"11","作業の数としても、精神的な負担を考えても、アイラの方が大変だ。",""
"12","アイラはそこまで言って、回収されるギフティアのことを想ってか言葉を詰まらせた。",""
"13","指輪は回収時に付けるもので、それを使って回収対象のギフティアを停止させる。",""
"14","……俺は指輪に関してあまり詳しくはなかった。",""
"15","最初にミチルから簡単な説明を受けたけど、それっきり詳細な話は一度も聞いたことがなかった。",""
"16","あの指輪は、どういうものなんだろう？",""
"17","疑問が浮かんで、俺はアイラの知識を借りることにした。",""
