"アイラ","","ツカサ、お待たせ","","",""
"ツカサ","","ありがとう","","",""
"","","夕飯を済ませた俺は、アイラが淹れてくれたハーブティーで一服する。","","",""
"","","アイラのハーブティーを飲むと、心がすっと落ち着いた。","","",""
"","","他愛のない日常。それが今日も終わろうと――。","","",""
"","","突然、バチッとなにかが切れる音がして、部屋の明かりが消えた。","","",""
"アイラ","","ひゃっ、え、なっ、ななっ！？","","",""
"","","思わぬ事態に慌てるアイラの声。その直後、コツンという物音がして――。","","",""
"アイラ","","あちち！","","",""
"ツカサ","","アイラ、どうしたの？","","",""
"アイラ","","お茶、こぼしちゃった！","","",""
"ツカサ","","ええっ！？　大丈夫！？","","",""
"アイラ","","ツカサはかからなかった！？","","",""
"ツカサ","","うん、俺は平気","","",""
"アイラ","","どうしよう！　暗くなっちゃった！　なんにも見えないよ！","","",""
"","","部屋の明かりが消えてから、アイラの声は慌てたまま。","","",""
"","","それを聞くと、俺は冷静にならなきゃという気持ちになった。","","",""
"","","冷静になって、この状況に落ち着いて対処しよう。それが彼氏の役目だ。","","",""
"アイラのそばに行く","ブレーカーを見に行く","","","dummy","dummy"
"ツカサ","","アイラ","","",""
"","","名前を呼びながら、俺はそばに移動した。","","",""
"ツカサ","","大丈夫だよ、落ち着こう。ただの停電だと思うし","","",""
"アイラ","","う、うん","","",""
"","","暗闇の中、アイラが手を伸ばしてきて、俺の腕に触れた。","","",""
"ツカサ","","暗いと、怖い？","","",""
"アイラ","","少しだけ。でも、ツカサが来てくれて、落ち着いた","","",""
"","","言葉の直後、安堵するアイラの息が聞こえた。","","",""
"ツカサ","","ブレーカーを見てくるよ。落ちて、暗くなったのかも","","",""
"","","俺は記憶を頼りに移動して、ブレーカーのスイッチを確かめた。","","",""
"","","……どのスイッチもオンになっている。","","",""
"","","ということは、停電の原因はブレーカーじゃなくて、もっと根本的なところにあるんだろう。","","",""
"","","そのとき、どこからともなくメロディが聞こえた。","","",""
"","","直後、ブツッとマイクが入る音がする。","","",""
"館内放送","","館内放送。館内放送。只今、配線設備トラブルにより、館内で停電が発生しております","","",""
"館内放送","","すぐに修理を開始しますが、数時間ほどかかる見込みです。館内の皆さまにはご迷惑をおかけしますが、復旧まで今しばらくお待ちください","","",""
"館内放送","","なお、懐中電灯の貸し出しを行っておりますので、必要な方は管理室まで取りに来てください","","",""
"ツカサ","","だってさ、アイラ","","",""
"アイラ","","しばらく、このまま……","","",""
"ツカサ","","不便だけど、仕方ないね","","",""
"","","寮全体のトラブルだから、俺たちはひたすら待つしかない。","","",""
"ツカサ","","今夜は、月明かりを頼りに過ごそう","","",""
"","","幸い、今夜は晴れている。月明かりが、室内をぼんやりと照らしてくれていた。","","",""
"","","とはいえ、ほとんど見えないんだけど。","","",""
"アイラ","","あ、そうだ","","",""
"","","アイラはなにか思い付いた様子で、キッチンへ歩いて行った。","","",""
"","","暗い中、引き出しの奥をガサガサと漁って、なにかを見つけて戻ってくる。","","",""
"ツカサ","","それは……？","","",""
"アイラ","","キャンドル","","",""
"アイラ","","マッチもあるよ","","",""
"","","暗闇の中に、マッチの火の明かりが浮かび上がった。","","",""
"","","アイラがそれを細長いキャンドルの芯へと近づけて、火を灯す。\n柔らかなオレンジ色の明かりが、部屋をぼんやりと照らし出した。","","",""
"ツカサ","","１本だけだと、寂しいっていうか、ホラーっぽいね","","",""
"アイラ","","ホラー？","","",""
"ツカサ","","こういうシチュエーションで怪談話を披露するみたいなのってあるよね","","",""
"アイラ","","か、怪談……！","","",""
"","","アイラはわなわなと手を震わせて、予想以上にいいリアクションをする。もしかして、怖いの苦手なのかな。ギフティアでも幽霊って信じるものなんだ。","","",""
"","","俺は少し楽しくなって、怪談話でもしようかと思案した。","","",""
"真面目な怪談話をする","笑える怪談話をする","","","dummy","dummy"
"ツカサ","","あのね、これは友達の友達から聞いた話なんだけど……","","",""
"アイラ","","な、なに？","","",""
"ツカサ","","友達で何人か集まって、夜に怪談話大会をやろうってことになったんだって。丁度今みたいに部屋を暗くして、ロウソクだけつけて","","",""
"ツカサ","","で、持ち寄った怪談話を一通りして、部屋の電気をつけたとき、おかしいなって思ったらしいんだ","","",""
"アイラ","","おかしいって、な、な、なにが……","","",""
"ツカサ","","最初、部屋の様子は変わってないし、気のせいかなって思ったんだって。でも、ふと友達の人数を数えてみたら――","","",""
"ツカサ","","１人多かったんだよ","","",""
"アイラ","","……っ！！","","",""
"","","アイラの飲み込むような悲鳴が聞こえた。","","",""
"ツカサ","","どう？　俺の怪談話、怖かった？","","",""
"アイラ","","…………","","",""
"ツカサ","","あれ？　アイラ？","","",""
"アイラ","","……もう、無理","","",""
"","","アイラはヘナヘナと床に座り込んでしまった。","","",""
"アイラ","","ツカサの話、すごく怖い。もうヤダ……","","",""
"ツカサ","","そ、そんなに！？","","",""
"","","軽く怖がらせるつもりが、本気で怖がってしまったらしい。","","",""
"","","俺はこんな状況で怪談話をしたことを深く反省した。","","",""
"ツカサ","","結構昔の話になるんだけど、俺の家で停電になったとき妙なことが起きたんだ","","",""
"アイラ","","み、妙って？","","",""
"ツカサ","","停電する前はあったはずのお菓子が、電気が戻ったときには消えてたんだよ！","","",""
"アイラ","","……！","","",""
"ツカサ","","まあ、母さんが停電中に食べちゃったからなんだけどね","","",""
"アイラ","","…………","","",""
"","","……あれ？　ここで笑ってくれると思ってたんだけど。","","",""
"アイラ","","うぅ……","","",""
"","","キャンドルの明かりの中、アイラの泣きそうな顔が見えた。","","",""
"ツカサ","","もしかして、怖かった？","","",""
"アイラ","","そ、そんなことっ","","",""
"アイラ","","私は、全然平気なので","","",""
"ツカサ","","うーん……","","",""
"","","言葉とは裏腹に、アイラの表情は強張っている。","","",""
"","","どうやら、この状況でのこの話はダメだったみたいだ。","","",""
"","","笑ってくれたらと思ったけど……。最初から思い切り明るい話にしておくんだった。","","",""
"ツカサ","","アイラ。変な話しちゃってごめんね","","",""
"ツカサ","","……あのさ。お詫びになるかどうか分からないけど","","",""
"","","俺はアイラの背中へ手を回して、ゆっくりとアイラを抱き寄せた。","","",""
"アイラ","","ツ、ツカサ？　なにして……","","",""
"ツカサ","","おまじない、みたいな？　怖いの怖いの飛んでけ～って","","",""
"ツカサ","","どうかな？","","",""
"","","アイラは俺の胸に顔を埋める。","","",""
"","","それから少しして、俺のことを抱きしめ返してきた。","","",""
"アイラ","","うん……。こういうの、好きかも","","",""
"アイラ","","気持ち、落ち着いてきた","","",""
"ツカサ","","よかった","","",""
"","","アイラの自然な声色を聞いて、俺は安心した。","","",""
"アイラ","","でも、部屋があんまり明るくないと、まだ怖い感じがする","","",""
"ツカサ","","確かにね……","","",""
"","","俺が最初に言った通り、キャンドル１本に照らされた部屋にはホラーな雰囲気が漂っていた。","","",""
"ツカサ","","キャンドルって、もっとあったりする？","","",""
"アイラ","","キッチンの引き出しに、いっぱいあるよ","","",""
"ツカサ","","ちょっともらうね","","",""
"","","俺はアイラから離れ、キャンドルを何本か回収すると、それを手に部屋中を駆け回った。","","",""
"","","キャンドルを置いては火をつけ、置いては火をつけていって……。","","",""
"アイラ","","わ……！","","",""
"アイラ","","すごい、キレイ","","",""
"","","あちこちで淡い光を放つキャンドル。アイラはそれに見惚れた。","","",""
"アイラ","","イルミネーションみたい","","",""
"ツカサ","","ちょっと迫力はないけど","","",""
"","","でも部屋の中は恐怖から一変して、優しい雰囲気で溢れた。","","",""
"アイラ","","キャンドルっていっぱいあると、こういうふうになるんだ","","",""
"ツカサ","","１本よりも、こっちの方がいいでしょ","","",""
"アイラ","","うん！","","",""
"","","アイラはすっかり笑顔になって、さっきまで感じていた怖さも吹き飛んだみたいだ。","","",""
"","","その様子に俺は安堵して、ほっと一服したくなってきた。","","",""
"ツカサ","","アイラが淹れてくれたハーブティー、冷めないうちに飲もうっと","","",""
"","","席に戻って、食後のハーブティーを口にすることにする。","","",""
"アイラ","","私も、そうする","","",""
"","","アイラも椅子に座って、まだあたたかいハーブティーを飲み始めた。","","",""
"","","キャンドルに照らされながらの、のんびりとした時間。","","",""
"","","それはオシャレなレストランでの食事のようで、なんとなくロマンチックな空気を感じた。","","",""
"ツカサ","","いいね、こういうの","","",""
"アイラ","","うん、素敵","","",""
"アイラ","","ねえ、ツカサはあれ、やったことある？","","",""
"ツカサ","","あれって？","","",""
"アイラ","","マシュマロを火であぶるやつ","","",""
"ツカサ","","は、話が飛んだね","","",""
"アイラ","","火を見てたら思い出したの。おいしいよって、前に仕事で会ったパティシエの人に教えてもらったことがある","","",""
"ツカサ","","俺は臨海学校のキャンプファイヤーのときにやったことあるけど、確かにおいしかったよ","","",""
"アイラ","","やっぱり、そうなんだ","","",""
"","","キャンドルの光の中で、アイラは目をキラキラさせた。","","",""
"ツカサ","","でも、さすがにマシュマロは今、ないよね？","","",""
"アイラ","","クッキーならある","","",""
"ツカサ","","クッキーじゃ、ダメだなあ","","",""
"アイラ","","残念……","","",""
"ツカサ","","今度、買ってきて試してみようか？","","",""
"アイラ","","うん！","","",""
"","","アイラは嬉しそうにうなずいた。","","",""
