"ツカサ","","ふぅ……","","",""
"","","俺はシャワーを浴びながら、大きく息をついた。","","",""
"","","一日の疲れを癒やすには、お風呂に入るのが一番だ。","","",""
"","","シャワーで身体の汗を洗い流していく。","","",""
"アイラ","","ツカサ","","",""
"ツカサ","","……？","","",""
"","","アイラの声がした。","","",""
"","","見ると、磨りガラス状になった浴室ドアのすぐ向こうに、アイラの姿が見えた。","","",""
"ツカサ","","どうかしたー？","","",""
"アイラ","","一緒に入ってもいい？","","",""
"ツカサ","","ん……？","","",""
"","","…………。","","",""
"","","……。","","",""
"","","……い、一緒に！？","","",""
"ツカサ","","え？　え、ええっ！？","","",""
"ツカサ","","ちょ、ちょっと待って。一緒にって……一緒に！？","","",""
"アイラ","","うん。一緒に……。ダメ？","","",""
"ちょっと待って！","ダメじゃない","","","dummy","dummy"
"ツカサ","","ちょ、ちょっと待って！　こ、ここ、心の準備が……！","","",""
"アイラ","","心の準備？","","",""
"ツカサ","","うん！　だから、ちょっと待って！","","",""
"","","俺は深呼吸をして、状況を整理する。","","",""
"","","アイラと一緒にお風呂……ということは、お互いに全裸……！","","",""
"","","れ、冷静になろう。","","",""
"","","冷静に。","","",""
"ツカサ","","げほげほげほっ","","",""
"アイラ","","ツカサ？　どうかした？","","",""
"ツカサ","","だ、大丈夫","","",""
"","","深呼吸のしすぎで、むせちゃったじゃないか。\nまずい、ちっとも冷静になれない。","","",""
"","","でも……いつまでもアイラを待たせるのもまずい。","","",""
"","","よし、覚悟を決めよう……。","","",""
"ツカサ","","……入っていいよ","","",""
"ツカサ","","ぜ、全然ダメじゃないよ！","","",""
"ツカサ","","……どうぞ","","",""
"アイラ","","う、うん","","",""
"","","心臓が早鐘を打つ。","","",""
"","","あまりに突然の出来事に、頭がついていかない。","","",""
"","","俺は深く呼吸するように心がけ、なんとか平静を保とうとした。","","",""
"ツカサ","","…………","","",""
"ツカサ","","……？","","",""
"","","アイラはまだ入ってこない。ドアの前で立ち尽くしたままだ。","","",""
"ツカサ","","アイラ？　どうかした？","","",""
"アイラ","","あ、ええと","","",""
"アイラ","","ちょっと、心の準備中なので……","","",""
"ツカサ","","へ？","","",""
"","","アイラから言い出したのに？","","",""
"","","ということはきっとアイラも、こうして声をかけてくることにかなり勇気を振り絞ったんだろうな。","","",""
"アイラ","","じゃあ、入るね？","","",""
"","","アイラが浴室のドアを開けて、入ってきた。","","",""
"アイラ","","…………","","",""
"ツカサ","","……あ","","",""
"","","アイラは水着を身に着けていた。","","",""
"","","あはは、そりゃそうだよね。","","",""
"","","なんだかすごくホッとした。","","",""
"","","全裸で入ってこられたら、理性を保てなかったかもしれないから。","","",""
"アイラ","","きゅ、急にごめんね……！","","",""
"ツカサ","","こちらこそ……","","",""
"","","なにがこちらこそなのかは、自分で言っててわからないんだけど。","","",""
"","","どうやら、アイラも恥ずかしいみたいだ。完全に目が泳いでる。こっちを見ようとしない。","","",""
"アイラ","","…………","","",""
"ツカサ","","…………","","",""
"アイラ","","ツ、ツカサ、その、あの、前……！","","",""
"ツカサ","","え？　前？","","",""
"","","前って、どういうことだろう？","","",""
"","","俺は目を逸らすアイラに疑問を覚えつつ、自分の格好を確かめてみた。","","",""
"ツカサ","","わわわっ！！","","",""
"","","って、俺、全裸だったんだ！　大事なところを隠すことも忘れてた！","","",""
"","","慌ててタオルを腰に巻く。","","",""
"ツカサ","","ご、ごめん……","","",""
"アイラ","","ううん。私が急に言い出したので……","","",""
"ツカサ","","…………","","",""
"アイラ","","…………","","",""
"","","再びの沈黙。出しっぱなしのシャワーの音が大きく感じる。","","",""
"アイラ","","あのね、私、ツカサの背中……流してあげたくて","","",""
"ツカサ","","あ、そうなんだ……。それは、嬉しいな、あはは","","",""
"ツカサ","","じゃ、じゃあ……お願いしようかな","","",""
"アイラ","","うん","","",""
"","","俺はアタフタしながら、アイラに背中を向けて腰かけた。","","",""
"","","アイラが俺の背後に立つ。","","",""
"","","俺がタオルと石けんを手渡すと。","","",""
"アイラ","","は、始めます！","","",""
"","","アイラはわざわざ宣言した。","","",""
"","","泡立ったタオルが背中にあてがわれる。そのまま優しく動かしてきた。","","",""
"アイラ","","ツカサ、痛くない？","","",""
"ツカサ","","平気だよ。もっと強くしてもいいかもしれない","","",""
"アイラ","","え？　もっと強く？","","",""
"アイラ","","わ、分かった……","","",""
"","","アイラは、さっきよりも少し力を入れて、ゴシゴシと背中を拭ってくれた。","","",""
"ツカサ","","そうそう、それぐらいがちょうどいいかな","","",""
"アイラ","","気持ちいい？","","",""
"ツカサ","","うん","","",""
"アイラ","","よかった","","",""
"アイラ","","ツカサの背中って、広いね。いつもは服の上から見てたから、あんまり感じなかったけど","","",""
"ツカサ","","そうかな？　そこまで身体が大きい方じゃないんだけど","","",""
"ツカサ","","アイラは小柄だから、男性の背中は、だいたいみんな大きく感じるんじゃない？","","",""
"アイラ","","ツカサは、特別大きく見えるの","","",""
"ツカサ","","……そっか","","",""
"","","アイラがそう感じてくれるなら、恋人の立場としてはすごく嬉しい。\nそれだけ、頼もしく思ってもらえてるわけだから。","","",""
"アイラ","","……じゃあ、流すね","","",""
"","","アイラはシャワーを持つと、慣れない手つきで俺の背中を流してくれた。","","",""
"アイラ","","はい、完了……！","","",""
"ツカサ","","ありがとう","","",""
"ツカサ","","じゃあ、交代しよう","","",""
"アイラ","","え？　交代？","","",""
"ツカサ","","俺ばっかりやってもらうのは悪いからさ。アイラの髪を洗ってあげるよ","","",""
"","","身体を洗ってあげるとは、さすがに言えなかった。","","",""
"","","女の子の身体を洗うなんて、いくらなんでも俺にはハードルが高すぎる。","","",""
"アイラ","","……え、ええと","","",""
"","","アイラは少しの間、モジモジした。","","",""
"アイラ","","じゃあ、お願いします……","","",""
"ツカサ","","任せてよ","","",""
"","","俺たちは位置を交換し、今度は俺がアイラの後ろになる。","","",""
"","","そして、アイラの長い髪へとシャワーを浴びせていく。","","",""
"","","髪をおろしているせいか、アイラの髪はいつもよりも長く感じた。\n長い銀色の髪は、水分を含むといつも以上にキレイで、輝いているようにも見える。","","",""
"ツカサ","","アイラの髪ってキレイだよね。ちゃんと手入れしてる感じがする","","",""
"アイラ","","ギフティアの髪は人工のものだから、特に手入れはしてないよ","","",""
"アイラ","","だから、リンスとかトリートメントとか、どう使うのかもよくわかってない","","",""
"ツカサ","","へえ、そうなんだ……","","",""
"","","それは便利だなあ。","","",""
"","","アイラの髪にシャンプーをつけていく。\n十分に水分を含んだ髪は、とても泡立ちがいい。","","",""
"ツカサ","","痛くない？","","",""
"アイラ","","うん","","",""
"ツカサ","","誰かの髪を洗うなんて経験したことないから、力加減が分からないな","","",""
"アイラ","","大丈夫。とっても気持ちいいよ","","",""
"アイラ","","なんだか、好きな人に髪を触られると……ドキドキする","","",""
"ツカサ","","俺もさっき、アイラに背中を流してもらったとき、ずっとドキドキしてたよ","","",""
"アイラ","","好きな人に触ってもらえると、それだけで幸せなんだね","","",""
"ツカサ","","うん","","",""
"","","アイラの髪を洗い終えた俺は、先に湯船に入った。","","",""
"","","アイラはどうするのかと思ったら、“目をつむってて”と指示して、一度浴室から出て行った。","","",""
"","","いったいなにをするつもりなんだろうと、ドキドキしながら待っていたら。","","",""
"アイラ","","ツカサ、ちゃんと目、つむってる？","","",""
"ツカサ","","うん。大丈夫だよ","","",""
"","","浴室に戻ってきたアイラが、浴槽に入ってくる気配を感じた。","","",""
"","","一緒に入ってくれるらしい。\nそれだけでもう、ドキドキだ。","","",""
"","","アイラが、すぐそばにいる。","","",""
"アイラ","","目、開けていいよ","","",""
"","","ゆっくり目を開く。","","",""
"","","アイラは俺と向き合うようにして、お湯に浸かっていた。","","",""
"","","やけにソワソワした様子で、胸元を手で隠してるけど。","","",""
"ツカサ","","……ん？","","",""
"","","よく見たら、変だぞ。","","",""
"ツカサ","","あれ、アイラ、えっと……水着は？","","",""
"アイラ","","…………","","",""
"アイラ","","脱いできた","","",""
"ツカサ","","……な、な、な","","",""
"","","なんだって！？","","",""
"アイラ","","私だけ水着を着てたら、ズルイ気がしたので","","",""
"アイラ","","お風呂は、水着を着て入るところじゃないし","","",""
"ツカサ","","だ、だからって……","","",""
"","","つまり、今、目の前にいるアイラは……全裸……！","","",""
"","","なんていう不意打ちをしてくれるんだ。","","",""
"","","しかもお互いに向かい合っているから、チラチラと目が合ってしまって、無性に照れくさい。","","",""
"アイラ","","あんまり、見ないで……。恥ずかしいので……","","",""
"ツカサ","","ごめん……","","",""
"ツカサ","","あ、それじゃあ、後ろ向こうか？","","",""
"アイラ","","そ、それはダメ","","",""
"アイラ","","せっかく一緒に入るのに、背中向けられるのは、寂しい……","","",""
"ツカサ","","…………","","",""
"アイラ","","…………","","",""
"","","そうは言ったものの、目線すら合わせない時間が過ぎていく。","","",""
"","","……な、なにか話題はないかな。","","",""
"ツカサ","","あ、あのさ……","","",""
"ツカサ","","どうして急に、背中を流したいって言い出したの？","","",""
"アイラ","","ヤスタカが、教えてくれたの。こうすれば、恋人は喜ぶって言ってたから……","","",""
"ツカサ","","ははあ、ヤスタカさんか……","","",""
"ツカサ","","アイラ、それきっとからかわれてるよ","","",""
"アイラ","","え？　そうなの？","","",""
"ツカサ","","明日になったら、根掘り葉掘りなにがあったのか聞かれるかもしれない。それでアイラや俺の反応を見て楽しむつもりだ","","",""
"アイラ","","ヤスタカっぽい","","",""
"ツカサ","","でしょ？","","",""
"アイラ","","そっか。それじゃあ……背中を流しても、ツカサはあんまり嬉しくなかったんだ？","","",""
"ツカサ","","え、いやいやいや！","","",""
"ツカサ","","アイラと一緒にお風呂に入れて、嬉しくないわけないよ！","","",""
"","","そういう意味じゃ、ヤスタカさんのおかげとも言えるけど。","","",""
"ツカサ","","ただ、いきなりだったから、心の準備ができてなくて、かなり焦ったよ","","",""
"アイラ","","じゃあ、次からはちゃんと事前に言うね","","",""
"","","次……！？","","",""
"","","今回限りじゃなくて、また一緒に入る機会があるっていうこと？","","",""
"ツカサ","","うん。そのときは……よろしく","","",""
"","","とりあえず、そう答えるのが精一杯だった。","","",""
"ツカサ","","…………","","",""
"アイラ","","…………","","",""
"","","また沈黙が流れる。","","",""
"","","照れくささは、まだあった。","","",""
"","","っていうか、身じろぎひとつ取れない。ちょっとでも動いたら、お互いの身体が見えちゃいそうだから。","","",""
"アイラ","","…………","","",""
"ツカサ","","…………","","",""
"アイラ","","ツカサ、顔、赤いよ","","",""
"ツカサ","","そ、そう？","","",""
"ツカサ","","のぼせちゃったのかな……","","",""
"","","でも、まだそこまで長い時間、お湯に浸かっているわけでもないんだけど。","","",""
"","","アイラはいつもと変わった様子がない。\nギフティアは、のぼせることはないのかもしれない。","","",""
"ツカサ","","…………","","",""
"","","うーん、まずい、なんだかクラクラしてきた。","","",""
"ツカサ","","ごめん、俺、先に出るよ","","",""
"","","俺は立ち上がり、浴槽から出た。","","",""
"","","と、そこで急速に意識が遠のきそうになった。","","",""
"ツカサ","","あ……","","",""
"","","たまらず、その場にしゃがみ込む。","","",""
"アイラ","","ツカサ！？","","",""
"ツカサ","","ごめん、立ちくらみ","","",""
"","","やっぱりのぼせちゃったみたいだ。\nアイラと一緒に入ることになって、緊張したからかな。","","",""
"アイラ","","大丈夫！？","","",""
"ツカサ","","ちょっと休めばね","","",""
"","","アイラも浴槽から出てきて、俺の横にしゃがみ込んだ。","","",""
"","","手を握ってくれる。","","",""
"アイラ","","私にできること、ある？","","",""
"ツカサ","","じゃあ、タオルを水に濡らして……頭に乗っけてくれない？","","",""
"アイラ","","分かった！","","",""
"","","アイラはすぐに俺の指示通りに動いてくれた。","","",""
"","","頭に乗せたタオルのひんやりとした冷たさが、気持ちいい。","","",""
"ツカサ","","ありがとう。カッコ悪いところ見せちゃったね","","",""
"アイラ","","私のせい？","","",""
"ツカサ","","そんなことは……","","",""
"ツカサ","","ううん、そんなこと、ある、かな","","",""
"ツカサ","","もっとアイラと一緒に入っていたくて、無理しちゃったかも","","",""
"アイラ","","もう、一緒に入らない方がいいよね……","","",""
"ツカサ","","そんなこと言わないでよ、アイラ","","",""
"ツカサ","","また、一緒に入ろうよ","","",""
"ツカサ","","俺たち、恋人なんだから","","",""
"アイラ","","うん","","",""
"","","その後、１０分ほど休んでいただけで俺は快復した。","","",""
"","","後で思い返して、休んでいる間ずっと自分が全裸だったことに頭を抱えたけど、アイラはなにも言ってこないから、気にしないことにしようと無理矢理自分に言い聞かせた。","","",""
