"0","休日である今日は、どこへも出かけずアイラと部屋で過ごすことにした。",""
"1","部屋でのんびりするっていうのも、休日らしい過ごし方だよね。",""
"2","窓の外には、夏の晴れ空がどこまでも広がっている。",""
"3","ソファーでくつろいでいると、アイラがお茶を持ってきてくれた。",""
"4","……いつもと違う香りがする。",""
"5","俺はカップを手にとって、一口飲んでみる。",""
"6","ほんのりとオリーブの実の香りがした。葉でもそういう風味があるみたいだ。",""
"7","でも、夏に風邪って……。",""
"8","考えてみれば、アイラがそういうことを思うはずもない。",""
"9","アイラはほっとして、肩の力を抜いた。",""
"10","安心して、アイラは笑った。",""
"11","その様子を見て、ふと思い出す。出会った頃の、アイラの顔を。",""
"12","前は表情の変化がほとんどなくて、どこか冷たい印象があった。今とは違うアイラだった。",""
"13","肩を揺らしてアイラは笑った。",""
"14","アイラが笑うのも無理はないよね。",""
"15","俺はアイラの気を引くために、今思えば恥ずかしいことを必死でやってたんだ。",""
"16","アイラはまだ笑っている。",""
"17","それを見ていたら、イタズラ心が湧いてきて、ちょっかいを出してみたくなってきた。",""
