"0","それから、自分の気持ちを整理するのに何日かの時間を費やした。",""
"1","でも、整理なんてできるわけがなくて。\nタイムリミットだけが無情にも迫ってくるのを、指をくわえて見ていることしかできなかった。",""
"2","アイラは、充電装置のイスに座って、自分の日記を読み返していた。",""
"3","そこへ歩み寄り、そっと、回収同意書のファイルを差し出す。",""
"4","アイラは特に表情を変えず、ファイルの中身を確認した。\nそこにあるのは、自分のプロフィールや顔写真。",""
"5","……どんな気持ちなんだろう。",""
"6","あっさりと、アイラはうなずいた。\nその表情は、むしろ穏やかで。",""
"7","数日前、深夜に泣きながら俺にしがみついてきたときとはまるで別人だ。",""
"8","俺は、ゴクリと息を呑んで、用意しておいたペンを取り出した。",""
"9","いつもは、俺とアイラで回収対象の元へ訪ねていって、その所有者に、サインしてくれと頼んでいた。",""
"10","相手の気持ちに、できるだけ寄り添っていたつもりだった。",""
"11","でも、いざ自分がこれを書く立場になって、思い知った。",""
"12","ここにサインをするっていうことが、こんなにも辛いんだっていうことを。",""
"13","これにサインしてくれって要求するのは、とても残酷なことなんだっていうことを。",""
"14","同意書にサインしようとするだけで、指が震えてしまう。",""
"15","ここでアイラに俺の動揺を見せたりしちゃいけないのに、震えを止めることができない。こんなんじゃ、俺、サインできない……！",""
"16","たまらず、ペンを取り落としてしまった。",""
"17","目を閉じて。何度か深呼吸して。\nなんとかして自分の気持ちを落ち着かせようとしてみる。",""
"18","来るべきときが、来た……",""
"19","どうすることもできない。助けることはできない。見送るしか手はない",""
"20","そんな終わり方を、俺はとっくに、受け入れたはずなのに。\n受け止められているって、思っていたのに。",""
"21","気付けば、はじめてアイラの前で、弱音を吐いてしまっていた。",""
"22","でも、この胸の苦しみを自分の中だけで留めておくことなんて、もう、できそうになかったんだ。",""
"23","とっさに、俺はアイラの華奢な身体をかき抱いていた。\nその確かなぬくもりを感じて、自然と涙があふれてくる。",""
"24","でも。",""
"25","アイラを、俺の誰よりも大切な存在を、手放したくない。\n心から、そう思った。",""
"26","気が付けば夜通し車を走らせていた。",""
"27","俺とアイラは座席で身を寄せ合い、一言も喋らずに、ただひたすら、窓から夜空を見上げていた。",""
"28","自動運転で設定した目的地は、決まっている。",""
"29","片道で、およそ４時間の道のりだった。",""
"30","その先に答えなんてないことは知っていて、それでもなお、今の俺たちのすがるような祈りに応えられる人物は、その人しかいないと思ったんだ。",""
"31","萌葱ユウ博士の家に到着したときには、ちょうど夜が明けていた。",""
"32","玄関ドアを乱暴に叩いて、萌葱博士を叩き起こす。",""
"33","しつこくドアを叩きまくっていたら、ようやく家の中に照明が灯った。",""
"34","出迎えた博士は、まだ寝ていたらしく、俺たちの顔を見てもなんのリアクションも見せなかった。",""
"35","それに構わず、俺は自分の頼みをまくしたてていた。",""
"36","確かに、言われてみれば。",""
"37","たまらず声を荒げてしまった。\n八つ当たりだし、博士が悪いわけじゃないのは分かってるんだけど。",""
"38","アイラが、俺の腕を心配そうにさすってくる。",""
"39","昨日の夜から、ちっとも冷静になれない。",""
"40","しっかりしなくちゃ……。",""
"41","そう。その通りだ。",""
"42","前にここに来たときも、あえてそれをはっきり伝えることで、博士は俺たちに下手な希望を持たせないように配慮してくれた。",""
"43","中途半端な希望を与えた後で、絶望の淵に叩き落とすことほど、残酷なことはないから。",""
"44","それでも――。",""
"45","それでも、俺は諦めきれなかった。",""
"46","時間がなくて切羽詰まってるのに、必要なのは……時間？",""
"47","あえてそういう可能性まで指摘してくるのは、意地悪のつもりなのかな。それとも……俺を試しているのかな。",""
"48","博士は言うだけ言うと、俺たちを残して寝室に戻っていってしまった。",""
"49","この家は、とても静かだ。",""
"50","博士が喋らないと、本当に静かになる。",""
"51","遠くから野鳥の鳴き声が聞こえるし、風で木々が揺れる音だってする。",""
"52","耳を澄ませば、遠くの沢のせせらぎも……届くかもしれない。",""
"53","でも、今はそんな自然の声に耳を傾けている状況じゃなかった。",""
"54","俺の心は、博士からの忠告めいた話を聞いた直後だっていうのに、燃えるように高揚していた。",""
"55","でも、アイラの方は俺とは対照的に、浮かない顔だった。",""
"56","どうして今、チェルシーの話を……？",""
"57","泣きそうになって。笑顔でごまかそうとしたけど、できなかった。",""
"58","この期に及んで、アイラにそんな悲しいことを言わせちゃった。そんな自分が、情けなかった。",""
"59","言ってほしくない。",""
"60","今回ばかりは、キレイ事で終わらせない。",""
"61","ふと思いついて、そんな冗談みたいな案を口走ってみたけど。",""
"62","言ってから、それもけっこう悪くない可能性だと自分で思い始めた。",""
"63","荒唐無稽だって笑われるかもしれない。\n現実を見ろって言われるかもしれない。",""
"64","受験に失敗して、親のツテでコネ入社したような落ちこぼれの社会人１年生が、偉そうなことを言うなって怒られるかもしれない。",""
"65","それでも、なにもしないよりはずっとマシだよね！",""
"66","ポカーンとしているアイラの腰に抱きついて持ち上げる。",""
"67","そのままその場でグルグルと回った。",""
"68","これまで以上に、自分の中でテンションが上がってくるのが分かる。",""
"69","アイラを降ろして、その赤い瞳をのぞき込んだ。",""
"70","と、アイラの目から、スッと一筋の涙がこぼれ落ちた。",""
"71","アイラが、たまらずと言った様子で俺に抱きついてくる。",""
"72","答えは出た。",""
"73","たったひとつだけ残された、わずかな可能性。",""
"74","俺たちはそれに賭ける。\n何年、何十年かかったって、諦めたりしない。",""
"75","俺はアイラと手を繋ぐと、その結論を伝えるため、博士の寝室へと向かった――。",""
