"","","アイラのハイバネート措置は、予想以上に早く決まった。","","",""
"","","萌葱博士に俺たちの答えを告げた翌日には、すでに本社に話を通してくれていた。","","",""
"","","あまりに急な話だったから、第１ターミナルサービスのみんなにもきちんと話をする時間はなかった。","","",""
"","","カヅキさんにだけはせめて同席してほしくて、事情を話したんだけど、今日も仕事らしくて、“任せる”とだけ言われた。","","",""
"","","後でコンスタンスから“きっと号泣する姿をツカサたちに見られたくないのでしょう”って教えてもらったけど。","","",""
"","","とにかくアイラが眠った後、俺ひとりでみんなにちゃんと説明しなくちゃ。","","",""
"","","ギフティアを長期ハイバネートするための装置は、この本社にしかなかった。","","",""
"","","立ち合いは、俺を含めてわずか３人。","","",""
"","","俺と、萌葱博士。それと――","","",""
"","","ハイバネートするに当たって、装置の準備や操作が必要になる。それを、第１ターミナルサービスの専属エンジニアであるオヤジさんが引き受けてくれた。","","",""
"","","オヤジさんは、すべての事情を知らされても、俺たちに目配せして軽くうなずいただけで、なにも聞いてはこなかった。\nただ黙々と、自分の仕事にだけ専念してくれた。","","",""
"アイラ","","…………","","",""
"","","アイラは……落ち着いているように見える。\nただ、今朝から口数は少なかった。","","",""
"萌葱博士","ユウ","なに、緊張する必要などない。ターミナルサービスがいつも回収対象にやっているハイバネートと、なにも変わらない","","",""
"ツカサ","","博士……もう少し、デリカシーを……","","",""
"萌葱博士","ユウ","ん？","","",""
"","","この状況で、なんでそういうことを言えるんだろう……。\nこの人らしいと言えば、らしいけど。","","",""
"萌葱博士","ユウ","しかし、まさか伍堂くんが許可するとは予想外だった","","",""
"萌葱博士","ユウ","彼はケチだからな。こういう余計な費用がかかることは嫌がると思っていたんだが","","",""
"萌葱博士","ユウ","まあ、あの男はいつも、腹の中でいろいろ考えているようだから、今回もなにか思うところがあるんだろう","","",""
"萌葱博士","ユウ","あるいは、ツカサくんがギフティアにとっての救世主になる男だと、期待しているのかもしれない","","",""
"ツカサ","","いくらなんでもそれは大げさでしょう","","",""
"","","もしかしたら、なんらかの利用価値を見出された可能性はあるけど。\nこれは、カヅキさんも言ってた話だ。","","",""
"","","まあ、そういう駆け引きみたいなことは、今の俺には関係ない。","","",""
"","","部長はアイラの長期ハイバネートを許可してくれた。それだけ。","","",""
"ミキジロウ","","――待たせたな","","",""
"","","ずっとコンソールで作業をしていたオヤジさんが、声をかけてきた。","","",""
"ミキジロウ","","いつでも準備ＯＫだ","","",""
"アイラ","","ありがとう、オヤジさん","","",""
"ミキジロウ","","元気でな","","",""
"","","オヤジさんは、やっぱり余計なことは言わずに、一言だけの別れの挨拶を交わした。","","",""
"アイラ","","萌葱博士、研究のこと、よろしくお願いします","","",""
"萌葱博士","ユウ","言われずとも、向き合い続けるさ。この原罪にね","","",""
"萌葱博士","ユウ","アイラ、君は、幸せ者だ。いい伴侶に巡り会えたんだからな","","",""
"アイラ","","うん","","",""
"アイラ","","ありがとう、博士。元気で","","",""
"萌葱博士","ユウ","また再会できることを祈ってくれ","","",""
"","","アイラは博士との最後の挨拶を終えて、ハイバネートボックスへと向かった。","","",""
"","","博士とオヤジさんは、気を利かせてくれたのか、コンソールを見ながら作業前の最終チェックを始めた。","","",""
"","","この間が、俺に許されたアイラとの最後の時間だ。","","",""
"","","歯を食いしばって、涙をこらえる。","","",""
"","","ここで一時的にお別れになってしまうことが、辛くてしょうがなかった。これからもずっと一緒に、毎日を過ごしていきたかった。","","",""
"","","でもそれは、今は、どうやったってかなわない。","","",""
"","","だから、そんな毎日を手に入れるために。\n今はこの別れを受け入れよう。","","",""
"","","そうして、いつかの再会のために、涙はこらえよう。","","",""
"ツカサ","","おやすみ、アイラ","","",""
"ツカサ","","また会う日まで、いい夢を","","",""
