"","","その後、俺とアイラはエルさんたちと合流し、最後まで花火を見終えてからカーニバルを後にした。","","",""
"","","ちょっとだけ、アイラとの距離が縮まったような気がした。","","",""
"","","でも俺は、最後の一歩を踏み出さなかった。","","",""
"","","これからも俺とアイラは一緒だ。\nでもそれは、あくまでもパートナーとしての関係。","","",""
"","","アイラへの気持ちは、心の奥にしまい込んだ。","","",""
"","","それは、決して表に出しちゃいけない感情なんだ。","","",""
"","","アイラのためにも、俺自身のためにも。","","",""
"","","数日後。","","",""
"","","突然、カヅキさんが俺だけに声をかけてきた。","","",""
"カヅキ","","ツカサ。ちょっといいか","","",""
"ツカサ","","あ、はい","","",""
"","","会議室に来るよううながしてくる。","","",""
"ツカサ","","アイラも一緒の方がいいですか？","","",""
"カヅキ","","いや、ツカサだけでいい","","",""
"ツカサ","","はい……","","",""
"","","俺とアイラは顔を見合わせた。","","",""
"ツカサ","","なんだろう？","","",""
"アイラ","","……さあ？","","",""
"","","会議室に入ると、カヅキさんは黙って俺にファイルを差し出してきた。","","",""
"","","いつも毎週のミーティングで渡される、回収案件についての情報がまとめられたファイルと同じものだ。","","",""
"ツカサ","","……？","","",""
"","","俺だけを個別に呼び出して渡してくるなんて。こんなこと、今までなかった。いったいなんだろう？","","",""
"","","疑問に思いつつ、ファイルの中身を確認してみた。","","",""
"ツカサ","","……！","","",""
"","","それは、確かに回収同意書だった。","","",""
"","","回収対象の名は……アイラ。","","",""
"ツカサ","","これは……","","",""
"カヅキ","","アイラの、回収同意書だ。サインは、お前がするんだ","","",""
"ツカサ","","…………","","",""
"","","俺が……サインを……。","","",""
"","","唐突に、これまで回収する側だった自分が、回収される側になったのだという事実を実感した。","","",""
"","","実質的に、回収対象であるアイラの“所有者”は、俺ということになる。","","",""
"ツカサ","","あの、カヅキさん――","","",""
"カヅキ","","代わりはいない","","",""
"","","カヅキさんは俺の反論を許さなかった。","","",""
"カヅキ","","パートナーのお前が、サインしろ","","",""
"ツカサ","","…………","","",""
"","","俺はペンを持った。","","",""
"","","空白の署名欄。そこに自分の名前を書こうとする。\nそれだけで、指先が震えた。\nひどい吐き気までもよおしてきた。","","",""
"ツカサ","","これにサインすれば……アイラが回収されるのは、確定、するんですよね……","","",""
"カヅキ","","いいや","","",""
"カヅキ","","アイラの回収は、あいつが生み出された瞬間に“確定”してるんだよ","","",""
"カヅキ","","そのサインは、ただの確認だ","","",""
"カヅキ","","だから、お前がそこまで責任持つ必要はねえんだ","","",""
"ツカサ","","…………","","",""
"","","カヅキさんはその言葉で、俺の感じている罪悪感を少しでも和らげようとしている。","","",""
"","","その気持ちがありがたかった。","","",""
"","","俺はもう一度ゴクリと唾を飲み込むと、奥歯を噛みしめて一気に自分の名前をサインした。","","",""
"カヅキ","","すまねえな","","",""
"カヅキ","","だが、アイラの回収についてはお前ひとりに押し付けるつもりはねえよ","","",""
"カヅキ","","回収役は、別に用意する","","",""
"カヅキ","","それとも、お前がやるか？　本来はマークスマンの仕事だが","","",""
"ツカサ","","…………","","",""
"","","俺はうなだれた。カヅキさんの目をまともに見られなかった。","","",""
"ツカサ","","俺には、できません……","","",""
"カヅキ","","ああ、それでいい。それが普通だ。ましてお前はまだ入社して２ヶ月なんだから","","",""
"カヅキ","","誰を回収担当にするかは、課長とも相談しておく","","",""
"カヅキ","","お前は、なるべくこれまで通り、アイラとやっていってくれ","","",""
"ツカサ","","はい……","","",""
"カヅキ","","暗い顔するなよ。アイラまでそれに引きずられちまう","","",""
"カヅキ","","お前はこれまで、そういう顔はしなかった。だからこそアイラとやってこれたかもしれないな","","",""
"カヅキ","","そこは、私だって評価してるんだぞ","","",""
"ツカサ","","はい。ありがとうございます","","",""
"","","俺は頭を下げると、会議室を後にした。","","",""
"","","頬を強くパンパンと手で叩く。","","",""
"","","カヅキさんの言う通りだ。\n俺が笑顔でいなくてどうするんだ。","","",""
"","","いつも通りでいること。","","",""
"","","それが、今の俺がアイラにできる、せめてものことなんだ。","","",""
