"0","","","アイラはその夜のうちに、カヅキさんの住むマンションへと移っていった。","","",""
"1","","","移ったっていっても、荷物なんてなにも持たずに、身一つで出て行ってしまった形に近くて、俺には引き留める暇もなかった。","","",""
"2","","","翌朝、いつもより少し早めに出社して、みんなに事情を話した。","","",""
"3","タカオ","","社内恋愛禁止？","","",""
"4","ミチル","","そう言ったの？　カヅキさんが？","","",""
"5","ツカサ","","……うん","","",""
"6","タカオ","","初耳だね","","",""
"7","シェリー","","初耳です","","",""
"8","レン","","初耳だなあ","","",""
"9","ザック","","はじめて聞いた","","",""
"10","ミチル","","私も","","",""
"11","ツカサ","","やっぱり……","","",""
"12","ミチル","","っていうか、カヅキさんも、前に社内恋愛してたって聞いたことあるけど","","",""
"13","ツカサ","","え！？","","",""
"14","ミチル","","あくまで噂だけどね","","",""
"15","タカオ","","そうなの？","","",""
"16","レン","","へえ……","","",""
"17","","","課長とレンさんは、ポカーンとしている。\n申し訳ないけど、このふたりは、そういう話には疎そう……。","","",""
"18","ツカサ","","シェリーはその噂のこと、知ってる？","","",""
"19","シェリー","","…………そ、それは","","",""
"20","","","あ、今、あからさまに目をそらした……！","","",""
"21","ミチル","","これは、知ってる顔ね","","",""
"22","ツカサ","","頼むよ。教えてほしい。社内恋愛禁止って言い出したことと、なにか関係あるかもしれない！","","",""
"23","シェリー","","言えません。カヅキの名誉のためにも","","",""
"24","カヅキ","","おはよう","","",""
"25","シェリー","","……！","","",""
"26","","","と、見計らったかのように、カヅキさんがアイラをともなって出社してきた。","","",""
"27","","","コンスタンスの姿がないところを見ると、すでに別行動なんだろうか。","","",""
"28","カヅキ","","なんの話だ？　あん？","","",""
"29","ツカサ","","あの――","","",""
"30","シェリー","","いえ。なんでもありません","","",""
"31","カヅキ","","ふうん……？","","",""
"32","アイラ","","…………","","",""
"33","ツカサ","","アイラ、おはよう","","",""
"34","アイラ","","……うん","","",""
"35","","","アイラは、昨日よりも素っ気なくなっていた。","","",""
"36","","","すぐに、会議室で今週の会議が始まった。","","",""
"37","","","コンスタンスは、カヅキさんより少し遅れて現れたけど、特にいつもと変わりなかった。","","",""
"38","","","会議はカヅキさんの進行で、滞りなく進んでいく。","","",""
"39","カヅキ","","――というわけなんで気を付けてくれ。ここまででなにか質問あるか？","","",""
"40","","","誰も、昨日の夜にカヅキさんが俺に話したことについて触れようとしない。","","",""
"41","","","だったら――。","","",""
"42","ツカサ","","あの","","",""
"43","カヅキ","","お前の質問は後だ","","",""
"44","","","俺が手を挙げたのとほぼ同時に、カヅキさんがぴしゃりと遮った。","","",""
"45","ツカサ","","…………","","",""
"46","カヅキ","","……そうにらむなよ。分かったよ","","",""
"47","カヅキ","","みんなにはついでに話しとく","","",""
"48","カヅキ","","急ではあるが、今日から私とツカサで、パートナーをトレードすることになった","","",""
"49","タカオ","","ええ？　勝手にそういうことされると困るよ～","","",""
"50","","","カヅキさんは、課長の文句をあっさり無視した。","","",""
"51","カヅキ","","コンスタンス、悪いがそういうことなんで、よろしくな","","",""
"52","コンスタンス","","はい","","",""
"53","カヅキ","","以上――","","",""
"54","ツカサ","","カヅキさん","","",""
"55","","","俺はたまらず立ち上がった。","","",""
"56","ツカサ","","俺は、アイラと組むのをやめたくありません","","",""
"57","カヅキ","","解散だ。ツカサは残れ","","",""
"58","","","みんなが出て行った後。","","",""
"59","","","会議室には、俺とカヅキさんだけが残った。","","",""
"60","","","だというのに、カヅキさんは俺と目を合わせようとせず、不機嫌そうにそっぽを向いている。","","",""
"61","ツカサ","","教えてください、どうしたらアイラのパートナーに戻れますか！？","","",""
"62","カヅキ","","どうしたら、か","","",""
"63","","","と、カヅキさんはため息をつくと、おもむろに俺に歩み寄ってきて――。","","",""
"64","","","いきなりヘッドロックされた！","","",""
"65","ツカサ","","！？","","",""
"66","カヅキ","","元はと言えば、お前が告白したからこんなにこじれたんだろうがぁ！","","",""
"67","ツカサ","","すみませんすみません！","","",""
"68","","","頭頂部をゲンコツでグリグリされ、俺はたまらずその痛みでのたうち回った。必死でカヅキさんの手から逃れる。","","",""
"69","ツカサ","","で、でも俺、このまま終わりにはできません！","","",""
"70","カヅキ","","……社内恋愛禁止ってのは、ただの口実だ","","",""
"71","ツカサ","","え？　口実？","","",""
"72","カヅキ","","見てられなかったんだよ。お前とアイラをこのまま放っといたら、取り返しがつかなくなりそうな気がしてな","","",""
"73","ツカサ","","そんなことは……","","",""
"74","カヅキ","","私の目はごまかせねえぞ。現に、アイラはこう言いやがった。ツカサからは離れるのがお互いのため、ってな","","",""
"75","ツカサ","","う……","","",""
"76","カヅキ","","ったく、気に入らねえ","","",""
"77","","","それは、ミチルからも聞いた話だ。","","",""
"78","","","アイラは、自分の寿命のことを考えて、俺からあえて離れようとしている。","","",""
"79","カヅキ","","……今回のことは、私にとっての罪滅ぼしみたいなもんなんだよ","","",""
"80","ツカサ","","え？　罪滅ぼし……ですか？","","",""
"81","カヅキ","","３年前、私はアイラのためによかれと思って、パートナーを解消したんだ","","",""
"82","カヅキ","","あいつを、あれ以上苦しめたくなかった","","",""
"83","カヅキ","","でも違う。違ったんだよ。そんなの、誰のためにもならねえんだ","","",""
"84","カヅキ","","それをしたことで、アイラに残ったのは、パートナーに切り捨てられたっていう辛い想い出だけさ","","",""
"85","カヅキ","","後で私がそれに気付いたときには、もう手遅れだったよ。私はアイラに気を遣っちまって、ろくに話をすることもできなくなってた","","",""
"86","カヅキ","","アイラを助けようとしたのに、結果的に、傷つけちまった","","",""
"87","カヅキ","","そういう後悔を経験してきたんでな。今のアイラも同じだって、勘で分かるんだよ","","",""
"88","カヅキ","","あいつが、ツカサや自分のためって言ってやろうとしてるのは、結果的に全員を傷つけることでしかない","","",""
"89","ツカサ","","…………","","",""
"90","","","カヅキさんの内面を、はじめて、垣間見たような気がする。","","",""
"91","","","この人は、アイラのことを――かつてパートナーだったギフティアのことを――今でも、とても大切に思っている。","","",""
"92","カヅキ","","ツカサ、お前、覚悟はもうついてるんだろ？","","",""
"93","ツカサ","","……はい","","",""
"94","カヅキ","","だったら、今は私に任せろ","","",""
"95","ツカサ","","分かりました","","",""
"96","カヅキ","","よし。期待してろよ","","",""
"97","カヅキ","","アイラのめんどくせえ性根を、私が直々にたたき直してやる！","","",""
"98","ツカサ","","え……！？","","",""
"99","","","この人は、アイラのことを――かつてパートナーだったギフティアのことを――今でも、とても大切に……思って……い、いるはず……だよね？","","",""
"100","","","だ、大丈夫かな……。","","",""
"101","","","会議室を出て、オフィスへと戻る。","","",""
"102","","","ところがその途中で、いきなり首根っこを誰かに掴まれ、階段の方へと引きずり込まれた。","","",""
"103","ミチル","","なに言われたの？","","",""
"104","ツカサ","","なんだ、ミチルか……","","",""
